smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
N#Cc1cnn(C(=O)C2COc3ccc(F)cc3C2)c1N,<bos>,N,<4>,c1cn[nH]c1,<3>,<0>,(,C#N,),C=O,<7>,c1ccc2c(c1)CCCO2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Br)cc1CNC(=O)Nc1ccncc1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,N,C=O,N,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)Nc1c(-c2cccs2)cnn1Cc1ccncc1,<bos>,C,C,(,C,),C=O,N,<4>,c1cn[nH]c1,<3>,<0>,(,<4>,c1ccsc1,),C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,
CC1CCCCN1C(=O)c1cccc(Nc2ncnc3sccc23)c1,<bos>,C,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<4>,N,<2>,c1ncc2ccsc2n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Cl)ccc1C(=O)Nc1ccc(N)cc1C,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),N,C=O,<3>,c1ccccc1,<4>,<0>,(,Cl,),O,C,<eos>,,,,,,,,,,,,,,,
C=CCN1CCN(C)C(=O)C12CCN(C(=O)Nc1ccsc1)C2,<bos>,C=C,<0>,C,<5>,O=C1NCCNC12CCNC2,<9>,<2>,(,C,),C=O,N,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnc2ccccc2n1)N1CCC2(CC1)OCCO2,<bos>,c1ccc2nccnc2c1,<5>,N,C=O,<5>,C1CC2(CCN1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C(C)(CO)NC(=O)c1ccc(Cl)cc1Cl,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),C=O,N,C,(,C=O,O,C,),(,C,),C,O,<eos>,,,,,,,,,,,,,
COc1ccccc1C(=O)NC1(c2ccccc2)CCC1,<bos>,C,O,<0>,c1ccccc1,<5>,C=O,N,<0>,C1CCC1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CC2CCN(C(=O)c3cc(C#N)cn3C)CC2)cc1OC,<bos>,C,<3>,c1cc[nH]c1,<2>,<0>,(,C#N,),C=O,<3>,C1CCNCC1,<0>,C,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,,
Cc1ccncc1NC(=O)c1cnc2[nH]nc(C)c2c1,<bos>,C,<0>,c1ccncc1,<5>,N,C=O,<0>,c1cnc2[nH]ncc2c1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cn1c(C(=O)N2CCOCC2)cc2sccc21,<bos>,N,C=O,C,<7>,c1cc2sccc2[nH]1,<0>,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
N#CC(Cc1ccc(O)cc1)C(=O)NC1CCN(C2CC2)C1=O,<bos>,O,<3>,c1ccccc1,<0>,C,C,(,C#N,),C=O,N,<2>,O=C1CCCN1,<5>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
CC(C)N1Cc2ccc(Br)cc2OCC1=O,<bos>,C,C,(,C,),<11>,O=C1COc2ccccc2CN1,<6>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2n[nH]c(-c3ccc(N)cc3)n2)cc1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,N,),<0>,c1nc[nH]n1,<2>,<0>,c1ccccc1,<3>,N,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCCc1nc(-c2ccncc2)n[nH]1)c1ccsc1,<bos>,c1ccsc1,<0>,C=O,N,C,C,<2>,c1nc[nH]n1,<0>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(CNC(=O)c1ccc(C(=O)C2CC2)cc1)c1ccccc1,<bos>,C1CC1,<0>,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C(=O)N2CCC(OC(=O)C3CC3)CC2)c1,<bos>,C,<0>,c1ccccc1,<4>,C=O,<3>,C1CCNCC1,<0>,O,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(C2CCN(S(C)(=O)=O)CC2)sc1C(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,<1>,c1cscn1,<3>,<0>,(,C,),<0>,C1CCNCC1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,
CC1CCc2sc(C(=O)NCC(=O)NCc3cccnc3)cc2C1,<bos>,C,<7>,c1cc2c(s1)CCCC2,<0>,C=O,N,C,C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC(C)c1cc(C(=O)Nc2ccccc2S(C)(=O)=O)nn1C,<bos>,C,C,C,(,C,),<4>,c1cn[nH]c1,<1>,<3>,(,C,),C=O,N,<0>,c1ccccc1,<5>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,
COc1ccc(CCC(=O)Nc2nnc(C)o2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C,C,C=O,N,<0>,c1nnco1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)NCCNC(=O)CC(C)(C)C)cc1,<bos>,C,C,(,C,),(,C,),C,C=O,N,C,C,N,C=O,N,C,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,
C#CCn1cnc(NC(=O)CCc2nc(-c3cccs3)no2)n1,<bos>,C#C,<0>,C,<3>,c1nc[nH]n1,<0>,N,C=O,C,C,<2>,c1ncon1,<0>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1ccccc1NC(=O)C1CCCc2ccccc21,<bos>,C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<9>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc2c(c1)C(COc1cccc(F)c1)NCC2,<bos>,C,O,C=O,<1>,c1ccc2c(c1)CCNC2,<9>,C,O,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(OCC1CCCN(c2ncccn2)C1)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,O,C,<1>,C1CCNCC1,<3>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CN(C)C(=O)c1cnc(-c2ccccc2F)s1,<bos>,C,O,C=O,C,N,(,C,),C=O,<1>,c1cscn1,<3>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(-c2nnc(NC(C)c3ccccc3F)o2)cc1,<bos>,F,<5>,c1ccccc1,<0>,C,(,C,),N,<0>,c1nnco1,<3>,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(-c2nc(-n3cccc3)cs2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),<3>,c1cscn1,<0>,<3>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)COc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1,<bos>,C,N,(,C,),<4>,c1ccccc1,<0>,C=O,N,<0>,c1ccccc1,<3>,O,C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,
COc1ccccc1C(C#N)CCC(=O)Nc1ccc2c(c1)OCO2,<bos>,C,O,<0>,c1ccccc1,<5>,C,(,C#N,),C,C,C=O,N,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1CN1CCC(F)(C(N)=O)CC1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,F,),C,<3>,C1CCNCC1,<0>,<0>,(,F,),C=O,N,<eos>,,,,,,,,,,,,,,,,
Cc1cccn2cc(CC(=O)OCc3nnc(-c4ccccc4)o3)nc12,<bos>,C,<8>,c1ccn2ccnc2c1,<5>,C,C=O,O,C,<0>,c1nnco1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cc[nH]n1)c1ccc(OC(Cl)Cl)cc1,<bos>,Cl,C,(,Cl,),O,<3>,c1ccccc1,<0>,C=O,N,<1>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,
COCCNC(=O)c1ccc(C2CCCCO2)cc1,<bos>,C,O,C,C,N,C=O,<0>,c1ccccc1,<3>,<2>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(S(=O)(=O)NC2(C)CCOCC2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,O=[SH2]=O,N,<0>,C1CCOCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CNC(=O)c2ccc(-c3ncoc3-c3ccco3)cc2)no1,<bos>,C,<4>,c1cnoc1,<1>,C,N,C=O,<0>,c1ccccc1,<3>,<0>,c1cocn1,<1>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(NC(=O)Cc2cccc(OC(F)F)c2)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,C,C=O,N,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,
O=C(CS(=O)(=O)c1ccccc1)Nc1ccc2c(c1)OCCCO2,<bos>,c1ccccc1,<0>,O=[SH2]=O,C,C=O,N,<0>,c1ccc2c(c1)OCCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1cccc(NC(=O)c2cccnc2-n2ccnc2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,N,C=O,<1>,c1ccncc1,<2>,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NS(=O)(=O)c2ccc(F)cc2)ccc1-n1cnnc1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<4>,c1nnc[nH]1,),N,O=[SH2]=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccn1)NCC1Cc2ccccc2O1,<bos>,c1ccncc1,<2>,C,C=O,N,C,<7>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCN(C(=O)CCc2cc(C)on2)CC1,<bos>,C,<4>,c1cnoc1,<1>,C,C,C=O,<5>,C1CNCCN1,<2>,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)(NC(=O)CCNC(=O)c1cccs1)c1ccc2c(c1)OCO2,<bos>,C,C,(,C,),(,<0>,c1ccc2c(c1)OCO2,),N,C=O,C,C,N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
c1ccc(-c2cn(CCNCc3nc4ccccc4[nH]3)nn2)cc1,<bos>,c1ccccc1,<0>,<0>,c1c[nH]nn1,<2>,C,C,N,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccco1)C(=O)COc1cccc2c1CCC2=O,<bos>,C,C,N,(,C,<4>,c1ccoc1,),C=O,C,O,<5>,O=C1CCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1=C(C)C(C(=O)Nc2ccccc2F)C(C)=N1,<bos>,C,C,O,C=O,<1>,C1=CN=CC1,<4>,<3>,(,C,),<0>,(,C,),C=O,N,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,
O=C(NC1CC1)C1CCCN(C(=O)Cc2ccc(Cl)cc2)C1,<bos>,Cl,<3>,c1ccccc1,<0>,C,C=O,<3>,C1CCNCC1,<1>,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC1Cc1ccccc1)c1ccccc1,<bos>,c1ccccc1,<0>,C,<4>,C1CCNC1,<3>,C,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)C2CCCN2Cc2cccs2)cc1,<bos>,C,S,<0>,c1ccccc1,<3>,N,C=O,<4>,C1CCNC1,<3>,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COC1CCCC1OS(=O)(=O)c1c(C)cc(C)cc1C,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),O=[SH2]=O,O,<0>,C1CCCC1,<4>,O,C,<eos>,,,,,,,,,,,,,,,
CCOC(=O)c1c(C)c(C=Cc2cc(C)n[nH]2)c[nH]c1=O,<bos>,C,<1>,c1cn[nH]c1,<4>,<0>,C=C,<1>,<4>,O=c1cccc[nH]1,<2>,<3>,(,C,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,
CCOc1cccc(C(=O)Nc2cc(S(C)(=O)=O)ccc2F)c1,<bos>,C,O=[SH2]=O,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,<4>,c1ccccc1,<0>,O,C,C,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nc(-c3c(CO)nnn3Cc3ccccc3)no2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),<2>,c1ncon1,<0>,<1>,c1c[nH]nn1,<2>,<0>,(,C,O,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,
Cc1n[nH]c(C)c1CN1C(=O)COc2cccc(C(C)C)c21,<bos>,C,C,(,C,),<8>,O=C1COc2ccccc2N1,<10>,C,<0>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,
CCCC1=CCCN(c2ncnc(NC(F)(F)F)c2N)C1,<bos>,F,C,(,F,),(,F,),N,<5>,c1cncnc1,<1>,<0>,(,N,),<3>,C1=CCNCC1,<1>,C,C,C,<eos>,,,,,,,,,,,,
Cc1nccn1Cc1ccc(CNC(=O)CC2CCCC2)cc1,<bos>,C,<3>,c1c[nH]cn1,<2>,C,<0>,c1ccccc1,<3>,C,N,C=O,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)CNC(=O)N1CCC(Oc2cnc3ccccc3n2)CC1,<bos>,C,C,(,C,),C,N,C=O,<3>,C1CCNCC1,<0>,O,<5>,c1ccc2nccnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)Cc1ccc[nH]1)c1ccccc1OC(F)(F)F,<bos>,F,C,(,F,),(,F,),O,<5>,c1ccccc1,<0>,C,(,C,),N,C=O,C,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,
Cc1noc(C)c1S(=O)(=O)NC(C)n1cccc1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),O=[SH2]=O,N,C,(,<3>,c1cc[nH]c1,),C,<eos>,,,,,,,,,,,,,,,,,,
CCC(=O)N1CCN(C(=O)c2scnc2C2CC2)CC1,<bos>,C,C,C=O,<2>,C1CNCCN1,<5>,C=O,<1>,c1cscn1,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CCC1)N1CCc2ccccc2C1CO,<bos>,O,C,<9>,c1ccc2c(c1)CCNC2,<8>,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(C(=O)NCCCCN2CCOCC2)cc1,<bos>,C,N,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(C(=O)c1ccoc1)c1ccc(CN2CCc3ncncc3C2)cc1,<bos>,c1ccoc1,<0>,C=O,N,(,C,),<0>,c1ccccc1,<3>,C,<8>,c1ncc2c(n1)CCNC2,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CCC(=O)NCc2cccc(O)c2)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),C,C,C=O,N,C,<0>,c1ccccc1,<4>,O,<eos>,,,,,,,,,,,,,,,,,
COc1cc(C)ccc1S(=O)(=O)c1ccc(N)cc1C,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),O=[SH2]=O,<3>,c1ccccc1,<4>,<0>,(,C,),O,C,<eos>,,,,,,,,,,,,,,,,
Cc1ccccc1CC(=O)Nc1cnn(-c2ccccc2F)c1,<bos>,C,<0>,c1ccccc1,<5>,C,C=O,N,<0>,c1cn[nH]c1,<3>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CC1COCCN1C(=O)Nc1ccc(-n2cc(Br)cn2)cc1,<bos>,C,<0>,C1COCCN1,<5>,C=O,N,<0>,c1ccccc1,<3>,<3>,c1cn[nH]c1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(S(=O)(=O)N2CCOc3ccc(F)cc32)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),O=[SH2]=O,<6>,c1ccc2c(c1)NCCO2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(N2CCC(NS(=O)(=O)c3ccccc3)C2=O)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<5>,O=C1CCCN1,<2>,N,O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(CCN1CCOC1=O)Nc1ccccc1C(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,<0>,c1ccccc1,<5>,N,C=O,C,C,<2>,O=C1NCCO1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)COc1ccccc1)c1ccc(F)cc1N,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,N,),C,(,C,),N,C=O,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
COCc1nc2ncc3c(n2n1)CC(C)(CC#N)CC3=O,<bos>,C,<3>,O=C1CCCc2c1cnc1ncnn21,<11>,<3>,(,C,C#N,),C,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N(C)CCNC(=O)CN1CCCS1(=O)=O,<bos>,C,C=O,N,(,C,),C,C,N,C=O,C,<6>,O=S1(=O)CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCN1CC2CCN(C(=O)c3snnc3C)CCC2S1(=O)=O,<bos>,C,C,<3>,O=S1(=O)NCC2CCNCCC21,<8>,C=O,<1>,c1csnn1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
N#CC(NC(=O)c1n[nH]cc1Br)c1ccccc1F,<bos>,F,<5>,c1ccccc1,<0>,C,(,C#N,),N,C=O,<1>,c1cn[nH]c1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,
COCc1cccc(CNC(=O)NCCn2cccn2)c1,<bos>,C,O,C,<0>,c1ccccc1,<4>,C,N,C=O,N,C,C,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccsc1C(=O)NCCNCCc1c(C)nn(C)c1C,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C,N,C,C,N,C=O,<4>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,
O=C(Nc1cn[nH]c1)NC1c2ccccc2Oc2ccccc21,<bos>,c1cn[nH]c1,<0>,N,C=O,N,<6>,c1ccc2c(c1)Cc1ccccc1O2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)NC(=O)c1ccc(Br)cc1-n1cnnn1,<bos>,Br,<0>,c1ccccc1,<3>,<4>,(,<4>,c1nnn[nH]1,),C=O,N,C,(,C,),C,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCC(C(=O)OCc3ccc(C)o3)C2)on1,<bos>,C,<1>,c1cnoc1,<4>,C=O,<3>,C1CCNC1,<0>,C=O,O,C,<4>,c1ccoc1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,
C=CCN(Cc1ccco1)C(=O)c1ccnc(F)c1,<bos>,C=C,<0>,C,N,(,C,<4>,c1ccoc1,),C=O,<0>,c1ccncc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CN(CC)C(=O)NC(C)(C)c1cccc(Cl)c1,<bos>,Cl,<4>,c1ccccc1,<0>,C,(,C,),(,C,),N,C=O,N,(,C,C,),C,C=O,O,C,C,<eos>,,,,,,,,,,,
CCCC(=O)N1CCCC1c1nccn1-c1ccccc1OC,<bos>,C,O,<0>,c1ccccc1,<5>,<2>,c1c[nH]cn1,<3>,<4>,C1CCNC1,<3>,C=O,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nc(CNC(=O)NC(C)c2ccccc2)sc1C,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),C,N,C=O,N,C,(,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,,,,,,
CC(=O)NC(C)(C)C(=O)NC(c1cccs1)c1ccc(F)cc1F,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C,(,<4>,c1ccsc1,),N,C=O,C,(,C,),(,C,),N,C=O,C,<eos>,,,,,,,,,
CC1CCCCN1C(=O)c1ccc2c(c1)CCN2C(=O)c1ccoc1,<bos>,C,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccc2c(c1)CCN2,<8>,C=O,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1cc(-c2ccccc2)nc2onc(C)c12,<bos>,C,<6>,c1cnc2oncc2c1,<8>,<1>,(,<0>,c1ccccc1,),C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CN2CC(OCc3ccnn3C)C3OCCCC32)cs1,<bos>,C,<3>,c1cscn1,<0>,C,<6>,C1COC2CCNC2C1,<4>,O,C,<4>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCCn1ccnc1)c1ccncc1Br,<bos>,c1c[nH]cn1,<2>,C,C,C,N,C=O,<0>,c1ccncc1,<5>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(O)c1cccc(OCc2ccn(C(C)C)c(=O)c2)c1,<bos>,C,C,(,O,),<4>,c1ccccc1,<0>,O,C,<3>,O=c1cccc[nH]1,<6>,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,
Cc1nc(C)c(C(=O)N2CCCC(O)C2)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C=O,<3>,C1CCNCC1,<1>,O,<eos>,,,,,,,,,,,,,,,,,,,,,
CCn1c(C)cc(C(=O)NCCc2ccccc2F)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,C,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,
O=C(OCC(=O)N1CCCCCC1)C1CCN(C(=O)C2CCCC2)CC1,<bos>,C1CCCC1,<0>,C=O,<3>,C1CCNCC1,<0>,C=O,O,C,C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)Cn2ncc3ccccc32)n1C,<bos>,C,<4>,c1cc[nH]c1,<2>,<3>,(,C,),C,N,C=O,C,<4>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
C=CC1NCCc2c(OC(C)C)ccc(OC)c21,<bos>,C,C,(,C,),O,<5>,c1ccc2c(c1)CCNC2,<2>,<9>,(,<0>,C=C,),O,C,<eos>,,,,,,,,,,,,,,,,,,
CC(NC(=O)c1ccccc1)c1nc(-c2ccc(F)c(F)c2)no1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),<0>,c1ncon1,<2>,C,(,C,),N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
