smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
CCCNC(=O)C1CCCN(C(=O)C2CC3C=CC2C3)C1,<bos>,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,<3>,C1=CC2CCC1C2,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)c1ccn(-c2ccc(F)cc2)n1)C(=O)n1ccnc1,<bos>,c1c[nH]cn1,<2>,C=O,C,(,C,),N,C=O,<1>,c1cn[nH]c1,<3>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
COC(=O)c1cccc(NC(=O)CN2CCc3ccccc3C2)c1,<bos>,C,O,C=O,<0>,c1ccccc1,<4>,N,C=O,C,<8>,c1ccc2c(c1)CCNC2,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)CCC(=O)NCC(O)c1ccncc1Cl,<bos>,C,C,(,C,),(,C,),C,C,C=O,N,C,C,(,O,),<0>,c1ccncc1,<5>,Cl,<eos>,,,,,,,,,,,
CC(C)Cc1noc(C2CCCCN2C(=O)NCc2ccccc2)n1,<bos>,C,C,(,C,),C,<0>,c1ncon1,<2>,<2>,C1CCNCC1,<3>,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
COC(=O)c1ccc(S(=O)(=O)c2ccc(C(N)=O)cc2)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,O=[SH2]=O,<0>,c1ccccc1,<3>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCc1nc2ccccc2[nH]1)c1cccnc1,<bos>,c1ccncc1,<1>,C=O,N,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)CS(=O)(=O)N(C)Cc1cc(C)on1,<bos>,C,<4>,c1cnoc1,<1>,C,N,(,C,),O=[SH2]=O,C,C=O,N,C,C,C,<eos>,,,,,,,,,,,,,,,,
O=C(CCN1CCOCC1)Nc1ncc(-c2cccnc2)s1,<bos>,C1COCCN1,<5>,C,C,C=O,N,<3>,c1cscn1,<1>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C2=CCN(C(=O)c3cccc(C#N)c3)CC2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<0>,C1=CCNCC1,<3>,C=O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cnc(-c2ccc(OC(=O)c3sc(C)nc3C)cc2)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C=O,O,<3>,c1ccccc1,<0>,<3>,c1cscn1,<1>,C,<eos>,,,,,,,,,,,,,,,
COCCC1CN(Cc2ccccc2C#N)CCO1,<bos>,C,O,C,C,<1>,C1COCCN1,<5>,C,<0>,c1ccccc1,<5>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCC1CN2CCCCC2CO1)c1ccc(Br)cc1F,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,Br,),C=O,N,C,<5>,C1CCN2CCOCC2C1,<eos>,,,,,,,,,,,,,,,,,,,
c1cncc(-c2nc3sc4c(n3n2)CCNC4)c1,<bos>,c1ccncc1,<1>,<0>,c1nc2sc3c(n2n1)CCNC3,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n2cc(C(C)NC(=O)c3c[nH]nc3-c3cccs3)nc2n1,<bos>,C,<8>,c1cnc2nccn2c1,<5>,<1>,(,C,),C,(,C,),N,C=O,<0>,c1cn[nH]c1,<1>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,
CCSc1nnc(SCC(=O)Nc2cc(C)no2)s1,<bos>,C,C,S,<0>,c1nncs1,<3>,S,C,C=O,N,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccccc1NC(=O)Nc1ccc(C(=O)N(C)C)cc1F,<bos>,C,N,(,C,),C=O,<0>,c1ccccc1,<3>,<4>,(,F,),N,C=O,N,<5>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,
CC(=O)Nc1ccc(F)c(N2CCCC(O)C2)c1,<bos>,C,C=O,N,<0>,c1ccccc1,<4>,<3>,(,F,),<3>,C1CCNCC1,<1>,O,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCc1cccc(F)c1)c1cc2cn(C3CC3)cc2s1,<bos>,F,<4>,c1ccccc1,<0>,C,N,C=O,<0>,c1cc2c[nH]cc2s1,<4>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Cc1cc(F)ccc1F)Nc1cccc(OC(F)F)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,N,C=O,C,<4>,c1ccccc1,<0>,<3>,(,F,),F,<eos>,,,,,,,,,,,,
CC(C)N(C(=O)c1ccc(Br)cc1)C1CCC1,<bos>,C,C,(,C,),N,(,<0>,C1CCC1,),C=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,
COC(C)C(=O)N(Cc1ccccc1Cl)c1cccc2cn[nH]c12,<bos>,C,O,C,(,C,),C=O,N,(,<2>,c1ccc2[nH]ncc2c1,),C,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,
Cc1ccc(NS(=O)(=O)CC2CC2)cc1S(=O)(=O)Nc1ccccc1,<bos>,c1ccccc1,<0>,N,O=[SH2]=O,<4>,c1ccccc1,<0>,<3>,(,C,),N,O=[SH2]=O,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(NC(=O)NC2CCOc3ccccc32)cc1,<bos>,C,N,C=O,<0>,c1ccccc1,<3>,N,C=O,N,<6>,c1ccc2c(c1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
CC1(C(=O)NCC2CCCO2)Oc2ccccc2NC1=O,<bos>,C,<2>,O=C1COc2ccccc2N1,<2>,C=O,N,C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(OCCn2ccnc2)cc1)C1CC1c1ccccc1F,<bos>,F,<5>,c1ccccc1,<0>,<2>,C1CC1,<0>,C=O,N,<3>,c1ccccc1,<0>,O,C,C,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,
Cc1ccnc(C2CN(CC(N)=O)c3cc(N)ccc3O2)n1,<bos>,C,<1>,c1cncnc1,<3>,<8>,c1ccc2c(c1)NCCO2,<6>,<0>,(,N,),C,C=O,N,<eos>,,,,,,,,,,,,,,,,,,
CCCc1cc(C(=O)NCc2cnc(C)s2)[nH]n1,<bos>,C,C,C,<1>,c1cn[nH]c1,<4>,C=O,N,C,<1>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(NC(=O)Cn2c(C)cc3ccccc32)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,N,C=O,C,<4>,c1ccc2[nH]ccc2c1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,
c1ccc(-c2noc(CCn3cncn3)n2)cc1,<bos>,c1ccccc1,<0>,<0>,c1ncon1,<2>,C,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(Oc2ccccc2)ccc1C(=O)NCc1cccs1,<bos>,C,C,<4>,c1ccncc1,<5>,<2>,(,O,<0>,c1ccccc1,),C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,
CC(O)C1=NC2(C)C=CC(C(F)(F)F)=CC2=N1,<bos>,F,C,(,F,),(,F,),<0>,C1=CC2=NC=NC2C=C1,<4>,<6>,(,C,),C,(,O,),C,<eos>,,,,,,,,,,,,
CC(C)CCNC(=O)c1ccccc1F,<bos>,C,C,(,C,),C,C,N,C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccnc(OC2CCC2)c1)c1ccnc2c1OCO2,<bos>,C1CCC1,<0>,O,<4>,c1ccncc1,<0>,C,N,C=O,<5>,c1cnc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1CCN(c2cc(-c3ccccc3)ncn2)CC1,<bos>,N,C=O,<0>,C1CCNCC1,<3>,<1>,c1cncnc1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Clc1cnn(Cc2cccc(OCc3ccccc3)c2)c1,<bos>,Cl,<0>,c1cn[nH]c1,<3>,C,<0>,c1ccccc1,<4>,O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(F)cn1)C(=O)C1Cc2ccccc2C(=O)O1,<bos>,F,<1>,c1ccncc1,<4>,C,N,(,C,),C=O,<3>,O=C1OCCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(-c2noc(CN3CCCNC3=O)n2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1ncon1,<2>,C,<2>,O=C1NCCCN1,<eos>,,,,,,,,,,,,,,,,
CCCCc1c(C#N)nnn1-c1nc(C)c(C)s1,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),<2>,c1c[nH]nn1,<1>,<0>,(,C#N,),C,C,C,C,<eos>,,,,,,,,,,,,,
CCNC(=O)CN1c2ccccc2NCC1C(C)C,<bos>,C,C,(,C,),<8>,c1ccc2c(c1)NCCN2,<9>,C,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,,
CCn1ncc(C(=O)NC2CCCCNC2=O)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,<2>,O=C1CCCCCN1,<eos>,,,,,,,,,,,,,,,,,,,
CCC(Oc1ccc(C)cc1)C(=O)Nc1cccc(C#N)c1,<bos>,C,<3>,c1ccccc1,<0>,O,C,(,C,C,),C=O,N,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,
CNC(=O)CNC(=O)NC1CCc2c(F)cccc21,<bos>,C,N,C=O,C,N,C=O,N,<8>,c1ccc2c(c1)CCC2,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C(=O)Nc2cncnc2N2CCOCC2)o1,<bos>,C,C,<4>,c1ccoc1,<2>,C=O,N,<0>,c1cncnc1,<5>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1cc(C(=O)NCc2ccc(Cl)cc2)cs1,<bos>,N,O=[SH2]=O,<2>,c1ccsc1,<0>,C=O,N,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1csc(N2CCN(C(=O)c3ccc(F)cc3F)CC2)n1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C=O,<5>,C1CNCCN1,<2>,<3>,c1cscn1,<0>,C,<eos>,,,,,,,,,,,,,,,,
CCCc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)cc1,<bos>,C,C,C,<0>,c1ccccc1,<3>,C=O,N,<6>,O=c1ccc2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(c1n[nH]c2ccccc12)C1CCCN(C(=O)CCO)C1,<bos>,O,C,C,C=O,<3>,C1CCNCC1,<1>,C=O,<6>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)n1ncc(Sc2ccccc2F)c1N,<bos>,F,<5>,c1ccccc1,<0>,S,<0>,c1cn[nH]c1,<3>,<4>,(,N,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(CN(C)C(=O)c2ccnc(Oc3ccccc3)c2)no1,<bos>,C,<4>,c1cnoc1,<1>,C,N,(,C,),C=O,<0>,c1ccncc1,<4>,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
CC(C)NC(=O)C1CCCN(C(=O)C(C)(C)C)C1,<bos>,C,C,(,C,),(,C,),C=O,<3>,C1CCNCC1,<1>,C=O,N,C,(,C,),C,<eos>,,,,,,,,,,,,,
Cc1cc(C)n(C(C)(C)C(=O)N(C)c2cccc3ncccc23)n1,<bos>,C,N,(,<9>,c1ccc2ncccc2c1,),C=O,C,(,C,),(,C,),<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,
CCCN(CCCC(=O)OC)C(=O)C(C)CC,<bos>,C,C,C,(,C,),C=O,N,(,C,C,C,),C,C,C,C=O,O,C,<eos>,,,,,,,,,,,,,
CC(=O)NC(C(=O)NCc1ccc(C#N)cc1)C(C)C,<bos>,C,C=O,N,C,(,C,(,C,),C,),C=O,N,C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,
CCCN(Cc1ccccc1)C(=O)Cc1cccnc1,<bos>,c1ccccc1,<0>,C,N,(,C=O,C,<1>,c1ccncc1,),C,C,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nnc(SCC(=O)Nc2ccc(N)cc2C)s1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),N,C=O,C,S,<0>,c1nncs1,<3>,C,<eos>,,,,,,,,,,,,,,,,
CC1(CNC(=O)c2ccccc2Cl)CCOCC1,<bos>,C,<0>,C1CCOCC1,<0>,C,N,C=O,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCC(CC)C(=O)NCc1ccc(S(=O)(=O)N2CCCC2)cc1,<bos>,C,C,C,C,(,C,C,),C=O,N,C,<0>,c1ccccc1,<3>,O=[SH2]=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,
Cc1ccc(C(NC(=O)C2CCC2)C2CCCC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,C1CCCC1,),N,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)N(Cc1ccc(C#N)cc1)c1ccc(C#N)cc1,<bos>,C,C,(,C,),C=O,N,(,<0>,c1ccccc1,<3>,C#N,),C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,
CC(CNC(=O)c1cccs1)Nc1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,N,C,(,C,),C,N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(c1cc2ccccc2o1)N(CCc1ccccn1)CC1CC1,<bos>,C1CC1,<0>,C,N,(,C=O,<5>,c1ccc2occc2c1,),C,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CCN(CC(F)F)C(=O)c1cnn(-c2ccncc2)c1C,<bos>,F,C,(,F,),C,N,(,C,C,),C=O,<0>,c1cn[nH]c1,<4>,<3>,(,<0>,c1ccncc1,),C,<eos>,,,,,,,,,,,
Cc1ccc(C(=O)Cc2nnc(NC(=O)C3CCOC3)s2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C=O,C,<0>,c1nncs1,<3>,N,C=O,<0>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,
C=CCSc1nnc(-c2ccc(C)c(C)c2)n1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<3>,c1nnc[nH]1,<0>,<4>,(,N,),S,C,<0>,C=C,<eos>,,,,,,,,,,,,,
CC(C)c1nc(C2CCCN2C(=O)CC2OC(=O)c3ccccc32)no1,<bos>,C,C,(,C,),<2>,c1ncon1,<0>,<4>,C1CCNC1,<3>,C=O,C,<3>,O=C1OCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,
CCn1nccc1C(=O)N1CCCN(n2ncccc2=O)CC1,<bos>,C,C,<3>,c1cn[nH]c1,<4>,C=O,<2>,C1CNCCNC1,<5>,<6>,O=c1cccn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(=O)n(CC(=O)Nc2nc[nH]n2)n1,<bos>,C,<4>,O=c1cccn[nH]1,<6>,C,C=O,N,<0>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)CSc1nnc(-c2ccccc2F)n1C,<bos>,F,<5>,c1ccccc1,<0>,<3>,c1nnc[nH]1,<0>,<4>,(,C,),S,C,C=O,N,C,C,C,<eos>,,,,,,,,,,,,,,
Cc1cc(N)nc(SCCN2CCOCC2)n1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,N,),S,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,
N#Cc1c[nH]c(C(=O)N2CCOc3ccc(N)cc32)c1,<bos>,C#N,<0>,c1cc[nH]c1,<2>,C=O,<6>,c1ccc2c(c1)NCCO2,<0>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCOC(Cn2cc(Br)cn2)C1,<bos>,Br,<0>,c1cn[nH]c1,<3>,C,<1>,C1COCCN1,<5>,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCC(C(=O)Nc3ccccc3)CC2)on1,<bos>,C,<1>,c1cnoc1,<4>,C=O,<3>,C1CCNCC1,<0>,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(CC(O)C(F)(F)F)C(=O)c1ccc2cc[nH]c2c1,<bos>,F,C,(,F,),(,F,),C,(,O,),C,N,(,C,),C=O,<1>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,
O=C(Nc1ccc(-n2cnnn2)cc1)c1ccccc1F,<bos>,F,<5>,c1ccccc1,<0>,C=O,N,<0>,c1ccccc1,<3>,<4>,c1nnn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,
FC(F)(F)c1cccnc1NCc1ccc2c(c1)OCO2,<bos>,F,C,(,F,),(,F,),<1>,c1ccncc1,<2>,N,C,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,
N#Cc1nc(-c2cccc(Br)c2Br)oc1N,<bos>,N,<1>,c1cocn1,<3>,<0>,(,C#N,),<4>,c1ccccc1,<5>,<0>,(,Br,),Br,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(-c2cc(C(=O)Nc3ccc4c(c3)OCC(=O)N4)on2)cc1,<bos>,C,<0>,c1ccccc1,<3>,<1>,c1cnoc1,<4>,C=O,N,<6>,O=C1COc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,
COC(C(=O)N1CCCCC1)c1c(F)cccc1F,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),C,(,C=O,<3>,C1CCNCC1,),O,C,<eos>,,,,,,,,,,,,,,,,
