smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Cc1nnsc1C(=O)c1sccc1Br,<bos>,C,<0>,c1csnn1,<1>,C=O,<4>,c1ccsc1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)NCc1ccccc1CN1CCOCC1,<bos>,C,C,C,C,C=O,N,C,<0>,c1ccccc1,<5>,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
CCNC(=O)NC(c1ccc(C)cc1)c1ccc(F)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,c1ccccc1,<3>,F,),N,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(CN(C(=O)Nc2nnc(C(C)C)s2)C2CC2)cc1,<bos>,C,C,(,C,),<3>,c1nncs1,<0>,N,C=O,N,(,<0>,C1CC1,),C,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,
Cc1nc(CNC(=O)C2CC2c2ccco2)c(C)s1,<bos>,C,<3>,c1cscn1,<0>,<1>,(,C,),C,N,C=O,<0>,C1CC1,<2>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
Cn1c(=O)c(C(=O)NC2CC2)nn(-c2ccc(F)cc2)c1=O,<bos>,F,<3>,c1ccccc1,<0>,<4>,O=c1cn[nH]c(=O)[nH]1,<2>,<7>,(,C,),C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
CCc1nnsc1C(=O)NCc1ccccc1OC(F)F,<bos>,F,C,(,F,),O,<5>,c1ccccc1,<0>,C,N,C=O,<1>,c1csnn1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,
C=CCNC(=O)C(C)n1cnc2cc(C)c(C)cc21,<bos>,C,<0>,c1ccc2[nH]cnc2c1,<4>,<1>,(,C,),C,(,C,),C=O,N,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(C(C)NC(=O)Nc2nnc(-c3ccc(C)c(C)c3)o2)cc1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<3>,c1nnco1,<0>,N,C=O,N,C,(,C,),<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,
CC(C)C1CCCCN1S(=O)(=O)CCN1CCCC1=O,<bos>,C,C,(,C,),<2>,C1CCNCC1,<3>,O=[SH2]=O,C,C,<5>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCCC1)N1CCOC2(CCOCC2)C1,<bos>,C1CCCC1,<0>,N,C=O,<10>,C1COC2(CCOCC2)CN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1c(Cl)cccc1NCC(=O)Oc1ccccc1F,<bos>,Cl,<4>,c1ccccc1,<0>,<5>,(,C#N,),N,C,C=O,O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,
O=C(CSc1nnc(-c2ccccc2F)o1)NCC1CC1,<bos>,F,<5>,c1ccccc1,<0>,<3>,c1nnco1,<0>,S,C,C=O,N,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(C(=O)CSc2nc3ccccc3[nH]2)C1,<bos>,C,<1>,C1CCNCC1,<3>,<5>,(,C,),C=O,C,S,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(S(=O)(=O)N2CCOc3ccccc32)cc1,<bos>,C#N,<0>,c1ccccc1,<3>,O=[SH2]=O,<6>,c1ccc2c(c1)NCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CC1CCCCC1)NCC#CCn1cc(Br)cn1,<bos>,Br,<0>,c1cn[nH]c1,<3>,C,<1>,C#C,<0>,C,N,C=O,C,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(N2CCC(c3cc(C(N)=O)ccn3)CC2)n1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,C,),<3>,C1CCNCC1,<0>,<4>,c1ccncc1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,,,
O=C(CCc1nc2ccccc2s1)NCC(=O)Nc1ccccc1,<bos>,c1ccccc1,<0>,N,C=O,C,N,C=O,C,C,<5>,c1ccc2scnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(COc1c(CO)cnc2ccccc12)N1CCCC1,<bos>,O,C,<6>,c1ccc2ncccc2c1,<7>,O,C,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CNS(=O)(=O)c1cc(C(=O)NCc2ccc(C)cc2)ccc1F,<bos>,C,N,O=[SH2]=O,<4>,c1ccccc1,<0>,<3>,(,F,),C=O,N,C,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,
C=CCN(C(=O)C1CC(=O)Nc2ccccc21)c1ccccc1,<bos>,C=C,<0>,C,N,(,<0>,c1ccccc1,),C=O,<3>,O=C1CCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1cc(CNC(=O)C=C(C)c2ccc(C)cc2)ccn1,<bos>,C,<0>,c1ccccc1,<3>,<1>,C=C,<0>,<1>,(,C,),C=O,N,C,<0>,c1ccncc1,<4>,O,C,<eos>,,,,,,,,,,,,,,
