smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
CCn1cc(C(=O)N2CCC(c3nnc(-c4ccco4)o3)CC2)cn1,<bos>,C,C,<3>,c1cn[nH]c1,<0>,C=O,<3>,C1CCNCC1,<0>,<0>,c1nnco1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)OCc2nc3cc(F)ccc3n2C)cc1OC,<bos>,C,<4>,c1ccc2[nH]cnc2c1,<5>,<0>,(,F,),C,O,C=O,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,
CCC(=O)C(C#N)c1cc(Br)ccc1OC,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,(,C#N,),C=O,C,C,<eos>,,,,,,,,,,,,,,,
COC(=O)CSc1ncnc2sc(-c3ccccc3)cc12,<bos>,C,O,C=O,C,S,<2>,c1ncc2ccsc2n1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCC(=O)NC1CCN(c2ccc(NC(=O)c3ccco3)cn2)CC1,<bos>,C,C,C=O,N,<0>,C1CCNCC1,<3>,<4>,c1ccncc1,<1>,N,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
Cc1ncoc1C(=O)N1CC=C(c2ccccc2F)CC1,<bos>,C,<0>,c1cocn1,<1>,C=O,<3>,C1=CCNCC1,<0>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(C#N)c(-c2ccc(F)cc2)s1,<bos>,F,<3>,c1ccccc1,<0>,<2>,c1ccsc1,<4>,<1>,(,C#N,),C=O,O,C,<eos>,,,,,,,,,,,,,,,,,
Cn1c(SCC(=O)Nc2ccccc2)nnc1-c1ccncc1,<bos>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,c1ccncc1,),S,C,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
Nc1nccnc1C(=O)N1CCc2[nH]cnc2C12CCCC2,<bos>,N,<4>,c1cnccn1,<3>,C=O,<7>,c1nc2c([nH]1)CCNC21CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2ccccc2[nH]1)c1cnc2ccccc2n1,<bos>,c1ccc2nccnc2c1,<5>,C=O,N,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cn1cc(-c2ccccc2)oc1=O)c1cccs1,<bos>,c1ccccc1,<0>,<4>,O=c1[nH]cco1,<2>,C,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC(C(=O)NCc1cccc(Cl)c1Cl)C(C)C,<bos>,Cl,<4>,c1ccccc1,<0>,<5>,(,Cl,),C,N,C=O,C,(,C,(,C,),C,),N,C=O,C,<eos>,,,,,,,,,
COc1ccc(C(=O)Nc2ccc(C)c(C#N)c2)c(O)c1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C=O,<3>,c1ccccc1,<0>,<4>,(,O,),O,C,<eos>,,,,,,,,,,,,
CCNC(=O)N(C)C(Cc1ccc(OC)cc1)c1cccnc1,<bos>,C,C,N,C=O,N,(,C,),C,(,<1>,c1ccncc1,),C,<0>,c1ccccc1,<3>,O,C,<eos>,,,,,,,,,,,,
COc1cc(C#N)ccc1OCC(=O)N1CCCCCC1,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,
CCCc1cc2c(=O)[nH]c(-c3ccc(C)cc3)nc2s1,<bos>,C,C,C,<7>,O=c1[nH]cnc2sccc12,<3>,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COC1Cc2ccccc2CN1Cc1noc(-c2ccccc2)n1,<bos>,C,O,<7>,c1ccc2c(c1)CCNC2,<8>,C,<0>,c1ncon1,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(COc1cccc(Br)c1)NCC(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,C,N,C=O,C,O,<0>,c1ccccc1,<4>,Br,<eos>,,,,,,,,,,,,,,,,,,
CN(Cc1ccncc1)C(=O)c1cccc(-c2nnnn2C)c1,<bos>,c1ccncc1,<0>,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,<0>,c1nnn[nH]1,<4>,C,<eos>,,,,,,,,,,,,,,,,
CCCNC(=O)Cn1ncn2c(cc3cc(C)ccc32)c1=O,<bos>,C,C,C,N,C=O,C,<2>,O=c1[nH]ncn2c1cc1ccccc12,<10>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C(=O)NCc2c(C)nn(CCO)c2C)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),C=O,N,C,<0>,c1cn[nH]c1,<3>,<1>,(,C,),<4>,(,C,),C,C,O,<eos>,,
C#CC1CC(NC(=O)C2(C)CC2(Cl)Cl)CN(C)C1,<bos>,C,<0>,C1CC1,<0>,<2>,(,Cl,),<2>,(,Cl,),C=O,N,<1>,C1CCNCC1,<3>,<5>,(,<0>,C#C,),C,<eos>,,,,,,,,
CN(CC(=O)Nc1ccc(F)c(C#N)c1)C(=O)CCC1CCCC1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C=O,C,N,(,C,),C=O,C,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,
COc1ccc(C(=O)Nc2nc(C(C)=O)cs2)c(O)c1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,),C=O,N,<3>,c1cscn1,<0>,C=O,C,<eos>,,,,,,,,,,,,,,,
CC1CCc2sc(NC(=O)Cc3cccs3)nc2C1,<bos>,C,<7>,c1nc2c(s1)CCCC2,<0>,N,C=O,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)c1cnc(-c2ccc3c(c2)OCO3)s1,<bos>,C,C,C,N,C=O,<1>,c1cscn1,<3>,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(CSc1ccccc1)NCCCn1ncccc1=O,<bos>,c1ccccc1,<0>,S,C,C=O,N,C,C,C,<6>,O=c1cccn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)OC(C)C(=O)N2CCOC(C)C2)c(OC)c1OC,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,C,),<5>,(,O,C,),C=O,O,C,(,C,),C=O,<5>,C1COCCN1,<1>,C,<eos>,,,,,
CCC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1,<bos>,C,C,C=O,<3>,C1CCNCC1,<0>,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1noc(C2CCCCN2C(=O)c2cccc(C#N)c2)n1,<bos>,C,C,(,C,),C,<0>,c1ncon1,<2>,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,
COc1ccc(NC(=O)C2CCOCC2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,
O=C(COC(=O)CCOc1ccc(Br)cc1)NC1CC1,<bos>,C1CC1,<0>,N,C=O,C,O,C=O,C,C,O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,
CCCC(=O)NCC(=O)Nc1ccc(Br)c(C)c1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,Br,),N,C=O,C,N,C=O,C,C,C,<eos>,,,,,,,,,,,,,,,
CCCCOc1ncnc2scc(-c3cccc(N)c3)c12,<bos>,C,C,C,C,O,<2>,c1ncc2ccsc2n1,<4>,<0>,c1ccccc1,<4>,N,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(F)c(-c2csc(N3CCC(C#N)CC3)n2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,F,),<0>,c1cscn1,<3>,<3>,C1CCNCC1,<0>,C#N,<eos>,,,,,,,,,,,,,,,
Cc1ccc(SCc2nc(-c3nccc(N)n3)cs2)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),S,C,<3>,c1cscn1,<0>,<3>,c1cncnc1,<1>,N,<eos>,,,,,,,,,,,,,,
COCC(=O)N1CCC(C(=O)c2ccc(OC)cc2)CC1,<bos>,C,O,C,C=O,<3>,C1CCNCC1,<0>,C=O,<0>,c1ccccc1,<3>,O,C,<eos>,,,,,,,,,,,,,,,,,,
CN(C(=O)c1ccccc1F)C1C2CCOC2C1(C)C,<bos>,C,<4>,C1CC2CCC2O1,<3>,<4>,(,C,),N,(,C,),C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,
,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,Cl,),N,<3>,O=c1cc[nH]c(=O)[nH]1,<4>,<0>,(,N,),C,<eos>,,,,,,,,,,,,,,
COCC(NC(=O)c1sc2cccc(F)c2c1Cl)C(N)=O,<bos>,F,<8>,c1ccc2sccc2c1,<5>,<6>,(,Cl,),C=O,N,C,(,C=O,N,),C,O,C,<eos>,,,,,,,,,,,,,
CCOC(=O)c1cc(C)n(Cc2ccc(C#N)cc2)c1C,<bos>,C,C,O,C=O,<0>,c1cc[nH]c1,<3>,<2>,(,C,),<4>,(,C,),C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,
CS(=O)(=O)NCC(=O)N1CCOC2CCCCC21,<bos>,C,O=[SH2]=O,N,C,C=O,<7>,C1CCC2OCCNC2C1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C(O)CCC(=O)NCc2ccccc2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,C,(,O,),C,C,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
Cc1cc(-c2nsc3[nH]cc(-c4ccccc4)c23)n[nH]1,<bos>,C,<4>,c1cn[nH]c1,<1>,<3>,c1cc2cnsc2[nH]1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)Nc1ccc(NC(=O)Cc2cc(F)ccc2F)cn1,<bos>,C,C,(,C,),N,<4>,c1ccncc1,<1>,N,C=O,C,<4>,c1ccccc1,<0>,<3>,(,F,),F,<eos>,,,,,,,,,,,
O=C(COc1ccccc1F)N1CCN(c2ccc(Cl)cc2)CC1,<bos>,F,<5>,c1ccccc1,<0>,O,C,C=O,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)NC(C)c2nnc3ccccn23)o1,<bos>,c1ccn2cnnc2c1,<4>,C,(,C,),N,C=O,<2>,c1ccoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,
C=CCNc1ncnc(Oc2cccc(F)c2)c1N,<bos>,F,<4>,c1ccccc1,<0>,O,<5>,c1cncnc1,<1>,<0>,(,N,),N,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,
CC(CC#N)N(CCCO)C(=O)c1n[nH]c2ccccc12,<bos>,C#N,C,C,(,C,),N,(,C=O,<6>,c1ccc2[nH]ncc2c1,),C,C,C,O,<eos>,,,,,,,,,,,,,,,
Cc1ncnc2c1CN(C(=O)CCn1ccc3ccccc31)CC2,<bos>,C,<2>,c1ncc2c(n1)CCNC2,<8>,C=O,C,C,<4>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1-n1nc(C(=O)Nc2nccs2)c2c1CCC2,<bos>,C,<5>,c1ccccc1,<0>,<2>,c1n[nH]c2c1CCC2,<0>,C=O,N,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,
CCC1=Cc2ccc(N3CCCC(C)C3)c(N)c2S1(=O)=O,<bos>,C,<1>,C1CCNCC1,<3>,<8>,O=S1(=O)C=Cc2ccccc21,<3>,<9>,(,N,),C,C,<eos>,,,,,,,,,,,,,,,,,,
CCCC1CN(C(=O)c2ccc(-c3cscn3)cc2)CCO1,<bos>,C,C,C,<1>,C1COCCN1,<5>,C=O,<0>,c1ccccc1,<3>,<0>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)c2ccc(Br)cc2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1OC(F)F)c1cc(C2CC2)on1,<bos>,F,C,(,F,),O,<5>,c1ccccc1,<0>,N,C=O,<1>,c1cnoc1,<4>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,
O=C(Cn1ccc(C(F)(F)F)n1)Nc1ccc(Br)cn1,<bos>,F,C,(,F,),(,F,),<1>,c1cn[nH]c1,<3>,C,C=O,N,<4>,c1ccncc1,<1>,Br,<eos>,,,,,,,,,,,,,
CCC(=O)Nc1ccc(C(=O)Nc2c(C(N)=O)oc3ccccc23)cc1,<bos>,C,C,C=O,N,<0>,c1ccccc1,<3>,C=O,N,<6>,c1ccc2occc2c1,<5>,C=O,N,<eos>,,,,,,,,,,,,,,,,,
COc1cc(OC)c(NC(C#N)CC(C)C)cc1Cl,<bos>,C,C,(,C,),C,C,(,C#N,),N,<5>,c1ccccc1,<2>,<0>,(,O,C,),<3>,(,Cl,),O,C,<eos>,,,,,,
Nc1cc(-c2cccs2)nn(CC(=O)N2CCCCCC2)c1=O,<bos>,N,<2>,O=c1cccn[nH]1,<6>,<4>,(,<4>,c1ccsc1,),C,C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,
O=C(COc1ccccc1)N1CCOCC1C1CC1,<bos>,C1CC1,<0>,<0>,C1COCCN1,<5>,C=O,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1F)CCNC2c1c[nH]nc1C,<bos>,C,<0>,c1ccc2c(c1)CCNC2,<9>,<5>,(,F,),<0>,c1cn[nH]c1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2[nH]nc(C)c2Br)cc1,<bos>,C,<1>,c1cn[nH]c1,<4>,<0>,(,Br,),C=O,N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(OC)c(C(=O)NCc2ncc[nH]2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),C=O,N,C,<3>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,
CCc1cccnc1NC(=O)COc1ccc(C)cc1,<bos>,C,<0>,c1ccccc1,<3>,O,C,C=O,N,<2>,c1ccncc1,<1>,C,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)C(C)C)ccc1NC(=O)c1ccco1,<bos>,C,C,(,C,),C=O,<0>,c1ccccc1,<3>,<4>,(,C,),N,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,
CCn1cc(C(=O)NCc2ccc(-n3ccnc3)cc2)cn1,<bos>,C,C,<3>,c1cn[nH]c1,<0>,C=O,N,C,<0>,c1ccccc1,<3>,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,
CCC(Oc1ccc(F)cc1)C(=O)N1CCC(C(N)=O)CC1,<bos>,F,<3>,c1ccccc1,<0>,O,C,(,C,C,),C=O,<3>,C1CCNCC1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,
CCCCN(CCO)C(=O)CN(C)c1ncccc1C(C)=O,<bos>,C,C=O,<1>,c1ccncc1,<2>,N,(,C,),C,C=O,N,(,C,C,O,),C,C,C,C,<eos>,,,,,,,,,,
Cc1ccc(NC(=O)c2cccc3[nH]ccc23)cc1S(C)(=O)=O,<bos>,C,O=[SH2]=O,<4>,c1ccccc1,<0>,<3>,(,C,),N,C=O,<8>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,
COc1cc(Cl)c(C(=O)N2CCC(=O)CC2)cc1Cl,<bos>,C,O,<2>,c1ccccc1,<5>,<0>,(,Cl,),<3>,(,Cl,),C=O,<4>,O=C1CCNCC1,<eos>,,,,,,,,,,,,,,,
Cc1noc(C)c1CSc1ncnc2c1cnn2-c1ccccc1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,S,<2>,c1ncc2cn[nH]c2n1,<6>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
CCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)oc(=O)n3C)cc1,<bos>,C,C,C,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<6>,O=c1[nH]c2ccccc2o1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,
,<bos>,O,C,<0>,c1c[nH]nn1,<3>,<1>,(,C,<6>,c1ccc2[nH]ccc2c1,),C,C,C,<eos>,,,,,,,,,,,,,,,,,
C=CCN1C(=O)CCc2c(C)nc(N3CCOCC3)nc21,<bos>,C,<5>,O=C1CCc2cncnc2N1,<10>,<7>,(,<5>,C1COCCN1,),C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)N2CCCCC2)ccc1N1CCCC1=O,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<5>,O=C1CCCN1,),N,C=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,
CCNC(=O)c1nc(C(=O)N(C)Cc2cccc(C#N)c2)c(C)o1,<bos>,C,C,N,C=O,<3>,c1cocn1,<0>,<1>,(,C,),C=O,N,(,C,),C,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,
CCOC(=O)CNC(=O)CN1CCc2cc(F)ccc2C1,<bos>,C,C,O,C=O,C,N,C=O,C,<8>,c1ccc2c(c1)CCNC2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,
CCCNC(=O)N1CCC(NC(=O)Cc2ccc(OC)cc2)CC1,<bos>,C,C,C,N,C=O,<3>,C1CCNCC1,<0>,N,C=O,C,<0>,c1ccccc1,<3>,O,C,<eos>,,,,,,,,,,,,,,,
O=C(Cc1cc(F)ccc1F)NC(CCO)C(=O)NC1CC1,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,C=O,N,C,(,C=O,N,<0>,C1CC1,),C,C,O,<eos>,,,,,,,,,,
O=C(NC1CCN(c2ncccn2)CC1)c1cnns1,<bos>,c1cncnc1,<3>,<3>,C1CCNCC1,<0>,N,C=O,<1>,c1csnn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCC2CCCN(C(=O)C3CC3)C2)c(C)s1,<bos>,C,<4>,c1ccsc1,<1>,<2>,(,C,),C=O,N,C,<1>,C1CCNCC1,<3>,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,
CC(=O)NCCC(=O)Nc1ccccc1-c1ccc(C)cc1,<bos>,C,C=O,N,C,C,C=O,N,<0>,c1ccccc1,<5>,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,
O=C(CCc1nnc(-c2ccccc2)o1)NCc1ccco1,<bos>,c1ccoc1,<4>,C,N,C=O,C,C,<0>,c1nnco1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(C2CC2)N(C(=O)CCc2cccnc2)C2CC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,C1CC1,),N,(,<0>,C1CC1,),C=O,C,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,
COC(=O)COc1ccc(-c2csc(C(C)C)n2)cc1OC,<bos>,C,C,(,C,),<3>,c1cscn1,<0>,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,C=O,O,C,<eos>,,,,,,,,,,
CC(Cc1ccc(Cl)cc1)NC(=O)NCc1cnn(C)c1,<bos>,Cl,<3>,c1ccccc1,<0>,C,C,(,C,),N,C=O,N,C,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,
COCCN(Cc1ccco1)C(=O)c1ccc2ccccc2n1,<bos>,c1ccoc1,<4>,C,N,(,C=O,<5>,c1ccc2ncccc2c1,),C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(C#N)cc1)C(=O)c1cccc(OCC(F)F)n1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,(,C,),C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,
CC(Cn1cnc2cnccc2c1=O)NC(C)C(N)=O,<bos>,O=c1[nH]cnc2cnccc12,<2>,C,C,(,C,),N,C,(,C,),C=O,N,<eos>,,,,,,,,,,,,,,,,,
COC(=O)c1nnn(CC(=O)N(C)C2CCCCC2)n1,<bos>,C,N,(,<0>,C1CCCCC1,),C=O,C,<3>,c1nn[nH]n1,<0>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,
O=C(Cn1c(-c2cccs2)noc1=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,C,<2>,O=c1[nH]cno1,<3>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCn1nccc1NC(=O)Cn1nc(C)c2ccccc2c1=O,<bos>,C,C,<3>,c1cn[nH]c1,<4>,N,C=O,C,<2>,O=c1[nH]ncc2ccccc12,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,
CN(C(=O)CN1CCN(c2ncccn2)CC1)C1CCCCC1,<bos>,C,N,(,<0>,C1CCCCC1,),C=O,C,<2>,C1CNCCN1,<5>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,
Clc1cnccc1-n1cnc(Nc2nc3ccccc3s2)n1,<bos>,Cl,<5>,c1ccncc1,<0>,<3>,c1nc[nH]n1,<0>,N,<5>,c1ccc2scnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOc1ccccc1C(=O)NCc1c(C)noc1C,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,N,C=O,<5>,c1ccccc1,<0>,O,C,C,<eos>,,,,,,,,,,,,,,
CC(=O)c1ccc(NC(=O)c2coc(-n3cccc3)c2C#N)cc1,<bos>,C#N,<0>,c1ccoc1,<1>,<4>,(,<3>,c1cc[nH]c1,),C=O,N,<3>,c1ccccc1,<0>,C=O,C,<eos>,,,,,,,,,,,,,,,
Brc1cnn(CC2CN(Cc3ccccc3)CCO2)c1,<bos>,Br,<0>,c1cn[nH]c1,<3>,C,<1>,C1COCCN1,<5>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)N=c2[nH]c3ccccc3[nH]2)nc1,<bos>,C,<1>,c1ccncc1,<4>,C=O,<0>,N=c1[nH]c2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)NCC(O)C(F)(F)F)cc1,<bos>,F,C,(,F,),(,F,),C,(,O,),C,N,C=O,N,C,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,
,<bos>,C1CCC1,<0>,<6>,c1ccc2c(c1)NCCN2,<7>,C=O,<0>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCC(N(C)C(=O)c2cc(C)c(CC)s2)CC1,<bos>,C,C,<2>,c1ccsc1,<4>,<1>,(,C,),C=O,N,(,C,),<0>,C1CCNCC1,<3>,C=O,O,C,C,<eos>,,,,,,,,,,
CC(=O)N1CCN(C(=O)C(C)(C)c2ccccc2F)CC1,<bos>,F,<5>,c1ccccc1,<0>,C,(,C,),(,C,),C=O,<2>,C1CNCCN1,<5>,C=O,C,<eos>,,,,,,,,,,,,,,
COCc1ccc(C(=O)N2CCc3cc(Cl)c(Cl)cc3C2)o1,<bos>,Cl,<0>,c1ccc2c(c1)CCNC2,<8>,<1>,(,Cl,),C=O,<2>,c1ccoc1,<4>,C,O,C,<eos>,,,,,,,,,,,,,,,,
N#CC(c1c(F)cccc1Cl)N1CCC(=O)CC1,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,Cl,),C,(,<4>,O=C1CCNCC1,),C#N,<eos>,,,,,,,,,,,,,,,,,
