smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
CN(Cc1nc2ccccc2c(=O)[nH]1)Cc1ccccc1Cl,<bos>,Cl,<5>,c1ccccc1,<0>,C,N,(,C,),C,<3>,O=c1[nH]cnc2ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CN1C(=O)CSc2ccccc21,<bos>,C,C,O,C=O,C,<10>,O=C1CSc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)NCc2ccnc(OC3CC3)c2)cn1,<bos>,C,C,<3>,c1cn[nH]c1,<0>,C=O,N,C,<0>,c1ccncc1,<4>,O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Br)cc1CNC(=O)Nc1ccncc1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,N,C=O,N,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)Nc1c(-c2ccco2)cnn1Cc1ccccc1,<bos>,C,C,(,C,),C=O,N,<4>,c1cn[nH]c1,<3>,<0>,(,<4>,c1ccoc1,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)Nc2nnc(-c3ccncc3)s2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<0>,c1nncs1,<3>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC1CCCCN1C(=O)c1cccc(Nc2ccc[nH]c2=O)c1,<bos>,C,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<4>,N,<2>,O=c1cccc[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Cl)ccc1C(=O)Nc1ccc(N)cc1C,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),N,C=O,<3>,c1ccccc1,<4>,<0>,(,Cl,),O,C,<eos>,,,,,,,,,,,,,,,,
C=CCN1CCN(C)C(=O)C12CCN(C(=O)c1ccccc1F)C2,<bos>,C=C,<0>,C,<5>,O=C1NCCNC12CCNC2,<9>,<2>,(,C,),C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,
c1ccc2nc(NCc3nc4ccccc4[nH]3)cnc2c1,<bos>,c1ccc2nccnc2c1,<5>,N,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)c1ccc(Cl)cc1Cl)N1CCOCC1,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),C=O,N,C,(,<5>,C1COCCN1,),C,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)NC1(c2ccccc2)CCC1,<bos>,C,O,<0>,c1ccccc1,<5>,C=O,N,<0>,C1CCC1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2ccncc2)ncc1N1CCN(C(=O)CO)CC1,<bos>,C,<0>,c1ccncc1,<5>,<2>,(,<0>,c1ccncc1,),<2>,C1CNCCN1,<5>,C=O,C,O,<eos>,,,,,,,,,,,,,,,,,,,,
NC(=O)CC1C2NC(=O)COC2CN1Cc1ccncc1,<bos>,N,C=O,C,<7>,O=C1COC2CNCC2N1,<6>,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
N#CC(Cc1ccc(O)cc1)C(=O)NC1CCN(c2ccccc2)C1=O,<bos>,O,<3>,c1ccccc1,<0>,C,C,(,C#N,),C=O,N,<2>,O=C1CCCN1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2n[nH]c(-c3cnn(Cc4ccccc4)c3)n2)cc1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,N,),<0>,c1nc[nH]n1,<2>,<0>,c1cn[nH]c1,<3>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCCn1ccnc1-c1ccncc1)c1ccsc1,<bos>,c1ccsc1,<0>,C=O,N,C,C,<2>,c1c[nH]cn1,<3>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CNC(=O)c1ccc(C(=O)C2CC2)cc1)NC1CCCCCC1,<bos>,C1CC1,<0>,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C=O,N,<0>,C1CCCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C(=O)N2CCC(OC(=O)C3CC3)CC2)c1,<bos>,C,<0>,c1ccccc1,<4>,C=O,<3>,C1CCNCC1,<0>,O,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(-c2ccc(OCC(N)=O)cc2)sc1C(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,<1>,c1cscn1,<3>,<0>,(,C,),<0>,c1ccccc1,<3>,O,C,C=O,N,<eos>,,,,,,,,,,,,,,,,,
COCC1CCCN(S(=O)(=O)c2ccc(NC(=O)N(C)C)cc2)C1,<bos>,C,N,(,C,),C=O,N,<3>,c1ccccc1,<0>,O=[SH2]=O,<3>,C1CCNCC1,<1>,C,O,C,<eos>,,,,,,,,,,,,,,,,,,
CC1CCc2sc(C(=O)NCc3ccc(C(N)=O)cc3)cc2C1,<bos>,C,<7>,c1cc2c(s1)CCCC2,<0>,C=O,N,C,<3>,c1ccccc1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)c1cc(-c2nc(CS(=O)(=O)c3nncn3C)cs2)n[nH]1,<bos>,C,C,C,(,C,),<4>,c1cn[nH]c1,<1>,<3>,c1cscn1,<0>,C,O=[SH2]=O,<0>,c1nnc[nH]1,<4>,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)CN2C(=O)CCSc3ccccc32)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C,N,C=O,C,<11>,O=C1CCSc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)CC(=O)NCCCCc1nc2ccccc2[nH]1,<bos>,C,C,(,C,),(,C,),C,C=O,N,C,C,C,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,
C#CCn1nc(-c2cccc(O)c2)nc1CO,<bos>,C#C,<0>,C,<3>,c1nc[nH]n1,<0>,<2>,(,C,O,),<0>,c1ccccc1,<4>,O,<eos>,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1-c1nc(-c2ccc3oc(=O)ccc3c2)no1,<bos>,C,O,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<2>,c1ncon1,<0>,<6>,O=c1ccc2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1ccccc1NC(=O)C1CCCc2ccccc21,<bos>,C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<9>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OCC(C)NC(=O)c2ccc(C)nc2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O,C,C,(,C,),N,C=O,<1>,c1ccncc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2ccccc12)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,N,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCNc1ncnc2oc(C)c(C(=O)Nc3ccc(C)cc3)c12,<bos>,C,O,C,C,N,<2>,c1ncc2ccoc2n1,<4>,<5>,(,C,),C=O,N,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(-c2nnc(NC(C)c3ccccc3F)o2)cc1,<bos>,F,<5>,c1ccccc1,<0>,C,(,C,),N,<0>,c1nnco1,<3>,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)Cn2nnc(-c3ccccc3)n2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,C,<3>,c1nn[nH]n1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
CN(C)c1cccc(C(=O)Nc2ccc(Oc3ncccn3)cc2)c1,<bos>,C,N,(,C,),<4>,c1ccccc1,<0>,C=O,N,<0>,c1ccccc1,<3>,O,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(C#N)CCN1CCOCC1C1CC1,<bos>,C,O,<0>,c1ccccc1,<5>,C,(,C#N,),C,C,<5>,C1COCCN1,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1Cn1cc(-c2c[nH]c(C)c2C(N)=O)cn1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,F,),C,<3>,c1cn[nH]c1,<0>,<0>,c1cc[nH]c1,<1>,<2>,(,C,),C=O,N,<eos>,,,,,,,,,,,,,,
Cc1cccc2c1cnn2C(C)C(=O)Nc1ccnn1C,<bos>,C,<8>,c1ccc2[nH]ncc2c1,<4>,C,(,C,),C=O,N,<4>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Fc1cc(F)c2c(c1)C(C(Cl)(Cl)Cl)NCC2,<bos>,Cl,C,(,Cl,),(,Cl,),<9>,c1ccc2c(c1)CCNC2,<1>,<5>,(,F,),F,<eos>,,,,,,,,,,,,,,,,,,,
COCCNC(=O)c1ccc(C2CCCCO2)cc1,<bos>,C,O,C,C,N,C=O,<0>,c1ccccc1,<3>,<2>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(S(=O)(=O)NC2(C)CCOCC2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,O=[SH2]=O,N,<0>,C1CCOCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CNC(=O)c2ccc(-c3ncoc3-c3ccccc3)cc2)no1,<bos>,C,<4>,c1cnoc1,<1>,C,N,C=O,<0>,c1ccccc1,<3>,<0>,c1cocn1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(F)c(NC(=O)Cc2cccc(OC(F)F)c2)c1F,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,C,C=O,N,<4>,c1ccccc1,<0>,<3>,(,F,),<5>,(,F,),C=O,C,<eos>,,,,,,,,,,
O=C(NCCc1ccccc1)N1CCN(c2nccs2)CC1,<bos>,c1ccccc1,<0>,C,C,N,C=O,<2>,C1CNCCN1,<5>,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CSc1cccc(NC(=O)c2cncn2-c2ccccn2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,N,C=O,<1>,c1c[nH]cn1,<2>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NS(=O)(=O)c2ccc(F)cc2)ccc1-n1cnnc1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<4>,c1nnc[nH]1,),N,O=[SH2]=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccn1)NCc1ccc2c(c1)CCCC(=O)N2,<bos>,c1ccncc1,<2>,C,C=O,N,C,<7>,O=C1CCCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCN(C(=O)CCc2cc(C)on2)CC1,<bos>,C,<4>,c1cnoc1,<1>,C,C,C=O,<5>,C1CNCCN1,<2>,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(NC(=O)Cc2csc(NC(=O)C3CC3c3ccccc3C)n2)n1,<bos>,C,<5>,c1ccccc1,<0>,<2>,C1CC1,<0>,C=O,N,<3>,c1cscn1,<0>,C,C=O,N,<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1COC(=O)c1ccc2c(c1)OCC(=O)N2,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,O,C=O,<6>,O=C1COc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,
CN(C)C(=O)NCCC(=O)NC(C)(C)c1ccc2c(c1)OCO2,<bos>,C,C,(,C,),(,<0>,c1ccc2c(c1)OCO2,),N,C=O,C,C,N,C=O,N,(,C,),C,<eos>,,,,,,,,,,,,,,,
O=C(CCn1cc(-c2ccccc2)nn1)Oc1cccc2c1CCC2=O,<bos>,c1ccccc1,<0>,<0>,c1c[nH]nn1,<2>,C,C,C=O,O,<5>,O=C1CCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCNc1ccc(S(=O)(=O)Nc2ccc(C)cc2)cn1,<bos>,C,C,N,<4>,c1ccncc1,<1>,O=[SH2]=O,N,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCCN(Cc2coc(-c3ccco3)n2)C1,<bos>,C,C,O,C=O,<1>,C1CCNCC1,<3>,C,<0>,c1cocn1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)CCNC(=O)c1cnc2[nH]nc(C(C)C)c2c1,<bos>,C,C,(,C,),C,C,N,C=O,<0>,c1cnc2[nH]ncc2c1,<6>,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC1Cc1ccccc1)c1ccc2c(c1)OCCO2,<bos>,c1ccccc1,<0>,C,<4>,C1CCNC1,<3>,C,C=O,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCCN(C(=O)CCC(=O)c2cc(C)ccc2C)C1,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,C,),C=O,C,C,C=O,<3>,C1CCNCC1,<1>,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(C)c(S(=O)(=O)OC(=O)c2ccc(C)o2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),O=[SH2]=O,O,C=O,<4>,c1ccoc1,<2>,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(C=CC2OC(c3ncc(C)s3)CC2O)[nH]n1,<bos>,C,<1>,c1cn[nH]c1,<4>,<0>,C=C,<1>,<4>,C1CCOC1,<2>,<0>,(,O,),<3>,c1cscn1,<1>,C,<eos>,,,,,,,,,,,,,,,,,
COc1cccc(CNc2cc(S(C)(=O)=O)ccc2F)c1,<bos>,C,O=[SH2]=O,<0>,c1ccccc1,<4>,<3>,(,F,),N,C,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(N2CCN(c3ccc4nnnn4n3)CC2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),<2>,C1CNCCN1,<5>,<1>,c1cnn2nnnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCCN(C)Cc1nc2ccc(C(C)C)cc2c(=O)[nH]1,<bos>,C,C,(,C,),<8>,O=c1[nH]cnc2ccccc12,<3>,C,N,(,C,),C,C,C,C,<eos>,,,,,,,,,,,,,,,,,,
O=C(Cn1c(=O)[nH]c2ccccc2c1=O)NC(F)(F)F,<bos>,F,C,(,F,),(,F,),N,C=O,C,<2>,O=c1[nH]c(=O)c2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nccn1Cc1ccc(CNC(=O)CC2CCCC2)cc1,<bos>,C,<3>,c1c[nH]cn1,<2>,C,<0>,c1ccccc1,<3>,C,N,C=O,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C1(O)CCN(C(=O)NCC(C)C)CC1C,<bos>,C,C,(,C,),C,N,C=O,<3>,C1CCNCC1,<0>,<1>,(,C,),<0>,(,O,),<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,
O=C(c1ccccc1OC(F)(F)F)N1CCc2ccccc2C1,<bos>,F,C,(,F,),(,F,),O,<5>,c1ccccc1,<0>,C=O,<8>,c1ccc2c(c1)CCNC2,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1S(=O)(=O)N1CCCN(c2ncccn2)CC1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),O=[SH2]=O,<5>,C1CNCCNC1,<2>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCC(=O)Nc1nc2sc(C)c(C)c2c(=O)n1Cc1ccccc1,<bos>,C,C,C=O,N,<3>,O=c1[nH]cnc2sccc12,<2>,<7>,(,C,),<8>,(,C,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCc2ccc(C)s2)nc(N2CCOCC2)n1,<bos>,C,<5>,c1cncnc1,<1>,<3>,(,<5>,C1COCCN1,),C=O,N,C,<4>,c1ccsc1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,
O=C(C1CCC1)N1CCc2ccccc2C1CO,<bos>,O,C,<9>,c1ccc2c(c1)CCNC2,<8>,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1-c1cnnn1-c1ccc(NC(C)=O)cc1,<bos>,C,C=O,N,<0>,c1ccccc1,<3>,<2>,c1c[nH]nn1,<1>,<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(C(=O)NCCCc2ccccc2)cc1,<bos>,C,N,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(NC(=O)NCc2ccncc2)cc1,<bos>,N,O=[SH2]=O,<0>,c1ccccc1,<3>,N,C=O,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CCC(=O)NCCc2cc(=O)[nH]c(=O)[nH]2)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),C,C,C=O,N,C,C,<3>,O=c1cc[nH]c(=O)[nH]1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cc(C)ccc1S(=O)(=O)c1ccc(N)cc1C,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),O=[SH2]=O,<3>,c1ccccc1,<4>,<0>,(,C,),O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1ccccc1CC(=O)Nc1cnn(-c2ccc(F)cc2)c1,<bos>,C,<0>,c1ccccc1,<5>,C,C=O,N,<0>,c1cn[nH]c1,<3>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-n2cncn2)cc1)c1cccc(OCC(F)F)c1,<bos>,F,C,(,F,),C,O,<4>,c1ccccc1,<0>,C=O,N,<0>,c1ccccc1,<3>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,
CC1COCCN1C(=O)Nc1cnn(Cc2ccccc2)c1,<bos>,C,<0>,C1COCCN1,<5>,C=O,N,<0>,c1cn[nH]c1,<3>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(S(=O)(=O)N2CCOc3ccc(F)cc32)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),O=[SH2]=O,<6>,c1ccc2c(c1)NCCO2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(CCN1CCOC1=O)Nc1ccccc1C(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,<0>,c1ccccc1,<5>,N,C=O,C,C,<2>,O=C1NCCO1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)Cn1ccnc1)c1ccc(F)cc1F,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C,(,C,),N,C=O,C,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)N(C)CCNC(=O)CN1CCCS1(=O)=O,<bos>,C,C=O,N,(,C,),C,C,N,C=O,C,<6>,O=S1(=O)CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCN1CC2CCN(C(=O)c3snnc3C)CCC2S1(=O)=O,<bos>,C,C,<3>,O=S1(=O)NCC2CCNCCC21,<8>,C=O,<1>,c1csnn1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1-c1csc(NC(=O)N(C)Cc2ccccc2F)n1,<bos>,F,<5>,c1ccccc1,<0>,C,N,(,C,),C=O,N,<3>,c1cscn1,<0>,<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,
Cc1ccsc1C(=O)NCCNCCc1c(C)nn(C)c1C,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C,N,C,C,N,C=O,<4>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,,
O=C(Nc1cn[nH]c1)NC1c2ccccc2Oc2ccccc21,<bos>,c1cn[nH]c1,<0>,N,C=O,N,<6>,c1ccc2c(c1)Cc1ccccc1O2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccc(F)cc1)c1ccc(Br)cc1-n1cnnn1,<bos>,Br,<0>,c1ccccc1,<3>,<4>,(,<4>,c1nnn[nH]1,),C=O,N,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCC(C(=O)Nc3ccccc3F)C2)on1,<bos>,C,<1>,c1cnoc1,<4>,C=O,<3>,C1CCNC1,<0>,C=O,N,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
C=CCCCOc1ccccc1CNC(=O)CNC(=O)C1CC1,<bos>,C=C,<0>,C,C,C,O,<0>,c1ccccc1,<5>,C,N,C=O,C,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
Cc1nc(CN(C)C(=O)NC(C)(C)c2cccc(Cl)c2)cs1,<bos>,Cl,<4>,c1ccccc1,<0>,C,(,C,),(,C,),N,C=O,N,(,C,),C,<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,
COc1ccccc1-n1ccnc1SCCc1noc(C)n1,<bos>,C,O,<0>,c1ccccc1,<5>,<2>,c1c[nH]cn1,<3>,S,C,C,<0>,c1ncon1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nc(CNC(=O)NC(C)c2ccccc2)sc1C,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),C,N,C=O,N,C,(,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,,,,,,,
CC(=O)NC(C)(C)C(=O)NC(c1cccs1)c1c(F)cccc1F,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),C,(,<4>,c1ccsc1,),N,C=O,C,(,C,),(,C,),N,C=O,C,<eos>,,,,,,,,,,
CC1CN(S(=O)(=O)N2CCCCC2)c2ccccc21,<bos>,C,<6>,c1ccc2c(c1)CCN2,<8>,O=[SH2]=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)N(C)Cc2cnn(C)c2)cc1,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,(,C,),C=O,N,<3>,c1ccccc1,<0>,S,C,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCCCn1ccnc1)c1ccncc1-n1cccn1,<bos>,c1c[nH]cn1,<2>,C,C,C,N,C=O,<0>,c1ccncc1,<5>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(O)c1nc2ccccc2n1CC(=O)N1CCC(O)CC1,<bos>,C,C,(,O,),<5>,c1ccc2[nH]cnc2c1,<4>,C,C=O,<3>,C1CCNCC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nc(C)c(C(=O)N2CCCC(O)C2)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C=O,<3>,C1CCNCC1,<1>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCn1c(C)cc(C(=O)NCCc2ccccc2F)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,C,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,
O=C(NCCc1cccs1)C1CCN(C(=O)C2CCCC2)CC1,<bos>,C1CCCC1,<0>,C=O,<3>,C1CCNCC1,<0>,C=O,N,C,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
