smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
CC1CC(OC(=O)Cc2ccc3c(c2)CCO3)C(=O)O1,<bos>,C,<4>,O=C1CCCO1,<2>,O,C=O,C,<0>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)COc1cccc(CC(=O)Nc2cccc(OC(F)F)c2)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,N,C=O,C,<4>,c1ccccc1,<0>,O,C,C=O,N,<eos>,,,,,,,,,,,,,
CC(C)N(C(=O)c1ccc(Br)cc1)C1CCC1,<bos>,C,C,(,C,),N,(,<0>,C1CCC1,),C=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,
COC(=O)CN(C(=O)C(C)OC)c1cccc2ccccc12,<bos>,C,O,C,(,C,),C=O,N,(,<2>,c1ccc2ccccc2c1,),C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,
O=C(COC(=O)c1ccc(-n2cncn2)cc1)Nc1ccccc1,<bos>,c1ccccc1,<0>,N,C=O,C,O,C=O,<0>,c1ccccc1,<3>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)c1nc2c(s1)CCN(C(=O)N(C)C)CC2,<bos>,C,N,(,C,),C=O,<7>,c1nc2c(s1)CCNCC2,<0>,C=O,N,C,C,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1nc(NC(=O)CN(C)C(=O)c2cccs2)ccc1N,<bos>,C,<4>,c1ccncc1,<2>,<5>,(,N,),N,C=O,C,N,(,C,),C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,
O=C(Nc1ccc(OCCn2ccnc2)cc1)C1CC1c1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,<2>,C1CC1,<0>,C=O,N,<3>,c1ccccc1,<0>,O,C,C,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,
Cc1nc2nc(NC(=O)c3cccc(Cl)c3)nn2c(C)c1C,<bos>,C,<1>,c1cnc2ncnn2c1,<5>,<8>,(,C,),<0>,(,C,),N,C=O,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,
CCCc1nn(C)c(NC(=O)C2CCC(C#N)CC2)c1C#N,<bos>,C,C,C,<1>,c1cn[nH]c1,<4>,<3>,(,C,),<0>,(,C#N,),N,C=O,<0>,C1CCCCC1,<3>,C#N,<eos>,,,,,,,,,,,,
COC(=O)c1ccc(NC(=O)Cn2ccc(=O)c3sccc32)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,N,C=O,C,<4>,O=c1cc[nH]c2ccsc12,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nccs1)c1sccc1-c1ccccc1,<bos>,c1ccccc1,<0>,<0>,c1ccsc1,<4>,C=O,N,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)ccc1C(=O)NCC(=O)OC,<bos>,C,C,<4>,c1ccncc1,<5>,<2>,(,C,),C=O,N,C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,
CC(=O)N1CCc2cc(C(=O)OCc3ccc(Cl)cc3)ccc21,<bos>,C,C=O,<8>,c1ccc2c(c1)CCN2,<0>,C=O,O,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)CCNC(=O)c1ccccc1NC(=O)c1csnn1,<bos>,C,C,(,C,),C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<0>,c1csnn1,<eos>,,,,,,,,,,,,,,,,
O=C(NCc1ccnc(OC2CCC2)c1)C1CC2CNCC2C1,<bos>,C1CCC1,<0>,O,<4>,c1ccncc1,<0>,C,N,C=O,<0>,C1CC2CNCC2C1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1c(N2CCC(C(N)=O)CC2)ncnc1N1CCCC(C(N)=O)C1,<bos>,N,C=O,<0>,C1CCNCC1,<3>,<1>,c1cncnc1,<5>,<0>,(,C,),<3>,C1CCNCC1,<1>,C=O,N,<eos>,,,,,,,,,,,,,,,
Clc1ccc(OCc2nc3c(s2)CCCN3)c(Cl)c1,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),O,C,<0>,c1nc2c(s1)CCCN2,<eos>,,,,,,,,,,,,,,,,,,,,
N#CC(C(=O)C1CC(=O)N(c2ccc(F)cc2)C1)c1ccc(F)cn1,<bos>,F,<1>,c1ccncc1,<4>,C,(,C#N,),C=O,<3>,O=C1CCCN1,<5>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
CCN1CC(c2nc(-c3cc(OC)ccc3OC)no2)CC1=O,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1ncon1,<2>,<3>,O=C1CCCN1,<5>,C,C,<eos>,,,,,,,,,,,,,,
CCc1c(C#N)nnn1-c1nc(C)c(C)s1,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),<2>,c1c[nH]nn1,<1>,<0>,(,C#N,),C,C,<eos>,,,,,,,,,,,,,,,
COCCN1c2ccccc2N(C(C)=O)CC1C(C)C,<bos>,C,C,(,C,),<8>,c1ccc2c(c1)NCCN2,<9>,<6>,(,C=O,C,),C,C,O,C,<eos>,,,,,,,,,,,,,,,
CCn1ncc(C(=O)NC2CCCCNC2=O)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,<2>,O=C1CCCCCN1,<eos>,,,,,,,,,,,,,,,,,,,
CCC(Oc1ccc(C)cc1)C(=O)Nc1cccc(C(N)=O)c1,<bos>,C,<3>,c1ccccc1,<0>,O,C,(,C,C,),C=O,N,<0>,c1ccccc1,<4>,C=O,N,<eos>,,,,,,,,,,,,,,,
CNC(=O)CNC(=O)NC1CCc2c(F)cccc21,<bos>,C,N,C=O,C,N,C=O,N,<8>,c1ccc2c(c1)CCC2,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C(=O)Nc2cncnc2N2CCOCC2)o1,<bos>,C,C,<4>,c1ccoc1,<2>,C=O,N,<0>,c1cncnc1,<5>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
,<bos>,N,O=[SH2]=O,<2>,c1ccsc1,<0>,<1>,(,C,),<5>,(,C,),N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,
O=C(c1ccc(F)cc1F)N1CCC2CN(c3nccs3)CCOC2C1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C=O,<5>,C1COC2CNCCC2CN1,<10>,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,
CCCc1nnc(NC(=O)c2c[nH]c3cccc(F)c23)s1,<bos>,C,C,C,<0>,c1nncs1,<3>,N,C=O,<6>,c1ccc2[nH]ccc2c1,<8>,F,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccc2[nH]nc(C(=O)C3CCCN(C(=O)CCO)C3)c2c1,<bos>,O,C,C,C=O,<3>,C1CCNCC1,<1>,C=O,<6>,c1ccc2[nH]ncc2c1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCN(c2nc3c(s2)c(C)nn3C)CC1,<bos>,C,<5>,c1nc2[nH]ncc2s1,<0>,<3>,(,C,),<5>,C1CNCCN1,<2>,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)CN2CC(c3ccccc3)c3ccccc32)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,C,<8>,c1ccc2c(c1)CCN2,<6>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCC(=O)N=c1[nH]c2cc(Br)ccc2n1CC,<bos>,C,C,<9>,N=c1[nH]c2ccccc2[nH]1,<0>,<5>,(,Br,),C=O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n(C(C)(C)C(=O)N(C)c2cccc3ncccc23)n1,<bos>,C,N,(,<9>,c1ccc2ncccc2c1,),C=O,C,(,C,),(,C,),<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,
CCOC(=O)Cc1csc(NC(=O)C(C)CC)n1,<bos>,C,C,C,(,C,),C=O,N,<3>,c1cscn1,<0>,C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,
CC(=O)NC(C(=O)NCc1ccc(C#N)cc1)C(C)C,<bos>,C,C=O,N,C,(,C,(,C,),C,),C=O,N,C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,
CC(=O)N(CCOc1ccc(F)cc1)Cc1ccccc1,<bos>,c1ccccc1,<0>,C,N,(,C=O,C,),C,C,O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(N)ccc1NC(=O)C(C)NC(=O)c1ccccc1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),N,C=O,C,(,C,),N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
CC1(CNC(=O)c2ccccc2-c2ccccc2)CCOCC1,<bos>,C,<0>,C1CCOCC1,<0>,C,N,C=O,<0>,c1ccccc1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCCC(CC)C(=O)NCc1noc(Cc2ccc(F)cc2)n1,<bos>,C,C,C,C,(,C,C,),C=O,N,C,<0>,c1ncon1,<2>,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,
Cc1ccc(C(NC(=O)C2CCC2)C2CCCC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,C1CCCC1,),N,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)N(Cc1nc2n(n1)CCCCC2)c1ccccc1,<bos>,C,C,(,C,),C=O,N,(,<0>,c1ccccc1,),C,<0>,c1nc2n(n1)CCCCC2,<eos>,,,,,,,,,,,,,,,,,,
CC(Cc1nc(-c2ccncc2)no1)Nc1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,N,C,(,C,),C,<2>,c1ncon1,<0>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
O=C(c1cc2ccccc2o1)N(CCc1ccccn1)CC1CC1,<bos>,C1CC1,<0>,C,N,(,C=O,<5>,c1ccc2occc2c1,),C,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(OCC(F)F)c1)N1CCCC1c1ccccn1,<bos>,F,C,(,F,),C,O,<4>,c1ccccc1,<0>,N,C=O,<3>,C1CCNC1,<4>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,
Cc1cccc(C(=O)N2CCCC2Cn2cc(C)cn2)c1,<bos>,C,<0>,c1ccccc1,<4>,C=O,<3>,C1CCNC1,<4>,C,<3>,c1cn[nH]c1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
C=CCSc1nnc(-c2ccc(C)c(C)c2)n1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<3>,c1nnc[nH]1,<0>,<4>,(,N,),S,C,<0>,C=C,<eos>,,,,,,,,,,,,,
CC(C)c1nc(C2CCCN2C(=O)CC2OC(=O)c3ccccc32)no1,<bos>,C,C,(,C,),<2>,c1ncon1,<0>,<4>,C1CCNC1,<3>,C=O,C,<3>,O=C1OCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,
CCn1nccc1C(=O)OCc1ccccc1F,<bos>,C,C,<3>,c1cn[nH]c1,<4>,C=O,O,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccc(=O)n(CC(=O)Nc2nc[nH]n2)n1,<bos>,C,<4>,O=c1cccn[nH]1,<6>,C,C=O,N,<0>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccccc1N1CCC(CN2CCOC(Cn3cncn3)C2)C1,<bos>,F,<5>,c1ccccc1,<0>,<3>,C1CCNC1,<0>,C,<5>,C1COCCN1,<1>,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,
CCc1ccc(OCCSc2nc(C)cc(N)n2)cc1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,N,),S,C,C,O,<3>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,,
N#Cc1c[nH]c(C(=O)NCc2cccc3ccccc23)c1,<bos>,C#N,<0>,c1cc[nH]c1,<2>,C=O,N,C,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccoc1)N1CCOC(Cn2cc(Br)cn2)C1,<bos>,Br,<0>,c1cn[nH]c1,<3>,C,<1>,C1COCCN1,<5>,C=O,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCC(C(=O)Nc3ccccc3F)CC2)on1,<bos>,C,<1>,c1cnoc1,<4>,C=O,<3>,C1CCNCC1,<0>,C=O,N,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc(OCCCNC(=O)c2sccc2C)c1,<bos>,C,C=O,N,<0>,c1ccccc1,<4>,O,C,C,C,N,C=O,<4>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,,,,,,
CC(Oc1cccc(C#N)c1)C(=O)c1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,C=O,C,(,C,),O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,
O=C(NC1CC1)C(Nc1ccc(C(F)(F)F)cn1)c1ccccc1,<bos>,F,C,(,F,),(,F,),<1>,c1ccncc1,<4>,N,C,(,<0>,c1ccccc1,),C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,
CC1CCN(C(=O)C(C)N2CCc3ccc(N)cc32)CC1,<bos>,N,<1>,c1ccc2c(c1)CCN2,<8>,C,(,C,),C=O,<3>,C1CCNCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cc(C(=O)NC3CCCNC3=O)on2)cc1,<bos>,C,<0>,c1ccccc1,<3>,<1>,c1cnoc1,<4>,C=O,N,<2>,O=C1CCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
OC(c1c(F)cccc1F)n1nnc2ccccc21,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),C,(,<4>,c1ccc2[nH]nnc2c1,),O,<eos>,,,,,,,,,,,,,,,,,,
