smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Cc1ccncc1NC(=O)c1cnc2[nH]nc(C)c2c1,<bos>,C,<0>,c1ccncc1,<5>,N,C=O,<0>,c1cnc2[nH]ncc2c1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1nc2c(c(Oc3ncccc3Cl)n1)CCN(CC(N)=O)C2,<bos>,N,C=O,C,<7>,c1ncc2c(n1)CNCC2,<2>,<0>,(,C#N,),O,<2>,c1ccncc1,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
N#CC(Cc1ccc(O)cc1)C(=O)Nc1cccc2cccnc12,<bos>,O,<3>,c1ccccc1,<0>,C,C,(,C#N,),C=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1c(NC(=O)c2ccc(-c3ccc[nH]3)cc2)cnn1CC(C)C,<bos>,C,C,(,C,),C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),N,C=O,<0>,c1ccccc1,<3>,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,
Cc1ccc(-c2noc(-c3cnn(Cc4ccccc4)c3)n2)cc1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,N,),<0>,c1ncon1,<2>,<0>,c1cn[nH]c1,<3>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCCc1nc(-c2ccncc2)n[nH]1)c1ccsc1,<bos>,c1ccsc1,<0>,C=O,N,C,C,<2>,c1nc[nH]n1,<0>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCC(=O)c1cn2ccsc2n1)c1ccc(C(=O)C2CC2)cc1,<bos>,C1CC1,<0>,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C=O,<0>,c1cn2ccsc2n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C(=O)Nc2ccc3nc(C(N)=O)sc3c2)c1,<bos>,C,<0>,c1ccccc1,<4>,C=O,N,<1>,c1ccc2scnc2c1,<5>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(O)c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,),C=O,N,<0>,c1ccccc1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)Nc1ccc(S(=O)(=O)N2CCC(CO)CC2)cc1,<bos>,C,N,(,C,),C=O,N,<3>,c1ccccc1,<0>,O=[SH2]=O,<3>,C1CCNCC1,<0>,C,O,<eos>,,,,,,,,,,,,,,,,,,,
CC1(C)CCc2sc(CNC(=O)N3CCC(C(N)=O)CC3)cc2C1,<bos>,C,<7>,c1cc2c(s1)CCCC2,<0>,<7>,(,C,),C,N,C=O,<3>,C1CCNCC1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,
CCC(C)c1cc(-c2nc(C)c(-c3csc(C)n3)s2)n[nH]1,<bos>,C,C,C,(,C,),<4>,c1cn[nH]c1,<1>,<3>,c1cscn1,<1>,<0>,(,C,),<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,
Cn1c(CCCCNC(=O)CC(C)(C)C)nc2ccccc21,<bos>,C,C,(,C,),(,C,),C,C=O,N,C,C,C,C,<5>,c1ccc2[nH]cnc2c1,<4>,C,<eos>,,,,,,,,,,,,,,,,
CCN(CC(=O)NCc1cccs1)c1ccccc1C,<bos>,C,C,N,(,<0>,c1ccccc1,<5>,C,),C,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1ccccc1NC(=O)C1CCCc2ccccc21,<bos>,C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<9>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCN(c2ccccc2)C1=O)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,N,<2>,O=C1CCCN1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(OC)cc(C(=O)N(C)c2cc(C)ccn2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<2>,(,O,C,),C=O,N,(,C,),<4>,c1ccncc1,<0>,C,<eos>,,,,,,,,,,,,,,,,
CCCCN(C)C(=O)c1nnc(-c2ccc(NC(C)=O)cc2)o1,<bos>,C,C,C,C,N,(,C,),C=O,<0>,c1nnco1,<3>,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)Cn2nnc(-c3ccccc3)n2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,C,<3>,c1nn[nH]n1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
COc1cc2c(cc1NC(=O)c1cccc(N(C)C)c1)OCCO2,<bos>,C,N,(,C,),<4>,c1ccccc1,<0>,C=O,N,<0>,c1ccc2c(c1)OCCO2,<1>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccn2c(=NC(=O)C(c3cccc(F)c3)N(C)C)[nH]nc2c1,<bos>,C,N,(,C,),C,(,<0>,c1ccccc1,<4>,F,),C=O,<0>,N=c1[nH]nc2ccccn12,<6>,C,<eos>,,,,,,,,,,,,,,,,,,
C=Cc1nnn(-c2ccncc2)c1C(Cl)(Cl)Cl,<bos>,Cl,C,(,Cl,),(,Cl,),<1>,c1c[nH]nn1,<0>,<2>,(,<0>,c1ccncc1,),<0>,C=C,<eos>,,,,,,,,,,,,,,,,,
CCCCn1c(N)c(N(CCOC)C2CC2)c(=O)[nH]c1=O,<bos>,C,O,C,C,N,(,<0>,C1CC1,),<2>,O=c1cc[nH]c(=O)[nH]1,<4>,<3>,(,N,),C,C,C,C,<eos>,,,,,,,,,,,,,,,
CSc1cccc(S(=O)(=O)NC2CCOCC2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,O=[SH2]=O,N,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(CNC(=O)c2cc3n(n2)CCCO3)CCO1,<bos>,C,<4>,C1CCOCC1,<0>,C,N,C=O,<0>,c1cc2n(n1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(F)c(NC(=O)Cc2cccc(OC(F)F)c2)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,C,C=O,N,<4>,c1ccccc1,<0>,<3>,(,F,),O,C,C,<eos>,,,,,,,,,,,,,
C=CCn1c(CNCc2cscn2)nc2ccccc21,<bos>,C=C,<0>,C,<4>,c1ccc2[nH]cnc2c1,<5>,C,N,C,<0>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)CSc2nncs2)ccc1-n1cnnc1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<4>,c1nnc[nH]1,),N,C=O,C,S,<0>,c1nncs1,<eos>,,,,,,,,,,,,,,,,,,,,
CCCC(=O)NCC1CCN(C(=O)Cc2ccc(C)s2)CC1,<bos>,C,C,C,C=O,N,C,<0>,C1CCNCC1,<3>,C=O,C,<4>,c1ccsc1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,
COC(=O)N1CCN(C(=O)CCc2cc(C)on2)CC1,<bos>,C,<4>,c1cnoc1,<1>,C,C,C=O,<5>,C1CNCCN1,<2>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1csc(NC(=O)C2CCC(c3ccccc3C)O2)n1,<bos>,C,<5>,c1ccccc1,<0>,<2>,C1CCOC1,<4>,C=O,N,<3>,c1cscn1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1COC(=O)C1(c2ccc(F)cc2)CCOCC1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,O,C=O,<0>,C1CCOCC1,<0>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,
Cc1ccc(C(=O)NCCC(=O)NC(C)(C)c2ccc3c(c2)OCO3)s1,<bos>,C,C,(,C,),(,<0>,c1ccc2c(c1)OCO2,),N,C=O,C,C,N,C=O,<2>,c1ccsc1,<4>,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(C)n(CCn2cc(-c3ccccc3)nn2)n1,<bos>,c1ccccc1,<0>,<0>,c1c[nH]nn1,<2>,C,C,<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCCN(Cc2coc(-c3ccco3)n2)C1,<bos>,C,C,O,C=O,<1>,C1CCNCC1,<3>,C,<0>,c1cocn1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CC1)C1CCCN(C(=O)Cc2ccc(Cl)cc2)C1,<bos>,Cl,<3>,c1ccccc1,<0>,C,C=O,<3>,C1CCNCC1,<1>,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC1Cc1ccccc1)c1ccc2c(c1)OCCO2,<bos>,c1ccccc1,<0>,C,<4>,C1CCNC1,<3>,C,C=O,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)C2CCCN2Cc2cccs2)cc1,<bos>,C,S,<0>,c1ccccc1,<3>,N,C=O,<4>,C1CCNC1,<3>,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(S(=O)(=O)OC(=O)c2ccc(C)o2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),O=[SH2]=O,O,C=O,<4>,c1ccoc1,<2>,C,<eos>,,,,,,,,,,,,,,,,
CCc1ccc(NC(=O)c2nccc3c(N)cc(C)cc23)cc1,<bos>,C,<1>,c1ccc2cnccc2c1,<4>,<9>,(,N,),C=O,N,<3>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C2CCCN2C(=O)c2cc(S(C)(=O)=O)cn2C)cc1,<bos>,C,O=[SH2]=O,<0>,c1cc[nH]c1,<2>,<3>,(,C,),C=O,<3>,C1CCNC1,<4>,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nc(-c3ccc(N4CCCC4=O)nc3)no2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),<2>,c1ncon1,<0>,<1>,c1ccncc1,<4>,<5>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Cn1c(=O)c2ccccc2c2ccccc21)NC(F)(F)F,<bos>,F,C,(,F,),(,F,),N,C=O,C,<2>,O=c1[nH]c2ccccc2c2ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nccn1Cc1ccc(CNC(=O)CNC(=O)c2ccccc2)cc1,<bos>,C,<3>,c1c[nH]cn1,<2>,C,<0>,c1ccccc1,<3>,C,N,C=O,C,N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CCOC(=O)CSc1nnc(-c2ccc(N(C)C)cc2)n1N,<bos>,C,N,(,C,),<3>,c1ccccc1,<0>,<3>,c1nnc[nH]1,<0>,<4>,(,N,),S,C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,
O=C(c1ccccc1OC(F)(F)F)N1CCc2ccccc2C1,<bos>,F,C,(,F,),(,F,),O,<5>,c1ccccc1,<0>,C=O,<8>,c1ccc2c(c1)CCNC2,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1S(=O)(=O)NC(Cc1ccc(F)cc1)c1nccs1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),O=[SH2]=O,N,C,(,<3>,c1cscn1,),C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,
CCC(=O)N1CCN(C(=O)NC2CCOc3ccccc32)CC1,<bos>,C,C,C=O,<2>,C1CNCCN1,<5>,C=O,N,<6>,c1ccc2c(c1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(C(NC(=O)CS(=O)(=O)N(C)C)c2ccccc2)cnn1C,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,C,),C,(,<0>,c1ccccc1,),N,C=O,C,O=[SH2]=O,N,(,C,),C,<eos>,,,,,,,,,,,,,
O=C(C1CCC1)N1CCc2ccccc2C1CO,<bos>,O,C,<9>,c1ccc2c(c1)CCNC2,<8>,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(C(=O)NCCCc2ccccc2)cc1,<bos>,C,N,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2ncnc(N)c2N)cc1,<bos>,N,<0>,c1cncnc1,<1>,<5>,(,N,),N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
NC(=O)C(NCCC(=O)NCc1ccccc1)c1ccccc1,<bos>,N,C=O,C,(,<0>,c1ccccc1,),N,C,C,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(N)ccc1S(=O)(=O)c1ccc(F)cc1N,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),O=[SH2]=O,<3>,c1ccccc1,<4>,<0>,(,F,),N,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccccc1-c1csc2nccn12,<bos>,C,<0>,c1ccccc1,<5>,<3>,c1cn2ccsc2n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-n2cncn2)cc1)c1ccccc1OCC(F)F,<bos>,F,C,(,F,),C,O,<5>,c1ccccc1,<0>,C=O,N,<0>,c1ccccc1,<3>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,
CC1COCCN1C(=O)Nc1ccc(-n2cc(Br)cn2)cc1,<bos>,C,<0>,C1COCCN1,<5>,C=O,N,<0>,c1ccccc1,<3>,<3>,c1cn[nH]c1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)CCc1ccc(C(N)=O)cc1,<bos>,C,O,<0>,c1ccccc1,<5>,C=O,C,C,<0>,c1ccccc1,<3>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2scc(-c3ccccc3Br)c2c(=O)[nH]1,<bos>,C,<3>,O=c1[nH]cnc2sccc12,<8>,<0>,c1ccccc1,<5>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(C(=O)NCC2(c3cnc4ccccn34)CC2)cnn1C,<bos>,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,C,<0>,C1CC1,<0>,<4>,c1ccn2ccnc2c1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(C(=O)Nc1cccc(Cl)c1)n1cnnn1,<bos>,C,O,<0>,c1ccccc1,<5>,C,(,<4>,c1nnn[nH]1,),C=O,N,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
CC(NC(=O)CN1CCOC1=O)c1ccc(F)cc1Cl,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,Cl,),C,(,C,),N,C=O,C,<2>,O=C1NCCO1,<eos>,,,,,,,,,,,,,,,,,,
CC1CC(=O)c2cnc3nc(N4CCCC4)nn3c2C1,<bos>,C,<3>,O=C1CCCc2c1cnc1ncnn21,<11>,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N(C)CCNC(=O)CN1CCCS1(=O)=O,<bos>,C,C=O,N,(,C,),C,C,N,C=O,C,<6>,O=S1(=O)CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CC1)N(Cc1ccccn1)Cc1ccccc1F,<bos>,F,<5>,c1ccccc1,<0>,C,N,(,C,<2>,c1ccncc1,),C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCc1nnc(NC(=O)N2CCOC(C)C2)s1,<bos>,C,C,C,<0>,c1nncs1,<3>,N,C=O,<5>,C1COCCN1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1S(=O)(=O)NCCCNC(=O)c1cccs1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),O=[SH2]=O,N,C,C,C,N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,
O=C(Nc1cn[nH]c1)NC1c2ccccc2Oc2ccccc21,<bos>,c1cn[nH]c1,<0>,N,C=O,N,<6>,c1ccc2c(c1)Cc1ccccc1O2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)NCCC(=O)Nc1ccc(Br)cc1Cl,<bos>,Br,<0>,c1ccccc1,<3>,<4>,(,Cl,),N,C=O,C,C,N,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCC(C(=O)Nc3ccccc3F)C2)on1,<bos>,C,<1>,c1cnoc1,<4>,C=O,<3>,C1CCNC1,<0>,C=O,N,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
C=CCN(Cc1ccco1)C(=O)c1ccnc(-n2cncn2)c1,<bos>,C=C,<0>,C,N,(,C,<4>,c1ccoc1,),C=O,<0>,c1ccncc1,<4>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCc1cccc(Cl)c1)N1CCC2(CC1)OCCO2,<bos>,Cl,<4>,c1ccccc1,<0>,C,N,C=O,<5>,C1CC2(CCN1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1-n1ccnc1C1CCCN1C(=O)c1ccccn1,<bos>,C,O,<0>,c1ccccc1,<5>,<2>,c1c[nH]cn1,<3>,<4>,C1CCNC1,<3>,C=O,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CNC(=O)NC(C)c2ccccc2)sc1C,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),C,N,C=O,N,C,(,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,,,,,,,
COC(C)C(=O)NC(c1cccs1)c1c(F)cccc1F,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),C,(,<4>,c1ccsc1,),N,C=O,C,(,C,),O,C,<eos>,,,,,,,,,,,,,,
CC1CCCCN1C(=O)C1CCN(C(=O)Nc2ccccc2F)CC1,<bos>,C,<2>,C1CCNCC1,<3>,C=O,<0>,C1CCNCC1,<3>,C=O,N,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1nc(CN2CC(C)c3ccccc32)oc1C,<bos>,C,<6>,c1ccc2c(c1)CCN2,<8>,C,<3>,c1cocn1,<0>,<1>,(,C,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)N(Cc1cnn(C)c1)C(=O)Nc1ncn(Cc2ccc(F)cc2)n1,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,(,C,(,C,),C,),C=O,N,<0>,c1nc[nH]n1,<3>,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,
Cc1nc(CC2CN(C(=O)c3ccncc3)Cc3ccnn3C2)cs1,<bos>,C,<3>,c1cscn1,<0>,C,<6>,c1cc2n(n1)CCCNC2,<8>,C=O,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCCn1ccnc1)c1ccncc1Br,<bos>,c1c[nH]cn1,<2>,C,C,C,N,C=O,<0>,c1ccncc1,<5>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)c1nc2ccccc2n1CC(=O)N1CCC(O)CC1,<bos>,C,C,(,O,),<5>,c1ccc2[nH]cnc2c1,<4>,C,C=O,<3>,C1CCNCC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nc(C)c(C(=O)N2CCCC(O)C2)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C=O,<3>,C1CCNCC1,<1>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCn1c(C)cc(C(=O)NCCc2ccccc2F)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,C,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,
O=C(NCCc1cccs1)C1CCN(C(=O)C2CCCC2)CC1,<bos>,C1CCCC1,<0>,C=O,<3>,C1CCNCC1,<0>,C=O,N,C,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)Cn2ncc3ccccc32)n1C,<bos>,C,<4>,c1cc[nH]c1,<2>,<3>,(,C,),C,N,C=O,C,<4>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
