smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
CC(=O)NC(C(=O)NCc1cccc(Cl)c1Cl)C(C)C,<bos>,Cl,<4>,c1ccccc1,<0>,<5>,(,Cl,),C,N,C=O,C,(,C,(,C,),C,),N,C=O,C,<eos>,,,,,,,,,,,,,,,
COc1ccc(C(=O)Nc2ccc(C)c(C#N)c2)c(OC)c1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C=O,<3>,c1ccccc1,<0>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,,,,
CCN(c1oc(-c2ccc(C)s2)nc1C#N)C(C)C,<bos>,C,C,N,(,C,(,C,),C,),<1>,c1cocn1,<3>,<0>,(,C#N,),<4>,c1ccsc1,<2>,C,<eos>,,,,,,,,,,,,,,,,
COc1cc(C#N)ccc1OCC(=O)N1CCCCCC1,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCc1cc2c(=O)[nH]c(-c3ccc(C)cc3)nc2s1,<bos>,C,C,C,<7>,O=c1[nH]cnc2sccc12,<3>,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1C2CCC1N(Cc1noc(-c3ccccc3)n1)C2,<bos>,C,O,<3>,C1CC2CC1CN2,<6>,C,<0>,c1ncon1,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(NCC(=O)NC2CC2)c(C)c1,<bos>,C1CC1,<0>,N,C=O,C,N,<3>,c1ccccc1,<0>,<4>,(,C,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)N1CCN(C(=O)c2cc(Cl)ccc2Cl)CC1,<bos>,C,N,(,C,),C=O,<5>,C1CNCCN1,<2>,C=O,<4>,c1ccccc1,<0>,<3>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,,,
CCCNC(=O)Cn1ncn2c(cc3ccccc32)c1=O,<bos>,C,C,C,N,C=O,C,<2>,O=c1[nH]ncn2c1cc1ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(-c2cc(-c3nnc(-n4cccn4)s3)[nH]n2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),<1>,c1cn[nH]c1,<4>,<0>,c1nncs1,<3>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc(N2CCCC(NC(=O)C3(C)CC3(Cl)Cl)C2)nn1,<bos>,C,<0>,C1CC1,<0>,<2>,(,Cl,),<2>,(,Cl,),C=O,N,<1>,C1CCNCC1,<3>,<5>,c1ccnnc1,<2>,C,<eos>,,,,,,,,,,,,,,,,
CN(CC(=O)Nc1ccc(F)c(C#N)c1)C(=O)CCC1CCCC1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C=O,C,N,(,C,),C=O,C,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,
COC(=O)c1csc(NC(=O)c2ccc(OC)cc2O)n1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,),C=O,N,<3>,c1cscn1,<0>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC1CCc2sc(CN(C)Cc3cccnc3)nc2C1,<bos>,C,<7>,c1nc2c(s1)CCCC2,<0>,C,N,(,C,),C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)c1cnc(-c2ccc3c(c2)OCO3)s1,<bos>,C,C,C,N,C=O,<1>,c1cscn1,<3>,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CSc1ccccc1)NCCCn1ncccc1=O,<bos>,c1ccccc1,<0>,S,C,C=O,N,C,C,C,<6>,O=c1cccn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc(OC)cc2OC)nn1C,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,C,),<1>,c1cn[nH]c1,<4>,<3>,(,C,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,
CCC(=O)c1nnc(NC(=O)CCc2nc(C)no2)s1,<bos>,C,C,C=O,<3>,c1nncs1,<0>,N,C=O,C,C,<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1noc(C2CCCCN2C(=O)c2cccc(C#N)c2)n1,<bos>,C,C,(,C,),C,<0>,c1ncon1,<2>,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2coc(-c3ccccc3)n2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,<0>,c1cocn1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(COC(=O)CCOc1ccccc1)NC1CC1,<bos>,C1CC1,<0>,N,C=O,C,O,C=O,C,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)NCC(=O)Nc1ccc(Br)c(C)c1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,Br,),N,C=O,C,N,C=O,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCOc1ncnc2sc(C(=O)OCC3CCCO3)c(C)c12,<bos>,C,C,C,C,O,<2>,c1ncc2ccsc2n1,<5>,<4>,(,C,),C=O,O,C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(C2CN(C(=O)c3noc4c3CCCC4)C2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<0>,C1CNC1,<2>,C=O,<0>,c1noc2c1CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,<3>,c1ccccc1,<4>,<0>,(,Cl,),<6>,O=c1[nH]c(=O)c2c[nH]cc2[nH]1,<7>,<2>,(,C,),<7>,(,N,),S,C,<eos>,,,,,,,,,,,,,,,,
COCC(=O)N1CCC(C(=O)c2ccc(Cl)cc2)CC1,<bos>,C,O,C,C=O,<3>,C1CCNCC1,<0>,C=O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C(NC(=O)NCc2nnc3n2CCC3)C2CCOC21,<bos>,C,<4>,C1CC2CCC2O1,<3>,<4>,(,C,),N,C=O,N,C,<0>,c1nnc2n1CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1NC(=O)C1CNc2ccccc2O1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,F,),N,C=O,<8>,c1ccc2c(c1)NCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,F,<8>,c1ccc2sccc2c1,<5>,<8>,(,F,),C=O,N,<4>,c1cn[nH]c1,<3>,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1[nH]c(C)c(C(=O)OCCCC#N)c1C,<bos>,C,C,O,C=O,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<1>,(,C,),C=O,O,C,C,C,C#N,<eos>,,,,,,,,,,,,,,,,
CS(=O)(=O)NCC(=O)Oc1ccc(-n2ccnc2)cc1,<bos>,C,O=[SH2]=O,N,C,C=O,O,<0>,c1ccccc1,<3>,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C(O)CCNC(=O)Oc2ccccc2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,C,(,O,),C,C,N,C=O,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)c(C(=O)N2CCOCC(O)C2)nn1C,<bos>,C,<4>,c1cn[nH]c1,<1>,<3>,(,C,),<0>,(,Cl,),C=O,<2>,C1CNCCOC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)Nc1ccc(NC(=O)Cc2cc(F)ccc2F)cn1,<bos>,C,C,(,C,),N,<4>,c1ccncc1,<1>,N,C=O,C,<4>,c1ccccc1,<0>,<3>,(,F,),F,<eos>,,,,,,,,,,,,,,,,,
O=C(COc1ccccc1F)N1CCN(c2ccc(Cl)cc2)CC1,<bos>,F,<5>,c1ccccc1,<0>,O,C,C=O,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)c1cnc2n(c1=O)CCS2)c1nnc2ccccn12,<bos>,c1ccn2cnnc2c1,<4>,C,(,C,),N,C=O,<2>,O=c1ccnc2n1CCS2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(CNS(=O)(=O)c1ccc(F)c(F)c1)Oc1ccccc1,<bos>,F,<4>,c1ccccc1,<0>,<3>,(,F,),O=[SH2]=O,N,C,C,(,C,),O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CCCOC(=O)CSc1nnc2sc3ccccc3n12,<bos>,C,C,C,O,C=O,C,S,<10>,c1ccc2c(c1)sc1nncn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncnc2c1CN(C(=O)CCn1ccc3ccccc31)CC2,<bos>,C,<2>,c1ncc2c(n1)CCNC2,<8>,C=O,C,C,<4>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2nn(-c3ccccc3C)c3c2CCC3)cc1,<bos>,C,<5>,c1ccccc1,<0>,<2>,c1n[nH]c2c1CCC2,<0>,C=O,N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC1CCCN(c2ccc3c(c2)S(=O)(=O)C(C(=O)C2CC2)=C3)C1,<bos>,C,<1>,C1CCNCC1,<3>,<8>,O=S1(=O)C=Cc2ccccc21,<3>,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CN(C(=O)c2ccc(-c3cscn3)cc2)CCO1,<bos>,C,C,C,<1>,C1COCCN1,<5>,C=O,<0>,c1ccccc1,<3>,<0>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)c2ccc(Br)cc2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1OC(F)F)c1cc(C2CC2)on1,<bos>,F,C,(,F,),O,<5>,c1ccccc1,<0>,N,C=O,<1>,c1cnoc1,<4>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC1CCCC(NC(=O)Cn2ccc(C(F)(F)F)n2)C1C,<bos>,F,C,(,F,),(,F,),<1>,c1cn[nH]c1,<3>,C,C=O,N,<4>,C1CCCCC1,<5>,<0>,(,C,),C,<eos>,,,,,,,,,,,,,,,
O=C(OCCNC(=O)C1CC1)c1ccc2c(c1)OCO2,<bos>,C1CC1,<0>,C=O,N,C,C,O,C=O,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)CCn1c(=O)[nH]c2nc(N(C)CCC#N)ccc21,<bos>,C,C,(,C,),C,C,<2>,O=c1[nH]c2cccnc2[nH]1,<6>,N,(,C,),C,C,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(N)c(=O)n(-c2cccc(Br)c2)n1,<bos>,N,<2>,O=c1cccn[nH]1,<6>,<4>,(,C,),<0>,c1ccccc1,<4>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(COc1ccccc1)N1CCOCC1C1CC1,<bos>,C1CC1,<0>,<0>,C1COCCN1,<5>,C=O,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)NS(=O)(=O)c1c(C)cc(C)cc1C,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),O=[SH2]=O,N,C,(,C,),C,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2[nH]nc(C)c2Br)cc1,<bos>,C,<1>,c1cn[nH]c1,<4>,<0>,(,Br,),C=O,N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)Nc1nc(-c2cc(OC)ccc2OC)cs1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1cscn1,<3>,N,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC(=O)Nc2ncccc2Cl)cc1,<bos>,C,<0>,c1ccccc1,<3>,O,C,C=O,N,<2>,c1ccncc1,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOc1ccc(C(=O)C(C)C)cc1N,<bos>,C,C,(,C,),C=O,<0>,c1ccccc1,<3>,<4>,(,N,),O,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,
CCn1ncc(C(=O)Nc2cccn(Cc3ccccc3)c2=O)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,<2>,O=c1cccc[nH]1,<6>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCC(Oc1ccc(C)cc1)C(=O)N1CCC(C(N)=O)C1,<bos>,C,<3>,c1ccccc1,<0>,O,C,(,C,C,),C=O,<3>,C1CCNC1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1cccnc1Nc1ccc(N2CCNC2=O)cc1,<bos>,C,C=O,<1>,c1ccncc1,<2>,N,<0>,c1ccccc1,<3>,<2>,O=C1NCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)n2ncnc2n1,<bos>,C,O=[SH2]=O,<4>,c1ccccc1,<0>,<3>,(,C,),N,C=O,<8>,c1cnc2ncnn2c1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)c(C(=O)c2ccc(F)cc2)cc1OC,<bos>,C,O,<2>,c1ccccc1,<5>,<3>,(,O,C,),<0>,(,C,),C=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,
,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,S,<5>,c1cnc2ncnn2c1,<8>,<1>,(,C,),<8>,(,C,),S,C,<eos>,,,,,,,,,,,,,,
CCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)oc(=O)n3C)cc1,<bos>,C,C,C,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<6>,O=c1[nH]c2ccccc2o1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,O,C,<6>,O=c1c2c([nH]c3ccnn13)CCCC2,<3>,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(N2CCOCC2)nc2c1CCC(=O)N2C,<bos>,C,<5>,O=C1CCc2cncnc2N1,<10>,<7>,(,<5>,C1COCCN1,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)N2CCCCC2)ccc1N1CCCC1=O,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<5>,O=C1CCCN1,),N,C=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1nc(C(=O)Nc2ccn(C)n2)co1,<bos>,C,C,N,C=O,<3>,c1cocn1,<0>,C=O,N,<1>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCN(Cc2cnc(C3CC3)s2)CC1,<bos>,C,C,O,C=O,<2>,C1CNCCN1,<5>,C,<1>,c1cscn1,<3>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)N1CCCC1c1nc2cc(COC)ccc2[nH]1,<bos>,C,C,C,N,C=O,<3>,C1CCNC1,<4>,<5>,c1ccc2[nH]cnc2c1,<0>,C,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC(CCO)c1ccccc1)C1CC(=O)N(c2cc(F)ccc2F)C1,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),<5>,O=C1CCCN1,<3>,C=O,N,C,(,<0>,c1ccccc1,),C,C,O,<eos>,,,,,,,,,,,,,,,,
O=C(NC1CCN(c2ncccn2)CC1)c1cnns1,<bos>,c1cncnc1,<3>,<3>,C1CCNCC1,<0>,N,C=O,<1>,c1csnn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(O)C(C)NC(=O)c2cc(C)sc2C)cc1,<bos>,C,<4>,c1ccsc1,<1>,<2>,(,C,),C=O,N,C,(,C,),C,(,O,),<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,
CC(=O)NCCC1CCCN1C(=O)c1c[nH]c2cccc(F)c12,<bos>,C,C=O,N,C,C,<4>,C1CCNC1,<3>,C=O,<6>,c1ccc2[nH]ccc2c1,<8>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1csc(-c2ccccn2)n1)NCc1ccco1,<bos>,c1ccoc1,<4>,C,N,C=O,C,C,<0>,c1cscn1,<3>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(NC(=O)c2csnn2)C2CC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,C1CC1,),N,C=O,<0>,c1csnn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1nc(-c2ccc(OCCO)c(N)c2)cs1,<bos>,C,C,(,C,),<3>,c1cscn1,<0>,<0>,c1ccccc1,<3>,<4>,(,N,),O,C,C,O,<eos>,,,,,,,,,,,,,,,,,,
CC(Cc1ccc(Cl)cc1)NC(=O)NCc1cnn(C)c1,<bos>,Cl,<3>,c1ccccc1,<0>,C,C,(,C,),N,C=O,N,C,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccco1)C(=O)CCCn1c(=O)oc2ccccc21,<bos>,c1ccoc1,<4>,C,N,(,C,),C=O,C,C,C,<2>,O=c1[nH]c2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(C#N)cc1)C(=O)c1cccc(OCC(F)F)n1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,(,C,),C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,
CC(=O)NCC(=O)NC(C)Cn1cnc2cnccc2c1=O,<bos>,O=c1[nH]cnc2cnccc12,<2>,C,C,(,C,),N,C=O,C,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)Cn1nnc(-c2ccccc2)n1)C1CCCCC1,<bos>,C,N,(,<0>,C1CCCCC1,),C=O,C,<3>,c1nn[nH]n1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cn1c(-c2cccs2)noc1=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,C,<2>,O=c1[nH]cno1,<3>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nnc(NC(=O)Cn2nc(CC)c3ccccc3c2=O)s1,<bos>,C,C,<3>,c1nncs1,<0>,N,C=O,C,<2>,O=c1[nH]ncc2ccccc12,<4>,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)CN1CCN(c2ncccn2)CC1)C1CCCCC1,<bos>,C,N,(,<0>,C1CCCCC1,),C=O,C,<2>,C1CNCCN1,<5>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Clc1cnccc1-c1nc(CN2CCOCC2)cs1,<bos>,Cl,<5>,c1ccncc1,<0>,<3>,c1cscn1,<0>,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccn2cc(C(=O)NCc3c(C)noc3C)nc2c1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,N,C=O,<5>,c1ccn2ccnc2c1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1oc(N)c(C#N)c1S(=O)(=O)N1CCOC(C)C1,<bos>,C#N,<0>,c1ccoc1,<1>,<2>,(,C,),<4>,(,N,),O=[SH2]=O,<5>,C1COCCN1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(OCC(=O)NC2CC2)c(Br)c1,<bos>,Br,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2ncc(NC(=O)c3cc(C)nn3C)cc2c1,<bos>,C,<1>,c1cn[nH]c1,<4>,<3>,(,C,),C=O,N,<6>,c1ccc2ncccc2c1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
