smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
COc1ccc(CC2CCN(C(=O)c3cc(C#N)cn3C)CC2)cc1OC,<bos>,C,<3>,c1cc[nH]c1,<2>,<0>,(,C#N,),C=O,<3>,C1CCNCC1,<0>,C,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,<eos>,,,,,,,,
CCc1cc(C(=O)NC2CCC3(CC2)OCCO3)[nH]n1,<bos>,C,C,<1>,c1cn[nH]c1,<4>,C=O,N,<0>,C1CCC2(CC1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccncc1NC(=O)c1cnc2[nH]nc(C)c2c1,<bos>,C,<0>,c1ccncc1,<5>,N,C=O,<0>,c1cnc2[nH]ncc2c1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
C=Cc1cc2sccc2n1CC(N)=O,<bos>,N,C=O,C,<7>,c1cc2sccc2[nH]1,<0>,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
N#CC(CNC(=O)c1cccc(Cl)c1)Cc1ccc(O)cc1,<bos>,O,<3>,c1ccccc1,<0>,C,C,(,C#N,),C,N,C=O,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,
CC(C)N1Cc2ccc(Cl)cc2OCC1=O,<bos>,C,C,(,C,),<11>,O=C1COc2ccccc2CN1,<6>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2noc(-c3cnn(Cc4ccccc4)c3)n2)cc1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,N,),<0>,c1ncon1,<2>,<0>,c1cn[nH]c1,<3>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
O=C(NCCc1nc(-c2ccncc2)n[nH]1)c1cccs1,<bos>,c1ccsc1,<4>,C=O,N,C,C,<2>,c1nc[nH]n1,<0>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCC(=O)c1cn2ccsc2n1)c1ccc(C(=O)C2CC2)cc1,<bos>,C1CC1,<0>,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C=O,<0>,c1cn2ccsc2n1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1OCCN(C)C(=O)Nc1cc(C)ccc1F,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,N,(,C,),C,C,O,<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,
Cc1nc(CCCOc2ccccc2)sc1C(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,<1>,c1cscn1,<3>,<0>,(,C,),C,C,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
COCC1CCN(S(=O)(=O)c2ccc(NC(=O)N(C)C)cc2)CC1,<bos>,C,N,(,C,),C=O,N,<3>,c1ccccc1,<0>,O=[SH2]=O,<3>,C1CCNCC1,<0>,C,O,C,<eos>,,,,,,,,,,,,,,
CC1CCc2sc(C(=O)NCc3n[nH]c(=O)[nH]3)cc2C1,<bos>,C,<7>,c1cc2c(s1)CCCC2,<0>,C=O,N,C,<3>,O=c1[nH]cn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC(C)c1cc(-c2nc(C)c(C(C)=O)s2)n[nH]1,<bos>,C,C,C,(,C,),<4>,c1cn[nH]c1,<1>,<3>,c1cscn1,<1>,<0>,(,C,),C=O,C,<eos>,,,,,,,,,,,,,
Cn1c(CCCCNC(=O)CC(C)(C)C)nc2ccccc21,<bos>,C,C,(,C,),(,C,),C,C=O,N,C,C,C,C,<5>,c1ccc2[nH]cnc2c1,<4>,C,<eos>,,,,,,,,,,,,
CCN(CC(=O)NCc1cccs1)c1ccccc1C,<bos>,C,C,N,(,<0>,c1ccccc1,<5>,C,),C,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)N1CCN(C(=O)c2cccs2)CC1,<bos>,C,O,<1>,c1cn[nH]c1,<0>,<3>,(,C,),C=O,<2>,C1CNCCN1,<5>,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,
CCNC(=O)c1ccccc1NC(=O)C1CCCc2ccccc21,<bos>,C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<9>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCC1CCCN(c2ncccn2)C1)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,N,C,<1>,C1CCNCC1,<3>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COCCNc1ncnc2oc(C)c(S(C)(=O)=O)c12,<bos>,C,O,C,C,N,<2>,c1ncc2ccoc2n1,<4>,<5>,(,C,),O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,
CCCCN(C)C(=O)c1cnc(N2CCOCC2)nc1,<bos>,C,C,C,C,N,(,C,),C=O,<0>,c1cncnc1,<3>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)Cn2nnc(-c3ccc(C)cc3)n2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,C,<3>,c1nn[nH]n1,<0>,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,
CN(C)c1cccc(C(=O)Nc2cc3c(cc2Cl)OCCO3)c1,<bos>,C,N,(,C,),<4>,c1ccccc1,<0>,C=O,N,<0>,c1ccc2c(c1)OCCO2,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,
CN(C)C(C(=O)Nc1ccc2c(c1)COC2)C1CCCC1,<bos>,C,N,(,C,),C,(,<0>,C1CCCC1,),C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,
CCCn1cnnc1C1CCN(Cc2ccc(F)cc2C)CC1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,F,),C,<3>,C1CCNCC1,<0>,<0>,c1nnc[nH]1,<4>,C,C,C,<eos>,,,,,,,,,,,,,
C=CCNC(=O)C1CCCN1C(=O)c1ccc(OC(Cl)Cl)cc1,<bos>,Cl,C,(,Cl,),O,<3>,c1ccccc1,<0>,C=O,<3>,C1CCNC1,<4>,C=O,N,C,<0>,C=C,<eos>,,,,,,,,,,,,,
COCCNC(=O)C1CCN(C2CCCCO2)CC1,<bos>,C,O,C,C,N,C=O,<0>,C1CCNCC1,<3>,<2>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CSc1cccc(S(=O)(=O)NC2(C)CCOCC2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,O=[SH2]=O,N,<0>,C1CCOCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(C(=O)NC2COCC2c2ccccn2)CCO1,<bos>,C,<4>,C1CCOCC1,<0>,<4>,(,C,),C=O,N,<0>,C1CCOC1,<1>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,
CCOc1ccc(F)c(NC(=O)Cc2cccc(OC(F)F)c2)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,C,C=O,N,<4>,c1ccccc1,<0>,<3>,(,F,),O,C,C,<eos>,,,,,,,,,
C=CCn1c(CC(=O)NC2CCCCC2)nc2ccccc21,<bos>,C=C,<0>,C,<4>,c1ccc2[nH]cnc2c1,<5>,C,C=O,N,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CSc1cccc(NC(=O)c2cccnc2-n2ccnc2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,N,C=O,<1>,c1ccncc1,<2>,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(OCC(=O)NCc2ccncc2)ccc1-n1cnnc1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<4>,c1nnc[nH]1,),O,C,C=O,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,
CCCC(=O)NCC(=O)Nc1ccccc1OC,<bos>,C,C,C,C=O,N,C,C=O,N,<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(CCC(=O)N2CCN(Cc3ccco3)CC2)no1,<bos>,C,<4>,c1cnoc1,<1>,C,C,C=O,<5>,C1CNCCN1,<2>,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccccc1C1CC(NC(=O)N2CCC(CC(N)=O)CC2)CO1,<bos>,C,<5>,c1ccccc1,<0>,<2>,C1CCOC1,<0>,N,C=O,<3>,C1CCNCC1,<0>,C,C=O,N,<eos>,,,,,,,,,,,,,,,,
Cc1nc2c(C)c(C(C)NC(=O)c3nccnc3N)ccc2[nH]1,<bos>,C,<5>,c1ccc2[nH]cnc2c1,<0>,<8>,(,C,),C,(,C,),N,C=O,<4>,c1cnccn1,<3>,N,<eos>,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)NCC(C)(C)c2ccncc2)cc1C,<bos>,C,C,(,C,),(,<0>,c1ccncc1,),C,N,O=[SH2]=O,<0>,c1ccccc1,<3>,<4>,(,C,),O,C,<eos>,,,,,,,,,,
c1ccc(-c2cn(CCNCc3nc4ccccc4[nH]3)nn2)cc1,<bos>,c1ccccc1,<0>,<0>,c1c[nH]nn1,<2>,C,C,N,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCCc1cnn(CCO)c1,<bos>,C,C,O,C=O,C,C,C,C,<0>,c1cn[nH]c1,<3>,C,C,O,<eos>,,,,,,,,,,,,,,,,,
CC(C)CCNC(=O)NCc1nc2ccccc2s1,<bos>,C,C,(,C,),C,C,N,C=O,N,C,<5>,c1ccc2scnc2c1,<eos>,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC1Cc1ccccc1)c1ccc2c(c1)CCC2,<bos>,c1ccccc1,<0>,C,<4>,C1CCNC1,<3>,C,C=O,<0>,c1ccc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)C2CCCN2CC2CCCC2)cc1,<bos>,C,S,<0>,c1ccccc1,<3>,N,C=O,<4>,C1CCNC1,<3>,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(S(=O)(=O)Oc2cccc3cccnc23)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),O=[SH2]=O,O,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,
Cc1cc(C=Cc2nc(-c3ncccn3)no2)[nH]n1,<bos>,C,<1>,c1cn[nH]c1,<4>,<0>,C=C,<1>,<2>,c1ncon1,<0>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(C(=O)Nc2cc(S(C)(=O)=O)ccc2F)c1,<bos>,C,O=[SH2]=O,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,
Cc1ccc(-c2nc3ccccc3n(CCO)c2=O)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),<2>,O=c1cnc2ccccc2[nH]1,<10>,C,C,O,<eos>,,,,,,,,,,,,,,,,,
CC(C)Cc1nnc(NC(=O)CSc2nc3ccccc3n2C)s1,<bos>,C,C,(,C,),C,<0>,c1nncs1,<3>,N,C=O,C,S,<5>,c1ccc2[nH]cnc2c1,<4>,C,<eos>,,,,,,,,,,,,,,
Cc1csc2ncn(CC(=O)NC(F)(F)F)c(=O)c12,<bos>,F,C,(,F,),(,F,),N,C=O,C,<2>,O=c1[nH]cnc2sccc12,<8>,C,<eos>,,,,,,,,,,,,,,,,
CCOC(=O)CSc1nnc(-c2ccc(N(C)C)cc2)n1N,<bos>,C,N,(,C,),<3>,c1ccccc1,<0>,<3>,c1nnc[nH]1,<0>,<4>,(,N,),S,C,C=O,O,C,C,<eos>,,,,,,,,,,
O=C(c1ccccc1OC(F)(F)F)N1CCc2ccccc2C1,<bos>,F,C,(,F,),(,F,),O,<5>,c1ccccc1,<0>,C=O,<8>,c1ccc2c(c1)CCNC2,<eos>,,,,,,,,,,,,,,,,
Cc1noc(C)c1S(=O)(=O)NC(Cc1ccc(F)cc1)n1cccc1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),O=[SH2]=O,N,C,(,<3>,c1cc[nH]c1,),C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,
CCC(=O)N1CCN(C(=O)NC2c3ccccc3OCC2OC)CC1,<bos>,C,C,C=O,<2>,C1CNCCN1,<5>,C=O,N,<6>,c1ccc2c(c1)CCCO2,<7>,O,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1c(C(NC(=O)COC2CCOCC2)c2ccccc2)cnn1C,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,C,),C,(,<0>,c1ccccc1,),N,C=O,C,O,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,
O=C(C1CCC1)N1CCc2ccccc2C1CO,<bos>,O,C,<9>,c1ccc2c(c1)CCNC2,<8>,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)NC1CCN(C(=O)NCCCN2CCOCC2)CC1,<bos>,C,N,C=O,N,<0>,C1CCNCC1,<3>,C=O,N,C,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,
CC(CNc1ncnc(N2CCCC2)c1N)c1ccc(F)cc1,<bos>,N,<0>,c1cncnc1,<1>,<5>,(,<3>,C1CCNC1,),N,C,C,(,C,),<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,
COc1cc(C)ccc1S(=O)(=O)c1ccc(N)cc1C,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),O=[SH2]=O,<3>,c1ccccc1,<4>,<0>,(,C,),O,C,<eos>,,,,,,,,,,,,,
Cc1ccccc1CC(=O)Nc1cnn(-c2ccc(C#N)cc2)c1,<bos>,C,<0>,c1ccccc1,<5>,C,C=O,N,<0>,c1cn[nH]c1,<3>,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)c2cccc(OCC(F)F)n2)cn1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,C,<1>,c1ccncc1,<4>,C,<eos>,,,,,,,,,,,,,,
CC1COCCN1C(=O)c1csc(Nc2ncccn2)n1,<bos>,C,<0>,C1COCCN1,<5>,C=O,<0>,c1cscn1,<3>,N,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(S(=O)(=O)N2CCOc3ncc(C)cc32)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),O=[SH2]=O,<6>,c1cnc2c(c1)NCCO2,<0>,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)c2sc3nc(C)[nH]c(=O)c3c2C)c(=O)n(C)c1,<bos>,C,<3>,O=c1[nH]cnc2sccc12,<7>,<8>,(,C,),C=O,N,<2>,O=c1cccc[nH]1,<4>,<6>,(,C,),C,<eos>,,,,,,,,,,,,,
O=C(CCN1CCOC1=O)Nc1ccccc1C(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,<0>,c1ccccc1,<5>,N,C=O,C,C,<2>,O=C1NCCO1,<eos>,,,,,,,,,,,,,,,,,,
COc1ccccc1C(C(=O)Nc1cccc(Cl)c1)n1cnnn1,<bos>,C,O,<0>,c1ccccc1,<5>,C,(,<4>,c1nnn[nH]1,),C=O,N,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,
COc1cccc(OC)c1C(N)c1ccc(F)cc1N,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,N,),C,(,N,),<5>,c1ccccc1,<0>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,
CC1CC(=O)c2cnc3nc(N4CCCC4)nn3c2C1,<bos>,C,<3>,O=C1CCCc2c1cnc1ncnn21,<11>,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N(C)CCNC(=O)CN1CCCS1(=O)=O,<bos>,C,C=O,N,(,C,),C,C,N,C=O,C,<6>,O=S1(=O)CCCN1,<eos>,,,,,,,,,,,,,,,,,,
CCn1nccc1C(=O)NCc1ccccc1-c1n[nH]c2ccccc12,<bos>,C,C,<3>,c1cn[nH]c1,<4>,C=O,N,C,<0>,c1ccccc1,<5>,<6>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,,
N#Cc1c(F)cccc1N1CCN(C(=O)c2ccccc2F)CC1,<bos>,F,<4>,c1ccccc1,<0>,<5>,(,C#N,),<2>,C1CNCCN1,<5>,C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,
CCCc1nnc(NC(=O)c2ccccc2NC(C)=O)s1,<bos>,C,C,C,<0>,c1nncs1,<3>,N,C=O,<5>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1S(=O)(=O)NCCCNC(=O)c1cccs1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),O=[SH2]=O,N,C,C,C,N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,
O=C(Nc1cn[nH]c1)NC1c2ccccc2Oc2ccccc21,<bos>,c1cn[nH]c1,<0>,N,C=O,N,<6>,c1ccc2c(c1)Cc1ccccc1O2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCCOc1ccc(C#N)cc1Br,<bos>,Br,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,C,C,N,C=O,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCC(C(=O)OCC3CCC(=O)N3)C2)on1,<bos>,C,<1>,c1cnoc1,<4>,C=O,<3>,C1CCNC1,<0>,C=O,O,C,<4>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,
C=CCCCOc1ccccc1CNC(=O)c1ccc(=O)[nH]c1,<bos>,C=C,<0>,C,C,C,O,<0>,c1ccccc1,<5>,C,N,C=O,<4>,O=c1cccc[nH]1,<eos>,,,,,,,,,,,,,,,,,
O=C(NCc1cccc(Cl)c1)N1CCC2(CC1)OCCO2,<bos>,Cl,<4>,c1ccccc1,<0>,C,N,C=O,<5>,C1CC2(CCN1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccnc(NC(=O)Cn2ncc3ccc(Cl)cc32)c1,<bos>,C,O,<0>,c1ccncc1,<4>,N,C=O,C,<4>,c1ccc2[nH]ncc2c1,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
CCC(NC(=O)NCc1nc(C)c(C)s1)c1cccc(F)c1,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),C,N,C=O,N,C,(,<0>,c1ccccc1,<4>,F,),C,C,<eos>,,,,,,,,,,
CC(=O)NC(C)(C)C(=O)NC(c1cccs1)c1c(F)cccc1F,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),C,(,<4>,c1ccsc1,),N,C=O,C,(,C,),(,C,),N,C=O,C,<eos>,,,,,,
CC1CCCCN1C(=O)C1CCN(C(=O)Nc2nccs2)CC1,<bos>,C,<2>,C1CCNCC1,<3>,C=O,<0>,C1CCNCC1,<3>,C=O,N,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(CN2C(=O)C(C)Nc3ccccc32)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C,<10>,O=C1CNc2ccccc2N1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(NC(=O)N(C)Cc2cnn(C)c2)c(C)c1,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,(,C,),C=O,N,<3>,c1ccccc1,<0>,<4>,(,C,),C=O,O,C,C,<eos>,,,,,,,,,
Cc1nc(CCNC(=O)c2cccc(CNC(N)=O)c2)cs1,<bos>,C,<3>,c1cscn1,<0>,C,C,N,C=O,<0>,c1ccccc1,<4>,C,N,C=O,N,<eos>,,,,,,,,,,,,,,,,
O=C(NCCCn1ccnc1)c1ccnc(-n2cccn2)c1,<bos>,c1c[nH]cn1,<2>,C,C,C,N,C=O,<0>,c1ccncc1,<4>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,
CC(O)c1nc2ccccc2n1CC(=O)N1CCC(O)CC1,<bos>,C,C,(,O,),<5>,c1ccc2[nH]cnc2c1,<4>,C,C=O,<3>,C1CCNCC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,
Cc1nc(C)c(C(=O)N2CCCC(OCCc3ccccc3)C2)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C=O,<3>,C1CCNCC1,<1>,O,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
CCn1c(C)cc(C(=O)NCCNS(=O)(=O)c2ccccc2)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,C,C,N,O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,,,
O=C(NCCc1cccs1)C1CCN(C(=O)C2CCCC2)CC1,<bos>,C1CCCC1,<0>,C=O,<3>,C1CCNCC1,<0>,C=O,N,C,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)Cn2ncc3ccccc32)n1C,<bos>,C,<4>,c1cc[nH]c1,<2>,<3>,(,C,),C,N,C=O,C,<4>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(OC(C)C)c2c1C(c1ccncc1)NCC2,<bos>,C,C,(,C,),O,<5>,c1ccc2c(c1)CCNC2,<2>,<9>,(,<0>,c1ccncc1,),O,C,<eos>,,,,,,,,,,,,,,,
