smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
CNS(=O)(=O)c1ccc2c(c1)CC(C(=O)NCc1ccc(F)cc1)O2,<bos>,C,N,O=[SH2]=O,<0>,c1ccc2c(c1)CCO2,<7>,C=O,N,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CCc1nn(C)c(CC)c1CN(C)C(=O)c1ccnc(SC)c1,<bos>,C,C,<1>,c1cn[nH]c1,<0>,<4>,(,C,C,),<3>,(,C,),C,N,(,C,),C=O,<0>,c1ccncc1,<4>,S,C,<eos>,,,,,,,,
COCC1(CNC(=O)Nc2sc3c(c2C(=O)OC)CCC3)CC1,<bos>,C,O,C=O,<1>,c1cc2c(s1)CCC2,<0>,N,C=O,N,C,<0>,C1CC1,<0>,C,O,C,<eos>,,,,,,,,,,,,,,,,,
O=C(NCc1ccncc1)c1cc(-c2ccccc2)on1,<bos>,c1ccccc1,<0>,<4>,c1cnoc1,<1>,C=O,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)cccc1NC(=O)CSc1nnnn1C1CC1,<bos>,C,<5>,c1ccccc1,<4>,<0>,(,Cl,),N,C=O,C,S,<0>,c1nnn[nH]1,<4>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,
CCOC(=O)N1CCN(CC(=O)Nc2ccc(F)cc2)CC1,<bos>,C,C,O,C=O,<2>,C1CNCCN1,<5>,C,C=O,N,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)c1,<bos>,C,<0>,c1ccccc1,<4>,C,C=O,N,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)CCn1cncn1)c1nc2ccccc2[nH]1,<bos>,C,C,(,C,),C,(,<5>,c1ccc2[nH]cnc2c1,),N,C=O,C,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,
O=C(c1cnn2c1OCCC2)N1CCCC(Cn2cncn2)C1,<bos>,c1nc[nH]n1,<3>,C,<1>,C1CCNCC1,<3>,C=O,<1>,c1cc2n(n1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(F)cc1S(=O)(=O)N1CCC(n2cncn2)CC1,<bos>,C,<3>,c1ccccc1,<4>,<0>,(,F,),O=[SH2]=O,<3>,C1CCNCC1,<0>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,
CCCCNS(=O)(=O)c1cccc(C(=O)N2CCOCC2)c1,<bos>,C,C,C,C,N,O=[SH2]=O,<0>,c1ccccc1,<4>,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
COCC(C)(O)CNC(=O)c1ccc2ccccc2c1Cl,<bos>,C,O,C,C,(,C,),(,O,),C,N,C=O,<0>,c1ccc2ccccc2c1,<9>,Cl,<eos>,,,,,,,,,,,,,,,,
Cc1cccc(C(=O)NC2CC(C)(C)Cc3oc(C)cc32)n1,<bos>,C,<6>,c1cc2c(o1)CCCC2,<8>,<6>,(,C,),<0>,(,C,),N,C=O,<4>,c1ccncc1,<2>,C,<eos>,,,,,,,,,,,,,,,
Cc1ccc(C)c(SCC(=O)N2CCCC(C(N)=O)C2)c1,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,C,),S,C,C=O,<3>,C1CCNCC1,<1>,C=O,N,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(Cn2nc(CO)cc2-c2ccccc2)cc1,<bos>,O,C,<1>,c1cn[nH]c1,<3>,<4>,(,<0>,c1ccccc1,),C,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,
O=C(CSc1nncs1)N1CCOc2ccccc21,<bos>,c1nncs1,<0>,S,C,C=O,<6>,c1ccc2c(c1)NCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCCN1CCOCC1)c1ccc(Cl)c(O)c1Cl,<bos>,Cl,<5>,c1ccccc1,<0>,<3>,(,Cl,),<4>,(,O,),C=O,N,C,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,
CC(=O)Nc1ccc2c(c1)CCC(=O)N2C(C)C,<bos>,C,C,(,C,),<10>,O=C1CCc2ccccc2N1,<6>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOC1CCN(C(=O)c2ccoc2)C2CCOC12,<bos>,C,C,O,<8>,C1CNC2CCOC2C1,<2>,C=O,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCC(NC(=O)c1cc(-c2ccsc2)nc2ccccc12)C(N)=O,<bos>,C,C,C,(,C=O,N,),N,C=O,<7>,c1ccc2ncccc2c1,<5>,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)Cc1cc(C(=O)NCCN2CCOCC2)no1,<bos>,C,C,(,C,),C,<4>,c1cnoc1,<1>,C=O,N,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)CCC(=O)N2CCC(C(N)=O)C2)cc1N,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,N,),C=O,C,C,C=O,<3>,C1CCNC1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,
CCCCN(CC)C(=O)c1ccc(-c2ccccc2F)[nH]c1=O,<bos>,C,C,C,C,N,(,C,C,),C=O,<2>,O=c1cccc[nH]1,<5>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,
CC(NC(=O)Cn1nnc2ccccc2c1=O)c1ccccc1,<bos>,C,C,(,<0>,c1ccccc1,),N,C=O,C,<2>,O=c1[nH]nnc2ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2c3c(C)c(Cc4cccnc4)n(-c4ccccc4)c3ncn2n1,<bos>,C,<0>,c1nc2c3cc[nH]c3ncn2n1,<5>,<4>,(,C,),<6>,(,<0>,c1ccccc1,),C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
CC(C)n1cnnc1S(=O)(=O)CC(=O)c1ccc2sccc2c1,<bos>,C,C,(,C,),<4>,c1nnc[nH]1,<0>,O=[SH2]=O,C,C=O,<0>,c1ccc2sccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(CC(NC(=O)c1ccco1)c1ccccc1)c1ccc[nH]1,<bos>,c1ccoc1,<2>,C=O,N,C,(,<0>,c1ccccc1,),C,C=O,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(=O)c1cccc(NC(=O)NCc2ccnc(OC3CCC3)c2)c1,<bos>,C,C=O,<0>,c1ccccc1,<4>,N,C=O,N,C,<0>,c1ccncc1,<4>,O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,
N#Cc1cc(-c2ccccc2NCc2ccc(F)cc2)[nH]n1,<bos>,F,<3>,c1ccccc1,<0>,C,N,<5>,c1ccccc1,<0>,<4>,c1cn[nH]c1,<1>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCCSc1ccc(F)cc1)c1ccc[nH]1,<bos>,F,<3>,c1ccccc1,<0>,S,C,C,C,N,C=O,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(OCCCNc2c(C)cc(N)cc2C)c1,<bos>,C,<2>,c1ccccc1,<3>,<4>,(,C,),<0>,(,N,),N,C,C,C,O,<4>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,
CC(NC(=O)c1cccc(F)c1)C(=O)NC1(C#N)CCC1,<bos>,C#N,<0>,C1CCC1,<0>,N,C=O,C,(,C,),N,C=O,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,
CSc1ncccc1C(=O)NCc1cccnc1,<bos>,C,S,<2>,c1ccncc1,<1>,C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCOC1CC1)C1(CC2CCCCC2)CC1,<bos>,C1CC1,<0>,O,C,C,N,C=O,<0>,C1CC1,<0>,C,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)Cn1nc(-c2cccs2)ccc1=O,<bos>,C,C,O,C=O,C,<6>,O=c1cccn[nH]1,<4>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccc1CN1CCOCC1)c1ccncc1F,<bos>,F,<5>,c1ccncc1,<0>,C=O,N,C,<0>,c1ccccc1,<5>,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
CCN(CC)S(=O)(=O)c1ccccc1C(=O)Nc1cc(C)c(OC)c(C)c1,<bos>,C,C,N,(,C,C,),O=[SH2]=O,<0>,c1ccccc1,<5>,C=O,N,<2>,c1ccccc1,<5>,<0>,(,C,),<4>,(,C,),O,C,<eos>,,,,,,,
COc1ccc(NC(=O)Nc2ccc3c(c2)COC3)c(OC)c1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,C,),N,C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,,
O=S(=O)(Nc1nnc(-c2ccccn2)o1)c1ccccc1,<bos>,c1ccccc1,<0>,O=[SH2]=O,N,<0>,c1nnco1,<3>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2nnc(CCCN3CCN(c4ncccn4)CC3)o2)cc1,<bos>,c1ccccc1,<0>,<3>,c1nnco1,<0>,C,C,C,<2>,C1CNCCN1,<5>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,
COC(=O)C1(NC(=O)CCC(=O)C(C)(C)C)CCCCC1,<bos>,C,C,(,C,),(,C,),C=O,C,C,C=O,N,<0>,C1CCCCC1,<0>,C=O,O,C,<eos>,,,,,,,,,,,,,,
,<bos>,C,<5>,c1ccc2c(c1)OCO2,<0>,<0>,(,<3>,O=C1CNCCN1,),<4>,(,<0>,c1ccccc1,),O,C,<eos>,,,,,,,,,,,,,,,,,
N#CCc1cccc(OCC(=O)NCc2cccnc2)c1,<bos>,C#N,C,<0>,c1ccccc1,<4>,O,C,C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CN1CCCN(CCCC(=O)NCc2cccs2)CC1,<bos>,C,<5>,C1CNCCNC1,<2>,C,C,C,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COCCNC(=O)c1cnn(CC(=O)c2ccc(Cl)cc2)c1,<bos>,C,O,C,C,N,C=O,<0>,c1cn[nH]c1,<3>,C,C=O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)CSc2ccccn2)c(C)n1Cc1ccco1,<bos>,c1ccoc1,<4>,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,C,S,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,
O=C(Nc1ccccc1F)N1CCN(C(=O)C2CCC2)CC1,<bos>,F,<5>,c1ccccc1,<0>,N,C=O,<2>,C1CNCCN1,<5>,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,,,
,<bos>,O,C,C,<4>,c1nnc[nH]1,<0>,<5>,(,<2>,c1ccncc1,),<2>,C1CNCCN1,<5>,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,
CCCCNC(=O)c1cccc(NC(=O)C2CCNCC2)c1,<bos>,C,C,C,C,N,C=O,<0>,c1ccccc1,<4>,N,C=O,<0>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(O)(C1=C(C#N)C(c2ccccc2)NC(=O)N1)c1ccoc1,<bos>,C,C,(,O,),(,<0>,c1ccoc1,),<3>,O=C1NC=CCN1,<4>,<5>,(,<0>,c1ccccc1,),C#N,<eos>,,,,,,,,,,,,,,,
Cc1[nH]c2ccccc2c1C(=O)CCC(=O)NCc1ccccc1,<bos>,C,<5>,c1ccc2[nH]ccc2c1,<6>,C=O,C,C,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccc1CN1CCCCCC1=O)C1CC1,<bos>,C1CC1,<0>,C=O,N,C,<0>,c1ccccc1,<5>,C,<7>,O=C1CCCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NCCCN2CCOC2=O)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),O=[SH2]=O,N,C,C,C,<2>,O=C1NCCO1,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(C(=O)NCCc2cccs2)s1,<bos>,C,C=O,<4>,c1ccsc1,<2>,C=O,N,C,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1n[nH]cc1C1c2ccccc2CCN1Br,<bos>,C,<1>,c1cn[nH]c1,<0>,<9>,c1ccc2c(c1)CCNC2,<8>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CNc1cc(-c2ccc(Br)cc2)nc2ccnn12,<bos>,C,N,<8>,c1cnc2ccnn2c1,<1>,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cnnc1SCC1(C(C#N)c2ccncc2)CCC1,<bos>,C#N,C,(,<0>,c1ccncc1,),<0>,C1CCC1,<0>,C,S,<0>,c1nnc[nH]1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,
,<bos>,N,<9>,<0>,<4>,(,<0>,c1ccncc1,),C=O,O,C,(,C,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
c1ccc(-c2cc(N3CCN(Cc4cccnc4)CC3)n3ncnc3n2)cc1,<bos>,c1ccncc1,<1>,C,<5>,C1CNCCN1,<2>,<8>,c1cnc2ncnn2c1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)NCc2ccccn2)cc1OC1CCCC1,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,<0>,C1CCCC1,),C=O,N,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
O=C(c1cccc(OCC(F)F)n1)N1CCOc2ccccc21,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,<6>,c1ccc2c(c1)NCCO2,<eos>,,,,,,,,,,,,,,,,,,,,
COCc1cccc(C2NCCc3cc(F)ccc32)c1,<bos>,C,O,C,<0>,c1ccccc1,<4>,<9>,c1ccc2c(c1)CCNC2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCN(Cc2noc(-c3ccccc3)n2)CC1,<bos>,C,C,O,C=O,<2>,C1CNCCN1,<5>,C,<0>,c1ncon1,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
C=CCn1c(SC(C)C(=O)N2CCCC(C)C2)nnc1C1CC1,<bos>,C=C,<0>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,C1CC1,),S,C,(,C,),C=O,<3>,C1CCNCC1,<1>,C,<eos>,,,,,,,,,,,,
Cn1nc(-c2cccc(C(=O)NC(C)(C)C)c2)ccc1=O,<bos>,C,C,(,C,),(,C,),N,C=O,<4>,c1ccccc1,<0>,<4>,O=c1cccn[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,
NS(=O)(=O)Cc1ccc(C(=O)N2C3CCC2CC(c2ccccc2)C3)o1,<bos>,N,O=[SH2]=O,C,<4>,c1ccoc1,<2>,C=O,<7>,C1CC2CCC(C1)N2,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(F)c(-n2ccc(-c3cc(N)n4nccc4n3)n2)c1,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,F,),<3>,c1cn[nH]c1,<1>,<1>,c1cnc2ccnn2c1,<8>,N,<eos>,,,,,,,,,,,,,,,,,,
,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<2>,<0>,(,F,),<5>,(,F,),<0>,(,Br,),O,C,C,<eos>,,,,,,,
N#Cc1ccn2c(=O)c(Br)cnc2c1,<bos>,Br,<2>,O=c1ccnc2ccccn12,<7>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)Nc2cc3c(ccc4ccc(=O)oc43)o2)cn1,<bos>,C,<4>,c1ccncc1,<1>,C=O,N,<9>,O=c1ccc2ccc3occc3c2o1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)NCC(=O)N1CCc2cc(F)ccc2C1,<bos>,C,N,C=O,N,C,C=O,<8>,c1ccc2c(c1)CCNC2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Nc1cc(Cl)c(Cl)c2c1CCNC2C(F)(F)F,<bos>,Cl,<1>,c1ccc2c(c1)CCNC2,<9>,<5>,(,N,),<2>,(,Cl,),C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,
CC(=O)C1CCN(C(=O)c2cccc(C(=O)N(C)C)c2)c2ccccc21,<bos>,C,N,(,C,),C=O,<4>,c1ccccc1,<0>,C=O,<9>,c1ccc2c(c1)CCCN2,<6>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccnn1CCSc1nnnn1-c1ccc(N)cc1,<bos>,N,<0>,c1ccccc1,<3>,<4>,c1nnn[nH]1,<0>,S,C,C,<3>,c1cn[nH]c1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cccc(NC(=O)CCSc2nc(C(C)C)no2)c1,<bos>,C,C,(,C,),<0>,c1ncon1,<2>,S,C,C,C=O,N,<4>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(CC(=O)N2CCc3sccc3C2C)cs1,<bos>,C,C=O,N,<3>,c1cscn1,<0>,C,C=O,<7>,c1cc2c(s1)CCNC2,<8>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccn2c(=NC(=O)c3ccc(=O)n(C)c3)[nH]nc2c1,<bos>,C,<6>,O=c1cccc[nH]1,<4>,C=O,<0>,N=c1[nH]nc2ccccn12,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1ccc(CCn2c(N)nnc2SCCO)cc1,<bos>,C,C,(,C,),O,<3>,c1ccccc1,<0>,C,C,<4>,c1nnc[nH]1,<0>,<3>,(,N,),S,C,C,O,<eos>,,,,,,,,,,,
COc1cccc(C(=O)NCc2ccc(-n3ccnc3)cc2)c1F,<bos>,C,O,<0>,c1ccccc1,<4>,<5>,(,F,),C=O,N,C,<0>,c1ccccc1,<3>,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(F)c(NC(=O)NC2CCCCC2C)c1,<bos>,C,C=O,N,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,N,<0>,C1CCCCC1,<5>,C,<eos>,,,,,,,,,,,,,,,,
CNC(=O)CNC(=O)CCC(=O)c1ccc2c(c1)OCCO2,<bos>,C,N,C=O,C,N,C=O,C,C,C=O,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C(O)CN2CCN(CCc3ccccc3)CC2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,C,(,O,),C,<2>,C1CNCCN1,<5>,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)Cc2cc(-c3cccc(F)c3)on2)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,C,<1>,c1cnoc1,<4>,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,
Cn1ccc(-c2nnc(NC(=O)COc3ccc4cc[nH]c4c3)o2)n1,<bos>,C,<3>,c1cn[nH]c1,<1>,<0>,c1nnco1,<3>,N,C=O,C,O,<1>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
CC1CCOC1C(=O)NCc1ccc2c(c1)CCCN2C(=O)CO,<bos>,C,<0>,C1CCOC1,<4>,C=O,N,C,<0>,c1ccc2c(c1)CCCN2,<9>,C=O,C,O,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2ccc(-n3ccnn3)cc2)cn1,<bos>,C,O,<4>,c1ccncc1,<1>,N,C=O,<0>,c1ccccc1,<3>,<2>,c1c[nH]nn1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCc1nnc(COCC(=O)OCc2ccccc2F)o1,<bos>,C,C,<0>,c1nnco1,<3>,C,O,C,C=O,O,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,
COc1cccc(OC)c1CN1CCC2C1CCN2c1ncccn1,<bos>,C,O,<0>,c1ccccc1,<5>,<4>,(,O,C,),C,<7>,C1CC2NCCC2N1,<3>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,
O=C1CCC(CNC(=O)c2cc3c(=O)[nH]c4ccccc4c3s2)N1,<bos>,O=C1CCCN1,<4>,C,N,C=O,<11>,O=c1[nH]c2ccccc2c2sccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C2COCCN2C(=O)c2cc(C(N)=O)cn2C)o1,<bos>,C,<4>,c1ccoc1,<2>,<0>,C1COCCN1,<5>,C=O,<2>,c1cc[nH]c1,<0>,<3>,(,C,),C=O,N,<eos>,,,,,,,,,,,,,,,,
Nc1ncccc1COc1cccc(Br)c1,<bos>,N,<2>,c1ccncc1,<1>,C,O,<0>,c1ccccc1,<4>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(F)cc1)C1(c2ccc(F)cc2)CCOCC1,<bos>,F,<3>,c1ccccc1,<0>,N,C=O,<0>,C1CCOCC1,<0>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)NC1CCN(C(=O)c2ccc3ccccc3c2)CC1,<bos>,C,O=[SH2]=O,N,<0>,C1CCNCC1,<3>,C=O,<0>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)Nc1ccc(C(=O)N2CCOC(C)C2)cc1,<bos>,C,<1>,C1COCCN1,<5>,C=O,<3>,c1ccccc1,<0>,N,C=O,N,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,
,<bos>,C1CNCC2(C1)OCCO2,<10>,C,C=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CNc1ccc(C(=O)Nc2ccc(C)cn2)cc1F,<bos>,C,N,<3>,c1ccccc1,<0>,<4>,(,F,),C=O,N,<4>,c1ccncc1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,
Cn1cc(S(=O)(=O)NCc2nnc3ccccn23)cc1C(N)=O,<bos>,N,C=O,<2>,c1cc[nH]c1,<0>,<3>,(,C,),O=[SH2]=O,N,C,<4>,c1ccn2cnnc2c1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1CNC(=O)NCc1noc(Cc2ccccc2)n1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,N,C=O,N,C,<0>,c1ncon1,<2>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,
C=CCn1c(C)nnc1SCC(=O)Nc1cc(Cl)ccc1C#N,<bos>,Cl,<0>,c1ccccc1,<4>,<3>,(,C#N,),N,C=O,C,S,<3>,c1nnc[nH]1,<4>,<0>,(,C,),C,<0>,C=C,<eos>,,,,,,,,,,,
COc1ccccc1-c1cc(C(=O)Nc2ccc3c(c2)COC3)on1,<bos>,C,O,<0>,c1ccccc1,<5>,<1>,c1cnoc1,<4>,C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C1COc2ccc(NC(=O)N(Cc3cccs3)C3CC3)cc2N1,<bos>,c1ccsc1,<4>,C,N,(,<0>,C1CC1,),C=O,N,<7>,O=C1COc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C(=O)Nc2cccc(C3=Nn4cnnc4SC3)c2)c1O,<bos>,C,O,<0>,c1ccccc1,<4>,<5>,(,O,),C=O,N,<0>,c1ccccc1,<4>,<0>,C1=Nn2cnnc2SC1,<eos>,,,,,,,,,,,,,,,,,
COc1cc2ncn(OC)c(=O)c2cc1-c1ccc(CNC(N)=O)cc1,<bos>,C,O,<7>,O=c1[nH]cnc2ccccc12,<8>,<2>,(,O,C,),<0>,c1ccccc1,<3>,C,N,C=O,N,<eos>,,,,,,,,,,,,,,,,
