smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
CCc1noc(CC)c1CC(=O)Nc1ccccc1Br,<bos>,C,C,<1>,c1cnoc1,<0>,<4>,(,C,C,),C,C=O,N,<0>,c1ccccc1,<5>,Br,<eos>,,,,,,,,,,,,,,
O=C1CCc2ccccc2N1Cc1nc2cc(Cl)ccc2[nH]1,<bos>,Cl,<0>,c1ccc2[nH]cnc2c1,<5>,C,<10>,O=C1CCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,C,C,<7>,c1cnc2c(c1)-n1cncc1CN2,<8>,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCCS(=O)(=O)c1ccc(Cl)cc1,<bos>,C,C=O,N,C,C,C,O=[SH2]=O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCc2ccc(OC(C)C)c(F)c2)on1,<bos>,C,C,(,C,),O,<3>,c1ccccc1,<0>,<4>,(,F,),C,N,C=O,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,
Nc1nnc(SCC2CC2)n1C1CCCCC1,<bos>,N,<0>,c1nnc[nH]1,<3>,<4>,(,<0>,C1CCCCC1,),S,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCC#Cc1cccc(OC(F)(F)F)c1)c1ccncc1F,<bos>,F,C,(,F,),(,F,),O,<4>,c1ccccc1,<0>,<0>,C#C,<1>,C,N,C=O,<0>,c1ccncc1,<5>,F,<eos>,,,,,,,,,
Cc1ccsc1CN(C)C(=O)c1ccc(-n2ccnn2)cc1,<bos>,C,<0>,c1ccsc1,<4>,C,N,(,C,),C=O,<0>,c1ccccc1,<3>,<2>,c1c[nH]nn1,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(Cn2c(C3CC3)nc3cc(N)ccc32)o1,<bos>,N,<0>,c1ccc2[nH]cnc2c1,<4>,<5>,(,<0>,C1CC1,),C,<2>,c1ccoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)c1cccc(NC(N)=O)c1,<bos>,c1ccccc1,<0>,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,N,C=O,N,<eos>,,,,,,,,,,,,,,,,,
O=C(CCc1ccco1)Nc1ccc2c(c1)nc1n2CCCCC1,<bos>,c1ccoc1,<4>,C,C,C=O,N,<0>,c1ccc2c(c1)nc1n2CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC1Cc2ccccc2N1CC(=O)Nc1nccs1,<bos>,C,<7>,c1ccc2c(c1)CCN2,<8>,C,C=O,N,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)C1CCCN(C(=O)C2CC3C=CC2C3)C1,<bos>,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,<3>,C1=CC2CCC1C2,<eos>,,,,,,,,,,,,,,,,,,,,
COC(=O)C(C)n1nc(C(=O)n2ccnc2)cc1C,<bos>,c1c[nH]cn1,<2>,C=O,<1>,c1cn[nH]c1,<3>,<4>,(,C,),C,(,C,),C=O,O,C,<eos>,,,,,,,,,,,,,,
CCCCC(=O)Nc1ccc(OC)cc1N,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,N,),N,C=O,C,C,C,C,<eos>,,,,,,,,,,,,,,,,
COC(=O)c1ccc(N2CCCN(CCC(C)(C)C)C2=O)o1,<bos>,C,C,(,C,),(,C,),C,C,<2>,O=C1NCCCN1,<6>,<4>,c1ccoc1,<2>,C=O,O,C,<eos>,,,,,,,,,,,,
CC(C)Cc1noc(C2CCCCN2C(=O)NCc2ccccc2)n1,<bos>,C,C,(,C,),C,<0>,c1ncon1,<2>,<2>,C1CCNCC1,<3>,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
COC(=O)c1ccc(S(=O)(=O)Oc2cccc(Cl)c2)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,O=[SH2]=O,O,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1cccnc1)C(=O)NCCc1ccc(Cl)cc1,<bos>,c1ccncc1,<1>,C=O,N,C,(,C,(,C,),C,),C=O,N,C,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,
CCc1cccc(CS(=O)(=O)N(C)Cc2cc(C)on2)c1,<bos>,C,<4>,c1cnoc1,<1>,C,N,(,C,),O=[SH2]=O,C,<4>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,,
O=C(CCN1CCOCC1)Nc1ncc(-c2cccnc2)s1,<bos>,C1COCCN1,<5>,C,C,C=O,N,<3>,c1cscn1,<1>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(CCC(=O)NCC2CCCO2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),C,C,C=O,N,C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,
Cc1ccc(CNc2nccn(-c3ccc(C)c(C)c3)c2=O)cc1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<6>,O=c1cncc[nH]1,<2>,N,C,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,
COCCC1CN(C(=O)COc2ccc(OC)cc2)CCO1,<bos>,C,O,C,C,<1>,C1COCCN1,<5>,C=O,C,O,<0>,c1ccccc1,<3>,O,C,<eos>,,,,,,,,,,,,,,,,
O=C(NCCc1ccncc1)c1ccc(Br)cc1F,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,Br,),C=O,N,C,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
c1cncc(-c2nc3sc4c(n3n2)CCNC4)c1,<bos>,c1ccncc1,<1>,<0>,c1nc2sc3c(n2n1)CCNC3,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(F)cc1NCc1cn2c(C)cc(C)nc2n1,<bos>,C,<8>,c1cnc2nccn2c1,<5>,<1>,(,C,),C,N,<4>,c1ccccc1,<3>,<0>,(,F,),O,C,<eos>,,,,,,,,,,,,
CCSc1nc2n(n1)C(c1ccccc1OC)C=C(C)N2,<bos>,C,C,S,<5>,C1=CNc2ncnn2C1,<8>,<1>,(,C,),<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,,,,,
CN(C)C(=O)c1ccc(NC(=O)NCc2cccc3cccnc23)c(F)c1,<bos>,C,N,(,C,),C=O,<0>,c1ccccc1,<3>,<4>,(,F,),N,C=O,N,C,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,
CC(=O)Nc1cccc(NCC(=O)c2ccc(C#N)cc2)c1,<bos>,C,C=O,N,<0>,c1ccccc1,<4>,N,C,C=O,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCc1cccc(F)c1)c1cn(-c2ccc(F)cc2)nn1,<bos>,F,<4>,c1ccccc1,<0>,C,N,C=O,<0>,c1c[nH]nn1,<2>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,
O=C(Cc1ccc[nH]1)Nc1cccc(OC(F)F)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,N,C=O,C,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc(Cl)cc1-n1nnnc1SCC(=O)N(C(C)C)C(C)C,<bos>,C,C,(,C,),N,(,C,(,C,),C,),C=O,C,S,<0>,c1nnn[nH]1,<4>,<4>,c1ccccc1,<3>,<0>,(,Cl,),C,<eos>,,,,
COC(C)C(=O)Nc1cccc2cccnc12,<bos>,C,O,C,(,C,),C=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1cnccn1,<bos>,c1ccccc1,<0>,N,O=[SH2]=O,<3>,c1ccccc1,<0>,N,C=O,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(NC(=O)NC2CCOc3c(Cl)cccc32)cc1,<bos>,C,N,C=O,<0>,c1ccccc1,<3>,N,C=O,N,<6>,c1ccc2c(c1)CCCO2,<2>,Cl,<eos>,,,,,,,,,,,,,,,,,,
Cc1nc(CNC(=O)NCc2nc3c(s2)CCCC3)ccc1Cl,<bos>,C,<4>,c1ccncc1,<2>,<5>,(,Cl,),C,N,C=O,N,C,<0>,c1nc2c(s1)CCCC2,<eos>,,,,,,,,,,,,,,,,
Fc1cnccc1-c1nc(Cc2ccccc2)no1,<bos>,F,<5>,c1ccncc1,<0>,<2>,c1ncon1,<0>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1nc2nc(C)c(Br)c(C)n2n1,<bos>,C,<1>,c1cnc2ncnn2c1,<5>,<8>,(,C,),<0>,(,Br,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,
CCCc1nn(C)c(C(=O)NC2CCC(C)CC2)c1N,<bos>,C,C,C,<1>,c1cn[nH]c1,<4>,<3>,(,C,),<0>,(,N,),C=O,N,<0>,C1CCCCC1,<3>,C,<eos>,,,,,,,,,,,
COC(=O)c1ccc(NC(=O)Cn2ccc(=O)[nH]c2=O)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,N,C=O,C,<4>,O=c1cc[nH]c(=O)[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(NC(=O)c2sccc2-c2ccccc2)cc1,<bos>,c1ccccc1,<0>,<0>,c1ccsc1,<4>,C=O,N,<3>,c1ccccc1,<0>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
,<bos>,C,C,<4>,c1ccncc1,<5>,<2>,(,O,<0>,O=c1[nH]c2ccccc2o1,),C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,
O=C(NC1=CCCC1)N1CCn2c(nnc2C(F)(F)F)C1,<bos>,F,C,(,F,),(,F,),<0>,c1nnc2n1CCNC2,<7>,C=O,N,<0>,C1=CCCC1,<eos>,,,,,,,,,,,,,,,,
CC(C)CCNC(=O)c1ccccc1NC(=O)c1csnn1,<bos>,C,C,(,C,),C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<0>,c1csnn1,<eos>,,,,,,,,,,,,,,,
O=C(NCc1ccnc(OC2CCC2)c1)c1ccnc2c1OCO2,<bos>,C1CCC1,<0>,O,<4>,c1ccncc1,<0>,C,N,C=O,<5>,c1cnc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,
NC(=O)C1CCN(c2cc(NCCCn3cncn3)ncn2)CC1,<bos>,N,C=O,<0>,C1CCNCC1,<3>,<1>,c1cncnc1,<5>,N,C,C,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,
NC(=O)NCCCCOc1ccc(Cl)cc1Cl,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),O,C,C,C,C,N,C=O,N,<eos>,,,,,,,,,,,,,,,
CN(Cc1ccc(F)cn1)C(=O)C1Cc2ccccc2C(=O)O1,<bos>,F,<1>,c1ccncc1,<4>,C,N,(,C,),C=O,<3>,O=C1OCCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(-c2noc(N3CCCCC3)n2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1ncon1,<2>,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,
Cc1nc(-n2nnc(C#N)c2CCc2ccccc2)sc1C,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),<2>,c1c[nH]nn1,<1>,<0>,(,C#N,),C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,
Cc1cc(CSc2nnc(CC(C)C)n2C)on1,<bos>,C,C,(,C,),C,<0>,c1nnc[nH]1,<3>,<4>,(,C,),S,C,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,,
CCn1ncc(C(=O)NC2CCCCNC2=O)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,<2>,O=C1CCCCCN1,<eos>,,,,,,,,,,,,,,,,,,
CCC(Oc1ccc(C)cc1)C(=O)Nc1cccc(C#N)c1,<bos>,C,<3>,c1ccccc1,<0>,O,C,(,C,C,),C=O,N,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,
CNC(=O)CNC(=O)NCc1ncn(Cc2ccccc2)n1,<bos>,C,N,C=O,C,N,C=O,N,C,<0>,c1nc[nH]n1,<3>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
CCc1ccc(C(=O)Nc2cnc(N3CCOCC3)nc2)o1,<bos>,C,C,<4>,c1ccoc1,<2>,C=O,N,<0>,c1cncnc1,<3>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1cc(C(=O)NCc2ccc(Cl)cc2)cs1,<bos>,N,O=[SH2]=O,<2>,c1ccsc1,<0>,C=O,N,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(F)cc1F)N1CCC2CN(c3nccs3)CCOC2C1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C=O,<5>,C1COC2CNCCC2CN1,<10>,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,
CCCc1cccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c1,<bos>,C,C,C,<0>,c1ccccc1,<4>,C=O,N,<6>,O=c1ccc2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2[nH]nc(C(=O)C3CCCN(C(=O)CCO)C3)c2c1,<bos>,O,C,C,C=O,<3>,C1CCNCC1,<1>,C=O,<6>,c1ccc2[nH]ncc2c1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
Fc1ccccc1Sc1c[nH]c(-c2ccc[nH]2)n1,<bos>,F,<5>,c1ccccc1,<0>,S,<0>,c1c[nH]cn1,<3>,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCCC4)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,<5>,O=c1c2ccccc2nc2n1CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)C1CCCN(C(=O)C(C)(C)C)C1,<bos>,C,C,(,C,),(,C,),C=O,<3>,C1CCNCC1,<1>,C=O,N,C,(,C,),C,<eos>,,,,,,,,,,,,
Cc1cc(C)n(C(C)(C)C(=O)N(C)c2cccc3ncccc23)n1,<bos>,C,N,(,<9>,c1ccc2ncccc2c1,),C=O,C,(,C,),(,C,),<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,
CCC(Cn1cccn1)C(=O)N1CCN(C(=O)c2ccncc2)CC1,<bos>,C,C,C,(,C,<3>,c1cn[nH]c1,),C=O,<2>,C1CNCCN1,<5>,C=O,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,
CC(=O)NC(C(=O)NCc1ccc(C#N)cc1)C(C)C,<bos>,C,C=O,N,C,(,C,(,C,),C,),C=O,N,C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,
CC(=O)N(CCOc1ccc(F)cc1)Cc1ccccc1,<bos>,c1ccccc1,<0>,C,N,(,C=O,C,),C,C,O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
Cc1nnc(SCC(=O)Nc2ccc(N)cc2C)s1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),N,C=O,C,S,<0>,c1nncs1,<3>,C,<eos>,,,,,,,,,,,,,,,
CC1(CNC(=O)c2ccccc2-c2ccccc2)CCOCC1,<bos>,C,<0>,C1CCOCC1,<0>,C,N,C=O,<0>,c1ccccc1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CCCC(CC)C(=O)NCc1ccc(S(=O)(=O)N2CCCC2)cc1,<bos>,C,C,C,C,(,C,C,),C=O,N,C,<0>,c1ccccc1,<3>,O=[SH2]=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,
Cc1ccc(C(C2CCCC2)N(C(=O)CN)C2CC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,C1CCCC1,),N,(,<0>,C1CC1,),C=O,C,N,<eos>,,,,,,,,,,,,,,
Cc1occc1CN(C(=O)C(C)C)c1ccc(C#N)cc1,<bos>,C,C,(,C,),C=O,N,(,<0>,c1ccccc1,<3>,C#N,),C,<0>,c1ccoc1,<4>,C,<eos>,,,,,,,,,,,,,
CC(Nc1ccc(F)cc1)C(=O)N(C)Cc1ncnn1C,<bos>,F,<3>,c1ccccc1,<0>,N,C,(,C,),C=O,N,(,C,),C,<2>,c1nc[nH]n1,<3>,C,<eos>,,,,,,,,,,,,
O=C(N1CCOCC1)N(CCc1ccccn1)CC1CC1,<bos>,C1CC1,<0>,C,N,(,C=O,<5>,C1COCCN1,),C,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1occc1CN(C)C(=O)c1cccc(OCC(F)F)n1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,(,C,),C,<0>,c1ccoc1,<4>,C,<eos>,,,,,,,,,,,
Cc1cccc(C(=O)Cc2ccc(NC(=O)C3CCOC3)cc2)c1,<bos>,C,<0>,c1ccccc1,<4>,C=O,C,<0>,c1ccccc1,<3>,N,C=O,<0>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,
C=CCSc1nnc(-c2ccc(C)c(C)c2)n1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<3>,c1nnc[nH]1,<0>,<4>,(,N,),S,C,<0>,C=C,<eos>,,,,,,,,,,,,
Cc1cc2n(n1)CCCN2CC(=O)N1CCCC1c1noc(C(C)C)n1,<bos>,C,C,(,C,),<2>,c1ncon1,<0>,<4>,C1CCNC1,<3>,C=O,C,<8>,c1cc2n(n1)CCCN2,<0>,C,<eos>,,,,,,,,,,,,,,
CCC1CCN(C(=O)c2ccnn2CC)CCN1C(=O)COC,<bos>,C,C,<3>,c1cn[nH]c1,<4>,C=O,<2>,C1CNCCNC1,<5>,<6>,(,C,C,),C=O,C,O,C,<eos>,,,,,,,,,,,,,
Cc1ccc(=O)n(CC(=O)Nc2ncn(-c3ccccc3)n2)n1,<bos>,C,<4>,O=c1cccn[nH]1,<6>,C,C=O,N,<0>,c1nc[nH]n1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(c1cnn(-c2ccccc2F)c1)N1CCC2(CC1)OCCO2,<bos>,F,<5>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<0>,C=O,<5>,C1CC2(CCN1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C(=O)NCCNC(=O)Cc2c(C)nn(C)c2C)c1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C=O,N,C,C,N,C=O,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,
Cc1[nH]c(SCc2c(F)cccc2F)c(C)c1C#N,<bos>,C#N,<0>,c1cc[nH]c1,<2>,<4>,(,C,),<1>,(,C,),S,C,<5>,c1ccccc1,<0>,<4>,(,F,),F,<eos>,,,,,,,,,
Brc1cnn(CC2CN(Cc3ccccc3)CCO2)c1,<bos>,Br,<0>,c1cn[nH]c1,<3>,C,<1>,C1COCCN1,<5>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
COC(=O)c1oc2ccccc2c1NC(=O)c1cc(C)nn1C,<bos>,C,<1>,c1cn[nH]c1,<4>,<3>,(,C,),C=O,N,<6>,c1ccc2occc2c1,<5>,C=O,O,C,<eos>,,,,,,,,,,,,,,,
CN(CC(O)C(F)(F)F)C(=O)c1ccc2cc[nH]c2c1,<bos>,F,C,(,F,),(,F,),C,(,O,),C,N,(,C,),C=O,<1>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,
O=C(CSc1nnc(-c2ccncc2)o1)c1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,C=O,C,S,<3>,c1nnco1,<0>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(CNc1ccc(C(F)(F)F)cn1)n1cccn1,<bos>,F,C,(,F,),(,F,),<1>,c1ccncc1,<4>,N,C,C,(,<3>,c1cn[nH]c1,),C,<eos>,,,,,,,,,,,,
CCCC1CCN(C(=O)C(C)N2CCc3ccc(N)cc32)CC1,<bos>,N,<1>,c1ccc2c(c1)CCN2,<8>,C,(,C,),C=O,<3>,C1CCNCC1,<0>,C,C,C,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(-c2cc(C(=O)Nc3ccc4c(c3)OCC(=O)N4)on2)cc1,<bos>,C,<0>,c1ccccc1,<3>,<1>,c1cnoc1,<4>,C=O,N,<6>,O=C1COc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,
