smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
COc1ccc(Br)cc1C(C#N)C(=O)c1ccccc1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,(,C#N,),C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
COC(=O)CSc1ncnc2sc(-c3ccccc3)cc12,<bos>,C,O,C=O,C,S,<2>,c1ncc2ccsc2n1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)Nc1nnc(-c2ccc(=O)n(-c3ccccc3)n2)s1,<bos>,C,C,C=O,N,<0>,c1nncs1,<3>,<4>,O=c1cccn[nH]1,<6>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ncoc1C(=O)NCC(=O)Nc1cccnc1,<bos>,C,<0>,c1cocn1,<1>,C=O,N,C,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(S(=O)(=O)NC2CC2c2ccc(F)cc2)s1,<bos>,F,<3>,c1ccccc1,<0>,<2>,C1CC1,<0>,N,O=[SH2]=O,<2>,c1ccsc1,<4>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,
CCCn1c2c(c(SCCC#N)nc1=O)CCCC2,<bos>,C,C,C,<6>,O=c1ncc2c([nH]1)CCCC2,<3>,S,C,C,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)NC(=O)c1ccccc1OCC(=O)NC,<bos>,C,C,C,C,(,C,),N,C=O,<0>,c1ccccc1,<5>,O,C,C=O,N,C,<eos>,,,,,,,,,,,,,,,,,
O=C1Cc2cc(NC(=O)c3cnc4ccccc4n3)ccc2N1,<bos>,c1ccc2nccnc2c1,<5>,C=O,N,<5>,O=C1Cc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-n2nnnc2CN2CCc3ccccc32)cc1,<bos>,c1ccccc1,<0>,<4>,c1nnn[nH]1,<0>,C,<8>,c1ccc2c(c1)CCN2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC(C(=O)NCc1cccc(Cl)c1Cl)C(C)C,<bos>,Cl,<4>,c1ccccc1,<0>,<5>,(,Cl,),C,N,C=O,C,(,C,(,C,),C,),N,C=O,C,<eos>,,,,,,,,,,,,
Cc1ccc(NCC(=O)NC(C)C(C)C)cc1C#N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C,C=O,N,C,(,C,),C,(,C,),C,<eos>,,,,,,,,,,,,,
CCN(C)C(=O)NC(Cc1ccco1)c1cccnc1,<bos>,C,C,N,(,C,),C=O,N,C,(,<1>,c1ccncc1,),C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,
COc1cc(C#N)ccc1OCC(=O)N1CCc2sccc2C1,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,C=O,<7>,c1cc2c(s1)CCNC2,<eos>,,,,,,,,,,,,,,,,,,,,
CCCc1cc2c(=O)[nH]c(-c3ccc(C)cc3)nc2s1,<bos>,C,C,C,<7>,O=c1[nH]cnc2sccc12,<3>,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(=O)cc(C(=O)NCc3ccc(C)cc3)oc2c1,<bos>,C,O,<7>,O=c1ccoc2ccccc12,<3>,C=O,N,C,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(COc1cccc(NC(=O)C2CCC2)c1)NCC(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,C,N,C=O,C,O,<0>,c1ccccc1,<4>,N,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,
CCN(CC(=O)N(C)C)C(=O)C(c1ccccc1)c1ccc(C)cc1,<bos>,C,N,(,C,),C=O,C,N,(,C,C,),C=O,C,(,<0>,c1ccccc1,),<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,
C#Cc1ccc(S(=O)(=O)NC(CC)CC)cc1,<bos>,C,C,C,(,C,C,),N,O=[SH2]=O,<0>,c1ccccc1,<3>,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C(=O)NCc2cnn(C)c2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),C=O,N,C,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,
CSc1ccc(S(=O)(=O)NC2CC(=O)N(C3CC3)C2)cc1,<bos>,C,S,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<3>,O=C1CCCN1,<5>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCCCNC(=O)CNc1ccc(F)c(C#N)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C,C=O,N,C,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(NC(=O)c2ccc(OC)cc2O)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,),C=O,N,<3>,c1ccccc1,<0>,C=O,N,C,<eos>,,,,,,,,,,,,,,,,,
COc1ncccc1CN(C)Cc1nc2c(s1)CCC(C)(C)C2,<bos>,C,<7>,c1nc2c(s1)CCCC2,<0>,<7>,(,C,),C,N,(,C,),C,<1>,c1ccncc1,<2>,O,C,<eos>,,,,,,,,,,,,,,,
CCCNC(=O)c1cnc(-c2ccc3c(c2)OCO3)s1,<bos>,C,C,C,N,C=O,<1>,c1cscn1,<3>,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)CSc2nnc3ccc4ccccc4n23)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,N,C=O,C,S,<11>,c1ccc2c(c1)ccc1nncn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCn1nc(-c2ccc(OC)cc2OC)cc1C(=O)OC,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,C,),<1>,c1cn[nH]c1,<4>,<3>,(,C,C,),C=O,O,C,<eos>,,,,,,,,,,,,,
CCC(=O)N1CCC(NC(=O)CCc2nc(C)no2)CC1,<bos>,C,C,C=O,<3>,C1CCNCC1,<0>,N,C=O,C,C,<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1noc(C2CCCCN2C(=O)c2cccc(C#N)c2)n1,<bos>,C,C,(,C,),C,<0>,c1ncon1,<2>,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2cnc3ccoc3c2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,<0>,c1cnc2ccoc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(COC(=O)CCOc1ccccc1)NC1CC1,<bos>,C1CC1,<0>,N,C=O,C,O,C=O,C,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)NCC(=O)Nc1ccc(Br)c(C)c1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,Br,),N,C=O,C,N,C=O,C,C,C,<eos>,,,,,,,,,,,,,,,,,,
CCCCOCC(=O)N1CC(C(=O)N2CCCCCC2)CCC1C,<bos>,C,C,C,C,O,C,C=O,<3>,C1CCNCC1,<1>,<4>,(,C,),C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(C2CN(C(=O)c3noc4c3CCCC4)C2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<0>,C1CNC1,<2>,C=O,<0>,c1noc2c1CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,<3>,c1ccccc1,<4>,<0>,(,Cl,),<6>,O=c1[nH]c(=O)c2c[nH]cc2[nH]1,<3>,<6>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,
COCC(=O)N1CCC(C(=O)Nc2cccnc2)CC1,<bos>,C,O,C,C=O,<3>,C1CCNCC1,<0>,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1CCC(=O)NC1C2CCOC2C1(C)C,<bos>,C,<4>,C1CC2CCC2O1,<3>,<4>,(,C,),N,C=O,C,C,<0>,c1cnoc1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,,,,,
Cc1cc(F)ccc1NC(=O)C1CNc2ccccc2O1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,F,),N,C=O,<8>,c1ccc2c(c1)NCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cn1ccnc(NC(=O)c2cc3c(F)cccc3s2)c1=O,<bos>,F,<8>,c1ccc2sccc2c1,<5>,C=O,N,<2>,O=c1cncc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)n(Cc2ccc(C#N)cc2)c1C,<bos>,C,C,O,C=O,<0>,c1cc[nH]c1,<3>,<2>,(,C,),<4>,(,C,),C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,
CS(=O)(=O)NCC(=O)Nc1ccc(-n2ccnc2)cc1,<bos>,C,O=[SH2]=O,N,C,C=O,N,<0>,c1ccccc1,<3>,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C(O)CCC(=O)NCc2ccccc2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,C,(,O,),C,C,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1c(C(C)NC(=O)c2cccc(NC(=O)C3CC3)c2)cnn1C,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,C,),C,(,C,),N,C=O,<0>,c1ccccc1,<4>,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,
CC(C)Nc1ccc(NC(=O)Cn2ncc3ccccc32)cn1,<bos>,C,C,(,C,),N,<4>,c1ccncc1,<1>,N,C=O,C,<4>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(COc1ccccc1F)N1CCN(c2ccc(Cl)cc2)CC1,<bos>,F,<5>,c1ccccc1,<0>,O,C,C=O,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)c1cnc2n(c1=O)CCS2)c1nnc2ccccn12,<bos>,c1ccn2cnnc2c1,<4>,C,(,C,),N,C=O,<2>,O=c1ccnc2n1CCS2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(COC(=O)c1cccc(-n2cccc2)c1)NC1CCCC1,<bos>,C1CCCC1,<0>,N,C=O,C,O,C=O,<0>,c1ccccc1,<4>,<3>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(CSc1nnc2[nH]c3ccccc3n12)NCc1ccco1,<bos>,c1ccoc1,<4>,C,N,C=O,C,S,<10>,c1ccc2c(c1)[nH]c1nncn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncnc2c1CN(C(=O)CCn1ccc3ccccc31)CC2,<bos>,C,<2>,c1ncc2c(n1)CCNC2,<8>,C=O,C,C,<4>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2nn(-c3ccccc3C)c3c2CCC3)cc1,<bos>,C,<5>,c1ccccc1,<0>,<2>,c1n[nH]c2c1CCC2,<0>,C=O,N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
,<bos>,C,<1>,C1CCNCC1,<3>,<8>,(,C,),<0>,c1nnn[nH]1,<4>,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,
CCCC1CN(C(=O)c2ccc(-c3nnc(C)o3)cc2)CCO1,<bos>,C,C,C,<1>,C1COCCN1,<5>,C=O,<0>,c1ccccc1,<3>,<0>,c1nnco1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)c2ccc(Br)cc2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1OC(F)F)c1cc(C2CC2)on1,<bos>,F,C,(,F,),O,<5>,c1ccccc1,<0>,N,C=O,<1>,c1cnoc1,<4>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
O=C(Cn1ccc(C(F)(F)F)n1)Nc1ccc(Br)cn1,<bos>,F,C,(,F,),(,F,),<1>,c1cn[nH]c1,<3>,C,C=O,N,<4>,c1ccncc1,<1>,Br,<eos>,,,,,,,,,,,,,,,,
CCC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)COC3=O)cc1,<bos>,C,C,C=O,N,<0>,c1ccccc1,<3>,C=O,N,<6>,O=C1OCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(OC)c(NC(C#N)CC(C)C)cc1Cl,<bos>,C,C,(,C,),C,C,(,C#N,),N,<5>,c1ccccc1,<2>,<0>,(,O,C,),<3>,(,Cl,),O,C,<eos>,,,,,,,,,
Cc1nc(N)nc(C2CNc3ccccc3O2)n1,<bos>,N,<2>,c1ncncn1,<0>,<4>,(,<8>,c1ccc2c(c1)NCCO2,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(COc1ccc2c(c1)CCC2)N1CCOCC1C1CC1,<bos>,C1CC1,<0>,<0>,C1COCCN1,<5>,C=O,C,O,<0>,c1ccc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1F)CCNC2c1cncnc1C,<bos>,C,<0>,c1ccc2c(c1)CCNC2,<9>,<5>,(,F,),<0>,c1cncnc1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2[nH]nc(C)c2Br)cc1,<bos>,C,<1>,c1cn[nH]c1,<4>,<0>,(,Br,),C=O,N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(NC(=O)C2CNCc3cccc(F)c32)c1,<bos>,C,O,<0>,c1ccccc1,<4>,N,C=O,<6>,c1ccc2c(c1)CCNC2,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC(=O)Nc2ncccc2Br)cc1,<bos>,C,<0>,c1ccccc1,<3>,O,C,C=O,N,<2>,c1ccncc1,<1>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCCOc1ccc(C(=O)C(C)C)cc1N,<bos>,C,C,(,C,),C=O,<0>,c1ccccc1,<3>,<4>,(,N,),O,C,C,C,C,<eos>,,,,,,,,,,,,,,,,
CCn1ncc(S(=O)(=O)N2CCc3cc(F)ccc3C2)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),O=[SH2]=O,<8>,c1ccc2c(c1)CCNC2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CCC(Oc1ccc(C)cc1)C(=O)N1CCC(C(N)=O)C1,<bos>,C,<3>,c1ccccc1,<0>,O,C,(,C,C,),C=O,<3>,C1CCNC1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1cccnc1NCCNC(=O)C1CCOC1,<bos>,C,C=O,<1>,c1ccncc1,<2>,N,C,C,N,C=O,<0>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2cc(F)cc3[nH]cnc23)cc1S(C)(=O)=O,<bos>,C,O=[SH2]=O,<4>,c1ccccc1,<0>,<3>,(,C,),N,C=O,<8>,c1ccc2[nH]cnc2c1,<1>,F,<eos>,,,,,,,,,,,,,,,,,,,
COc1cc(C)c(C(=O)c2ccc(F)cc2)cc1OC,<bos>,C,O,<2>,c1ccccc1,<5>,<3>,(,O,C,),<0>,(,C,),C=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,
Cc1noc(C)c1CSc1nc(N)cc(=O)[nH]1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,S,<5>,O=c1ccnc[nH]1,<3>,N,<eos>,,,,,,,,,,,,,,,,,,,,
CCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)oc(=O)n3C)cc1,<bos>,C,C,C,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<6>,O=c1[nH]c2ccccc2o1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
OCCNc1c(-c2ccc3c(c2)CCCC3)nc2cnccn12,<bos>,O,C,C,N,<3>,c1cn2ccnc2cn1,<4>,<0>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCN1C(=O)CCc2c(C)nc(-c3cc4ccccc4o3)nc21,<bos>,C,<5>,O=C1CCc2cncnc2N1,<10>,<7>,(,<5>,c1ccc2occc2c1,),C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc(C(=O)Nc2ccc(N3CCCC3=O)c(C)c2)cn1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<5>,O=C1CCCN1,),N,C=O,<3>,c1cnccn1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1nc(Cc2ccc(Cl)cc2)c(C)o1,<bos>,C,C,N,C=O,<3>,c1cocn1,<0>,<1>,(,C,),C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,
CCOC(=O)CNC(=O)CN1CCc2cc(F)ccc2C1,<bos>,C,C,O,C=O,C,N,C=O,C,<8>,c1ccc2c(c1)CCNC2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)C1CC(=O)OC12CCCC2,<bos>,C,C,C,N,C=O,<3>,O=C1CCC2(CCCC2)O1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCC(NC(=O)Cc1cc(F)ccc1F)C(N)=O,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,C=O,N,C,(,C=O,N,),C,O,C,<eos>,,,,,,,,,,,,,,,
Cn1cccc1C(=O)N1CCCC(CCc2ccncc2)C1,<bos>,C,<3>,c1cc[nH]c1,<4>,C=O,<3>,C1CCNCC1,<1>,C,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(O)C(C)NC(=O)c2cc(C)sc2C)cc1,<bos>,C,<4>,c1ccsc1,<1>,<2>,(,C,),C=O,N,C,(,C,),C,(,O,),<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,
CC(=O)NCCC(=O)Nc1ccccc1C#CCCO,<bos>,C,C=O,N,C,C,C=O,N,<0>,c1ccccc1,<5>,<0>,C#C,<1>,C,C,O,<eos>,,,,,,,,,,,,,,,,,,
O=C(CCc1nnc(-c2ccccc2)o1)NCc1ccco1,<bos>,c1ccoc1,<4>,C,N,C=O,C,C,<0>,c1nnco1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(NC(=O)c2csnn2)C2CC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,C1CC1,),N,C=O,<0>,c1csnn1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCOc1ccc(-c2csc(C(C)C)n2)cc1N,<bos>,C,C,(,C,),<3>,c1cscn1,<0>,<0>,c1ccccc1,<3>,<4>,(,N,),O,C,C,C,<eos>,,,,,,,,,,,,,,,
CC(Cc1ccc(Cl)cc1)NC(=O)NCc1cnn(C)c1,<bos>,Cl,<3>,c1ccccc1,<0>,C,C,(,C,),N,C=O,N,C,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,
CN(Cc1ccco1)C(=O)CCCn1c(=O)oc2ccccc21,<bos>,c1ccoc1,<4>,C,N,(,C,),C=O,C,C,C,<2>,O=c1[nH]c2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(C#N)cc1)C(=O)c1cccc(OCC(F)F)n1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,(,C,),C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,
CC(C(N)=O)n1cnc2cnccc2c1=O,<bos>,O=c1[nH]cnc2cnccc12,<2>,C,(,C,),C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1nnn(CC(=O)N(C)C2CCCCC2)n1,<bos>,C,N,(,<0>,C1CCCCC1,),C=O,C,<3>,c1nn[nH]n1,<0>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(N)c2onc(CC(=O)N(C)C(C)C)c2c1,<bos>,C,C,(,C,),N,(,C,),C=O,C,<6>,c1ccc2oncc2c1,<0>,<2>,(,N,),C,<eos>,,,,,,,,,,,,,,,
CCn1nccc1C(=O)NCC1CCN(S(C)(=O)=O)CC1,<bos>,C,C,<3>,c1cn[nH]c1,<4>,C=O,N,C,<0>,C1CCNCC1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(CC(=O)N1CCCN(c2ncccn2)CC1)c1ccccc1,<bos>,C,N,(,<0>,c1ccccc1,),C,C=O,<2>,C1CNCCNC1,<5>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Oc1ccccc1Nc1csc(-c2ccncc2Cl)n1,<bos>,Cl,<5>,c1ccncc1,<0>,<3>,c1cscn1,<0>,N,<5>,c1ccccc1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccccc1C(=O)NCc1c(C)noc1C,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,N,C=O,<5>,c1ccccc1,<0>,O,C,C,<eos>,,,,,,,,,,,,,,,,,
N#Cc1ccoc1Sc1ccc2c(c1)CCC(=O)N2,<bos>,C#N,<0>,c1ccoc1,<4>,S,<6>,O=C1CCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CC12CC3CC(CC(C3)C1)C2)OCC#CCn1cc(Br)cn1,<bos>,Br,<0>,c1cn[nH]c1,<3>,C,<1>,C#C,<0>,C,O,C=O,C,<7>,C1C2CC3CC1CC(C2)C3,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n2c(SC(C)C(=O)Nc3ccccc3C)nnc2n1,<bos>,C,<1>,c1cnc2nncn2c1,<6>,<8>,(,C,),S,C,(,C,),C=O,N,<5>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,
Cc1ccc(C(=O)CCC(=O)NCC(O)C(F)(F)F)cc1F,<bos>,F,C,(,F,),(,F,),C,(,O,),C,N,C=O,C,C,C=O,<0>,c1ccccc1,<3>,<4>,(,F,),C,<eos>,,,,,,,,
O=C(Cc1ccc(-n2cnnn2)cc1)NCC1CCC1,<bos>,C1CCC1,<0>,C,N,C=O,C,<0>,c1ccccc1,<3>,<4>,c1nnn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C)nc(SCC(=O)NC2CCCC2)[nH]c1=O,<bos>,C,C,<2>,O=c1ccnc[nH]1,<5>,<3>,(,C,),S,C,C=O,N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,
CC(c1ccccc1F)N(C)C(=O)CCc1ccco1,<bos>,F,<5>,c1ccccc1,<0>,C,(,C,),N,(,C,),C=O,C,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
