smiles,0
CN1CC[C@@H](OC(=O)N(Cc2ccc(-c3ccccc3)cc2)C2CCCCCCC2)C1,c1(-c2ccc(cc2)CN(C2CCCCCCC2)C(=O)O[C@H]2CN(C)CC2)ccccc1
O=C(Nc1cc(F)cc(Oc2ccc(F)c(-c3ccccc3)c2)c1)N[C@H]1CCCCNC1,c1cc(-c2cc(ccc2F)Oc2cc(cc(c2)F)NC(=O)N[C@H]2CCCCNC2)ccc1
NCCCC[C@@H](C=O)NC(=O)Cc1c[nH]c2c([N+](=O)[O-])cccc12,O=C(Cc1c[nH]c2c([N+](=O)[O-])cccc12)N[C@H](C=O)CCCCN
O=C1C[C@@H](C(=O)Nc2cc(-c3cc(Cl)ccc3OCCO)on2)CN1,c1(noc(-c2c(ccc(c2)Cl)OCCO)c1)NC([C@H]1CNC(C1)=O)=O
Cc1cc(O)nc(CCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)n1,Cc1cc(O)nc(CCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)n1
CC(C)(C)c1cccc(NC(=O)c2cccc(CNC(=O)Nc3cccc4cnccc34)c2)c1,c1(cc(ccc1)CNC(=O)Nc1cccc2cnccc12)C(Nc1cc(ccc1)C(C)(C)C)=O
C[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C1CC[C@@H]2C(=O)Nc1ccc(F)cc1,C[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C1CC[C@@H]2C(=O)Nc1ccc(F)cc1
COc1cc(-c2c[nH]c(-c3ccc(Cl)cc3)n2)sc1C=NNC(=O)c1ccoc1,Clc1ccc(-c2nc(-c3cc(c(C=NNC(c4cocc4)=O)s3)OC)c[nH]2)cc1
COc1cccc2oc(-c3cccc(OCCN4C(=O)CCCC4=O)c3)nc12,n1c(oc2cccc(OC)c12)-c1cccc(c1)OCCN1C(CCCC1=O)=O
NC1(c2ccc(-c3n[nH]c4cc(C(=O)Nc5ccncc5OC(F)(F)F)sc34)cc2)CCC1,O=C(Nc1ccncc1OC(F)(F)F)c1cc2[nH]nc(-c3ccc(C4(N)CCC4)cc3)c2s1
C[C@@H](NC(=O)[C@@H]1CNC(=O)c2c(c3ccccc3c3ccccc23)-c2nccc3[nH]c(COc4ccccc4)c(c23)C1)C(=O)O,c1cc2c(c3c(C(NC[C@@H](C(=O)N[C@@H](C(O)=O)C)Cc4c([nH]c5c4c3ncc5)COc3ccccc3)=O)c3ccccc32)cc1
NS(=O)(=O)c1ccc2ccn(CCCCCCCCOc3nc(Cl)cc4c3OCCC4)c2c1,c1(S(N)(=O)=O)ccc2c(n(cc2)CCCCCCCCOc2c3OCCCc3cc(Cl)n2)c1
CCC(=O)NCCc1c[nH]c2ccc(NS(=O)(=O)c3cccc4cnccc34)cc12,CCC(=O)NCCc1c[nH]c2ccc(NS(=O)(=O)c3cccc4cnccc34)cc12
COc1ccc(-c2ncnn2C)c(CN2CC3CC(C3)C2OCCO)c1,C1C2CC(C(OCCO)N1Cc1cc(ccc1-c1ncnn1C)OC)C2
COc1ccc([C@@H]2[C@@H](O)[C@H](CO)O[C@H](Nc3ccc(C(=O)c4cccs4)c(Cl)c3)[C@H]2O)cc1,[C@@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)CO)Nc1cc(Cl)c(C(=O)c2cccs2)cc1)O)c1ccc(OC)cc1
O=C(O)[C@H](Cc1cccc2ccccc12)N1CC[C](c2cccc(Cl)c2)[C@@H](Nc2ccc(C(F)(F)F)nc2)C1=O,O=C(O)[C@H](Cc1cccc2ccccc12)N1CC[C@@](c2cccc(Cl)c2)[C@@H](Nc2ccc(C(F)(F)F)nc2)C1=O
Oc1ccc(-c2nc3ccccc3n2-c2cccc(OCCN3CCCCCC3)c2)cc1,c1(cc(OCCN2CCCCCC2)ccc1)-n1c(nc2ccccc12)-c1ccc(cc1)O
O=C(O)c1sc(CCS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)c2c1[nH]c1ccccc12,O=C(O)c1sc(CCS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)c2c1[nH]c1ccccc12
COc1ccc(-c2[nH]c(SC)nc2-c2ccc(F)cc2)cc1,CSc1nc(-c2ccc(F)cc2)c(-c2ccc(OC)cc2)[nH]1
CN(C)Cc1ccccc1Sc1cc(-c2ccc3occc3c2)c2nc[nH]c2n1,c1(Sc2ccccc2CN(C)C)cc(-c2ccc3occc3c2)c2nc[nH]c2n1
O=C(NCc1ccn(-c2ccccc2)c1CNc1ccc(F)c(F)c1)c1ccc(Cl)s1,O=C(NCc1ccn(-c2ccccc2)c1CNc1ccc(F)c(F)c1)c1ccc(Cl)s1
N#Cc1cccc(C[C@H](NC(=O)N(O)c2cccc(S(=O)(=O)c3ccc(Br)c4cncnc34)c2)C(=O)O)c1,c1cc(cc(c1)S(c1c2ncncc2c(Br)cc1)(=O)=O)N(O)C(N[C@H](C(=O)O)Cc1cccc(C#N)c1)=O
N=C(N)c1cccc(CNC(=O)[C@H](Cc2cccc(C(=N)N)c2)NC(=O)c2ccc3[nH]cc(CC(=O)O)c3c2)c1,c12c(CC(O)=O)c[nH]c2ccc(C(N[C@H](C(NCc2cc(C(N)=N)ccc2)=O)Cc2cccc(C(N)=N)c2)=O)c1
CC(C)c1cncc(Cl)c1NC(=O)c1cnc(-c2cc(F)cc(OC3CCNCC3)c2)c(N)n1,c1(c(cncc1Cl)C(C)C)NC(c1cnc(-c2cc(cc(c2)F)OC2CCNCC2)c(N)n1)=O
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)c2cc(C4CC4)c(OCc4ccncc4F)cc2-3)c(C#N)c1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)c2cc(C4CC4)c(cc2-3)OCc2ccncc2F)c(C#N)c1
Cc1ccc(OCC(O)CNC(=O)OCc2ccccc2)c(F)c1C,c1c(cccc1)COC(=O)NCC(COc1c(F)c(c(C)cc1)C)O
CCOc1ccc(C[C@@H]2Cc3cc(-c4cccc([N+](=O)[O-])c4)ccc3[C@H](Cc3cccnc3)CCN2C)cc1,c1c2[C@H](Cc3cnccc3)CCN(C)[C@@H](Cc2cc(-c2cc(ccc2)[N+](=O)[O-])c1)Cc1ccc(OCC)cc1
Cc1cnc(Nc2ccc(C(=O)NCCCC(C)C(C)N(C)C)cc2)nc1-c1ccccc1,CC(C(N(C)C)C)CCCNC(c1ccc(Nc2ncc(C)c(n2)-c2ccccc2)cc1)=O
C=CC(=O)Nc1nc(Nc2ccc(Cl)c(C(F)(F)F)c2)c2ccsc2n1,c1(C(F)(F)F)cc(ccc1Cl)Nc1c2c(scc2)nc(n1)NC(=O)C=C
CCCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)NCC2CCCCN2C(=O)N1C(=O)COc1ccccn1,C(Oc1ccccn1)C(N1[C@H](C(N[C@@H](C(C)C)C(N[C@H](C(NCC(NCC2N(CCCC2)C1=O)=O)=O)CC(C)C)=O)=O)CCCC)=O
N[C@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1CC[C@@H](c2c[nH]cn2)C1,N([C@@H]1CC[C@H](C1)c1c[nH]cn1)C([C@@H]1CCCN1C([C@@H](Cc1ccc(O)cc1)N)=O)=O
CCCS(=O)(=O)c1cc(CNc2cccc(Oc3ccc(F)cc3)c2)cc2c(N)ncnc12,c12c(cc(CNc3cccc(c3)Oc3ccc(cc3)F)cc1c(ncn2)N)S(=O)(=O)CCC
CCn1nc(C(F)(F)F)c2cc(NC(=O)CN3CCC(Cc4c[nH]c5cc(S(=O)(=O)NC)ccc45)CC3)ccc21,c1(NC(=O)CN2CCC(CC2)Cc2c[nH]c3c2ccc(S(=O)(=O)NC)c3)ccc2n(nc(C(F)(F)F)c2c1)CC
O=C(Nc1cccc(F)c1)N[C@H]1CC[C@H](Oc2ccc(Cl)cn2)CC1,O=C(Nc1cccc(F)c1)N[C@H]1CC[C@@H](CC1)Oc1ccc(cn1)Cl
Cc1cc(Oc2cnc(C(=O)Nc3ccc(F)cc3)cc2C(c2ccccc2)N2CCOCC2)ccn1,c1(Oc2c(cc(nc2)C(=O)Nc2ccc(F)cc2)C(N2CCOCC2)c2ccccc2)cc(C)ncc1
NC[C@@H]1C[C@H](Nc2ccccc2Cl)[C@H](O)[C@H]1O,Clc1ccccc1N[C@@H]1[C@@H]([C@H]([C@H](CN)C1)O)O
CS(=O)(=O)c1ccc(C2=CC(C#N)=c3c([nH]c4ccccc34)=CC=C3N=CC=C32)cc1,N#Cc1cc(-c2ccnc-2ccc2[nH]c3ccccc3c21)-c1ccc(S(C)(=O)=O)cc1
O=C(NO)[C@H]1CC[C@@H]1C(=O)N1CCC(C(c2ccccc2)c2ccccc2)CC1,O=C(NO)[C@@H]1[C@H](CC1)C(N1CCC(CC1)C(c1ccccc1)c1ccccc1)=O
O=C(Nc1ccc(OC(F)(F)F)cc1)C1CN(c2cnc3ccccc3n2)C1,O=C(Nc1ccc(OC(F)(F)F)cc1)C1CN(c2cnc3ccccc3n2)C1
