smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
CNc1nc(-c2ccc(SCC(F)(F)F)cc2)cs1,<bos>,F,C,(,F,),(,F,),C,S,<3>,c1ccccc1,<0>,<0>,c1cscn1,<3>,N,C,<eos>,,,,,,,,,,,,,,,,
O=C(Nc1ccc2c(c1)OCO2)n1ccc(=O)c2sccc21,<bos>,O=c1cc[nH]c2ccsc12,<4>,C=O,N,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C)c(C(=O)Nc2ncccc2S(N)(=O)=O)c1,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,C,),C=O,N,<2>,c1ccncc1,<1>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2c(c1)OCCO2)C1CCCN1C(=O)C1CC1,<bos>,C1CC1,<0>,C=O,<3>,C1CCNC1,<4>,C=O,N,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2ccc(OC)cc2F)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,F,),C=O,N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,
COCCNC(=O)N1CCCCCC1c1ncccn1,<bos>,C,O,C,C,N,C=O,<4>,C1CCCNCC1,<5>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)c1cc(C(=O)NC(C)(C)C)nn1C,<bos>,C,C,(,C,),(,C,),N,C=O,<1>,c1cn[nH]c1,<4>,<3>,(,C,),C=O,N,C,C,C,C,<eos>,,,,,,,,,,,
C#CCN(C(=O)CNC(=O)Cc1ccccc1)C1CCCC1,<bos>,C#C,<0>,C,N,(,<0>,C1CCCC1,),C=O,C,N,C=O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCC(F)(F)F)c1csc(-c2ccco2)n1,<bos>,F,C,(,F,),(,F,),C,N,C=O,<0>,c1cscn1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(CNc1ccc(Br)cc1)NCCO,<bos>,O,C,C,N,C=O,C,N,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COCCNS(=O)(=O)c1ccc(-c2nc(C)cc(C)n2)cc1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,C,),<3>,c1ccccc1,<0>,O=[SH2]=O,N,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
Cn1c(-c2nnc(COc3ccccc3)n2N)cc(=O)n(C)c1=O,<bos>,C,<4>,O=c1cc[nH]c(=O)[nH]1,<3>,<7>,(,C,),<3>,c1nnc[nH]1,<0>,<4>,(,N,),C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
CCCCC(C)Nc1cccc(C(=O)NCc2ccnn2C)c1,<bos>,C,C,C,C,C,(,C,),N,<0>,c1ccccc1,<4>,C=O,N,C,<4>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,
Cc1ncc(Cl)c(-c2ccc(S(C)(=O)=O)cc2)n1,<bos>,C,<3>,c1cncnc1,<5>,<0>,(,Cl,),<0>,c1ccccc1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Nc1cc(C2CCN(C(=O)Cn3cc(C4CC4)cn3)CC2)no1,<bos>,N,<4>,c1cnoc1,<1>,<0>,C1CCNCC1,<3>,C=O,C,<3>,c1cn[nH]c1,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nc(CNc2cc(S(=O)(=O)NC(C)C)ccc2C)no1,<bos>,C,C,(,C,),N,O=[SH2]=O,<0>,c1ccccc1,<4>,<3>,(,C,),N,C,<0>,c1ncon1,<2>,C,<eos>,,,,,,,,,,,,,,
COC(=O)CCCS(=O)(=O)N1CCCCC1C(N)=O,<bos>,C,O,C=O,C,C,C,O=[SH2]=O,<3>,C1CCNCC1,<2>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1n[nH]c(C)c1NC(=O)CSc1nc2cc(Br)ccc2o1,<bos>,C,<1>,c1cn[nH]c1,<0>,<4>,(,C,),N,C=O,C,S,<5>,c1ccc2ocnc2c1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,
O=C(CC1CCCCC1)N1CCCC(c2cnccn2)C1,<bos>,C1CCCCC1,<0>,C,C=O,<3>,C1CCNCC1,<1>,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cc(NC(=O)C2CCC(=O)N2)ccc1OC(F)(F)F,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C=O,<4>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,
O=C(Nc1nnc(C2CC2)s1)C(Cc1ccccc1)n1cnnn1,<bos>,c1ccccc1,<0>,C,C,(,<4>,c1nnn[nH]1,),C=O,N,<0>,c1nncs1,<3>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,
COCCN(C(=O)C(C)OC)c1nc(C)nc2sc3c(c12)CCC3,<bos>,C,O,C,(,C,),C=O,N,(,<2>,c1ncc2c3c(sc2n1)CCC3,<0>,C,),C,C,O,C,<eos>,,,,,,,,,,,,,,,,
CNC(=O)NCCOC(=O)c1csc(-c2cccs2)n1,<bos>,C,N,C=O,N,C,C,O,C=O,<0>,c1cscn1,<3>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1c(CNC(=O)NCC2(O)CCOCC2)cnn1C,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,C,),C,N,C=O,N,C,<0>,C1CCOCC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,
CC(=O)N1CCCCC1C(=O)NCC1(c2ccc3c(c2)OCO3)CC1,<bos>,C,C=O,<3>,C1CCNCC1,<2>,C=O,N,C,<0>,C1CC1,<0>,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1C(C)C(=O)N1CCC(Nc2ccc(F)cc2)CC1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,(,C,),C=O,<3>,C1CCNCC1,<0>,N,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,
CCCc1cc(C(=O)NCCc2c[nH]c3ccc(C)cc23)n(C)n1,<bos>,C,C,C,<1>,c1cn[nH]c1,<4>,<3>,(,C,),C=O,N,C,C,<6>,c1ccc2[nH]ccc2c1,<0>,C,<eos>,,,,,,,,,,,,,,,,
CC(O)(CNC(=O)NC1CCc2c(Cl)cccc21)c1ccsc1,<bos>,C,C,(,O,),(,<0>,c1ccsc1,),C,N,C=O,N,<8>,c1ccc2c(c1)CCC2,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,
CCc1n[nH]c(SCc2cc(=O)n3nc(C4CC4)sc3n2)n1,<bos>,C,C,<0>,c1nc[nH]n1,<2>,S,C,<3>,O=c1ccnc2scnn12,<7>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)NCc2ccsc2)c(=O)c2cc(Cl)ccc21,<bos>,C,C,<4>,O=c1cc[nH]c2ccccc12,<2>,<8>,(,Cl,),C=O,N,C,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nc(C)nc(-c2ccc(C)c(NC(=O)CCC(=O)N(C)C)c2)n1,<bos>,C,N,(,C,),C=O,C,C,C=O,N,<4>,c1ccccc1,<0>,<3>,(,C,),<0>,c1ncncn1,<2>,<4>,(,C,),C,<eos>,,,,,,,,,
CC(C)OCCC(=O)NCC1CN2CCCCC2CO1,<bos>,C,C,(,C,),O,C,C,C=O,N,C,<5>,C1CCN2CCOCC2C1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(NC(=O)NCCC(C)c2ccccc2)n1,<bos>,C,C,(,<0>,c1ccccc1,),C,C,N,C=O,N,<4>,c1ccncc1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(NC(=O)CCC(=O)c2ccc(O)cc2O)c1,<bos>,O,<0>,c1ccccc1,<3>,<4>,(,O,),C=O,C,C,C=O,N,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,
CCNC(=O)c1ccc(F)c(NC(=O)Cn2ccc3ccc(F)cc32)c1,<bos>,F,<1>,c1ccc2[nH]ccc2c1,<4>,C,C=O,N,<4>,c1ccccc1,<0>,<3>,(,F,),C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(OC)c(-c2noc(-c3cc(=O)c(OC)co3)n2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1ncon1,<2>,<3>,O=c1ccocc1,<6>,O,C,<eos>,,,,,,,,,,,,,,,,
CCOCCCNC(=O)Cn1c(C2CCCCC2)nc2ccccc21,<bos>,C,C,O,C,C,C,N,C=O,C,<4>,c1ccc2[nH]cnc2c1,<5>,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CCc1cccc(C)c1NC(=O)c1cc(C)n(CC)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,<5>,c1ccccc1,<0>,<4>,(,C,),C,C,<eos>,,,,,,,,,,
CNC(=O)NCCC(=O)Nc1nc(-c2ccccc2)c(C)s1,<bos>,C,N,C=O,N,C,C,C=O,N,<3>,c1cscn1,<0>,<1>,(,C,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
O=C(NCc1ccncc1)N1CCc2ccc(Cl)cc2C1,<bos>,Cl,<1>,c1ccc2c(c1)CCNC2,<8>,C=O,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc2cc(C#N)c(NC3CCC(O)CC3)nc12,<bos>,C,O,<2>,c1ccc2ncccc2c1,<5>,<6>,(,C#N,),N,<0>,C1CCCCC1,<3>,O,<eos>,,,,,,,,,,,,,,,,,,,,
C#CCN1CCN(S(=O)(=O)NCCc2ccc(OC)cc2)CC1,<bos>,C,O,<0>,c1ccccc1,<3>,C,C,N,O=[SH2]=O,<5>,C1CNCCN1,<2>,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,
CN1CCN(C(=O)c2cc3c(nc4sccn43)s2)CC1,<bos>,C,<5>,C1CNCCN1,<2>,C=O,<0>,c1cc2c(nc3sccn32)s1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(CC2CCCC2)n[nH]1)c1cccc(F)c1,<bos>,F,<4>,c1ccccc1,<0>,C=O,N,<2>,c1nc[nH]n1,<0>,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC(CO)NC(=O)CCC(=O)N1CCCCCC1,<bos>,C,C,C,(,C,O,),N,C=O,C,C,C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccc1)C1CCN(c2cc(F)ccc2F)C1=O,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),<5>,O=C1CCCN1,<2>,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
CN(Cc1cccnc1)c1cc(OC2CCOC2)ncn1,<bos>,c1ccncc1,<1>,C,N,(,C,),<1>,c1cncnc1,<5>,O,<0>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nnsc1Cn1cnc2cc(F)c(F)cc21,<bos>,C,<0>,c1csnn1,<1>,C,<4>,c1ccc2[nH]cnc2c1,<0>,<1>,(,F,),F,<eos>,,,,,,,,,,,,,,,,,,,,,
O=c1ccc(Br)cn1CCCN1CCOCC1,<bos>,Br,<4>,O=c1cccc[nH]1,<6>,C,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)NC(c1ccc(C)cc1)c1ccc(F)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,c1ccccc1,<3>,F,),N,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,
COCCOc1ncnc(Nc2nnc(C(C)C)s2)c1N,<bos>,C,C,(,C,),<3>,c1nncs1,<0>,N,<5>,c1cncnc1,<1>,<0>,(,N,),O,C,C,O,C,<eos>,,,,,,,,,,,,,
O=C(NCC1CC1)c1ccc(=O)n(Cc2ccccc2OC(F)F)c1,<bos>,F,C,(,F,),O,<5>,c1ccccc1,<0>,C,<6>,O=c1cccc[nH]1,<4>,C=O,N,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,
Cc1cc2ncn(C(C)C(=O)NCc3ccccc3F)c2cc1C,<bos>,C,<0>,c1ccc2[nH]cnc2c1,<4>,<1>,(,C,),C,(,C,),C=O,N,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,
CC(C)C1CCCCN1S(=O)(=O)CCCCO,<bos>,C,C,(,C,),<2>,C1CCNCC1,<3>,O=[SH2]=O,C,C,C,C,O,<eos>,,,,,,,,,,,,,,,,,,,,
N#Cc1c(Cl)cccc1NCC(=O)Oc1ccccc1F,<bos>,Cl,<4>,c1ccccc1,<0>,<5>,(,C#N,),N,C,C=O,O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,
O=C(CSc1nnc(-c2ccccc2F)o1)NCC1CC1,<bos>,F,<5>,c1ccccc1,<0>,<3>,c1nnco1,<0>,S,C,C=O,N,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(S(=O)(=O)N2CCc3ccccc3C2)C1,<bos>,C,<1>,C1CCNCC1,<3>,<5>,(,C,),O=[SH2]=O,<8>,c1ccc2c(c1)CCNC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(S(=O)(=O)N2CCOc3ncccc32)cc1,<bos>,C#N,<0>,c1ccccc1,<3>,O=[SH2]=O,<6>,c1cnc2c(c1)NCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C(=O)N(C)CC(=O)Nc2ccccc2)cnn1-c1ccc(C)cc1,<bos>,c1ccccc1,<0>,N,C=O,C,N,(,C,),C=O,<0>,c1cn[nH]c1,<4>,<3>,(,<0>,c1ccccc1,<3>,C,),C,C,<eos>,,,,,,,,,,,,
OCc1cnc2ccccc2c1Oc1cnccn1,<bos>,O,C,<6>,c1ccc2ncccc2c1,<7>,O,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CNS(=O)(=O)c1ccc(CNC(=O)C2CCCC2)s1,<bos>,C,N,O=[SH2]=O,<4>,c1ccsc1,<2>,C,N,C=O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C=CCN(C(=O)C1CC(=O)Nc2ccccc21)c1ccccc1,<bos>,C=C,<0>,C,N,(,<0>,c1ccccc1,),C=O,<3>,O=C1CCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1c(C=C(c2ccc(C)cc2)c2c(C)nc3ncccn23)c(C)nn1C,<bos>,C,<0>,c1ccccc1,<3>,<1>,C=C,<0>,<1>,(,<6>,c1cnc2nccn2c1,<5>,C,),<0>,c1cn[nH]c1,<4>,<1>,(,C,),<3>,(,C,),O,C,<eos>,,,,,,,
NC(=O)c1ccc(COc2ccc(Cl)cc2Cl)o1,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),O,C,<4>,c1ccoc1,<2>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,
Cn1cnc(S(=O)(=O)NC2CCN(c3ccc(Cl)cc3)C2=O)c1,<bos>,C,<2>,c1c[nH]cn1,<0>,O=[SH2]=O,N,<2>,O=C1CCCN1,<5>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
CC1CN(C(=O)Cn2c(=O)cnc3ccccc32)c2ccccc21,<bos>,C,<6>,c1ccc2c(c1)CCN2,<8>,C=O,C,<10>,O=c1cnc2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)cs1,<bos>,C,<3>,c1cscn1,<0>,C,C=O,N,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN(CCNC(=O)C2CC2)Cc2cccn2C)c1,<bos>,C,<3>,c1cc[nH]c1,<4>,C,N,(,C,<0>,c1ccccc1,<4>,C,),C,C,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,
COc1cccc(OC2CCCCC2OC(C)=O)c1,<bos>,C,O,<0>,c1ccccc1,<4>,O,<0>,C1CCCCC1,<5>,O,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1nccc1-c1csc(NC(=O)C(C)(C)C)n1,<bos>,C,C,(,C,),(,C,),C=O,N,<3>,c1cscn1,<0>,<4>,c1cn[nH]c1,<3>,C,(,C,),C,<eos>,,,,,,,,,,,,,
CCn1nc(C)c(CCC(=O)Nc2ccccc2SC)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<1>,(,C,),<4>,(,C,),C,C,C=O,N,<0>,c1ccccc1,<5>,S,C,<eos>,,,,,,,,,,,,
O=C(Nc1ccccc1C(=O)NCC(F)(F)F)c1ccco1,<bos>,F,C,(,F,),(,F,),C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,
COCCNC(=O)c1ccc(Cl)c(S(=O)(=O)NC2CC2)c1,<bos>,C1CC1,<0>,N,O=[SH2]=O,<4>,c1ccccc1,<0>,<3>,(,Cl,),C=O,N,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
CC(C)OC(=O)Cn1ncn2c(cc3ccccc32)c1=O,<bos>,C,C,(,C,),O,C=O,C,<2>,O=c1[nH]ncn2c1cc1ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(-c2noc(C)n2)cc1NC(=O)C1CC1,<bos>,C,O,C,<3>,c1ccccc1,<4>,<0>,(,<0>,c1ncon1,<2>,C,),N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,
Cc1noc(COC(=O)c2cnn(-c3ccccc3)n2)n1,<bos>,C,<0>,c1ncon1,<2>,C,O,C=O,<0>,c1cn[nH]n1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(NC(=O)C2CCCN2S(C)(=O)=O)s1,<bos>,C,O=[SH2]=O,<3>,C1CCNC1,<4>,C=O,N,<1>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCCn1ncc(-c2cccc(C)c2)c(CC#N)c1=O,<bos>,C,C,C,C,<6>,O=c1cccn[nH]1,<3>,<2>,(,C,C#N,),<0>,c1ccccc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1sc2ncc(C(=O)NCc3cccs3)c(=O)n2c1C,<bos>,C,<7>,O=c1ccnc2sccn12,<2>,<8>,(,C,),C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cc(C#N)ccc1OCc1nc2ccccc2[nH]1,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)OCCC(=O)Nc1cccc(-n2cccn2)n1,<bos>,C,C,(,C,),O,C,C,C=O,N,<4>,c1ccncc1,<2>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,
C#CCNC(=O)c1cccc(CNC(=O)c2ccc(C)c(OC)c2)c1,<bos>,C,O,<4>,c1ccccc1,<0>,<3>,(,C,),C=O,N,C,<4>,c1ccccc1,<0>,C=O,N,C,<0>,C#C,<eos>,,,,,,,,,,,,,,
CCOC(=O)C(C)S(=O)(=O)c1ccc(Br)cc1,<bos>,Br,<3>,c1ccccc1,<0>,O=[SH2]=O,C,(,C,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
