smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
c1ccc2nc(NCc3nc4ccccc4[nH]3)cnc2c1,<bos>,c1ccc2nccnc2c1,<5>,N,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(CO)(CO)NC(=O)c1ccc(Cl)cc1Cl,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),C=O,N,C,(,C,O,),(,C,),C,O,<eos>,,,,,,,,,,,,,,,
COc1ccccc1C(=O)NC1(c2noc(C3CC3)n2)CCC1,<bos>,C,O,<0>,c1ccccc1,<5>,C=O,N,<0>,C1CCC1,<0>,<0>,c1ncon1,<2>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
Cn1cccc1CN1CCN(C(=O)COc2ccccc2)CC1,<bos>,C,<3>,c1cc[nH]c1,<4>,C,<5>,C1CNCCN1,<2>,C=O,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCc1n[nH]c(Oc2ccnc(SC)n2)c1C,<bos>,C,C,<1>,c1cn[nH]c1,<4>,<0>,(,C,),O,<1>,c1cncnc1,<3>,S,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccncc1NC(=O)c1cnc2[nH]nc(C)c2c1,<bos>,C,<0>,c1ccncc1,<5>,N,C=O,<0>,c1cnc2[nH]ncc2c1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC(Nc1ccc(Cl)cc1N)c1ccccn1,<bos>,N,<4>,c1ccccc1,<3>,<0>,(,Cl,),N,C,(,<2>,c1ccncc1,),C,<eos>,,,,,,,,,,,,,,,,,,,,
N#CC(Cc1ccc(O)cc1)C(=O)Nc1cccc2cccnc12,<bos>,O,<3>,c1ccccc1,<0>,C,C,(,C#N,),C=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC1Oc2ccc(NC(=O)C3CCCC3)cc2CN(C(C)C)C1=O,<bos>,C,C,(,C,),<11>,O=C1COc2ccccc2CN1,<7>,<2>,(,C,),N,C=O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nc(C)c(-c2noc(-c3ccc(-n4ccnn4)cc3)n2)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),<0>,c1ncon1,<2>,<0>,c1ccccc1,<3>,<2>,c1c[nH]nn1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCCn1ccnc1-c1ccc2[nH]ccc2c1)c1cccs1,<bos>,c1ccsc1,<4>,C=O,N,C,C,<2>,c1c[nH]cn1,<3>,<0>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCc1cn2ccsc2n1)c1ccc(C(=O)C2CC2)cc1,<bos>,C1CC1,<0>,C=O,<0>,c1ccccc1,<3>,C=O,N,C,C,<0>,c1cn2ccsc2n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccccc1NC(=O)C(NC(=O)c1cccc(C)c1)C(C)C,<bos>,C,<0>,c1ccccc1,<4>,C=O,N,C,(,C,(,C,),C,),C=O,N,<0>,c1ccccc1,<5>,S,C,<eos>,,,,,,,,,,,,,,
Cc1nc(COc2ccc(F)cc2)sc1C(=O)NC1CC1,<bos>,C1CC1,<0>,N,C=O,<1>,c1cscn1,<3>,<0>,(,C,),C,O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,
COCCCC1C(=O)NCCN1Cc1ccc(NC(=O)N(C)C)cc1,<bos>,C,N,(,C,),C=O,N,<3>,c1ccccc1,<0>,C,<3>,O=C1CNCCN1,<2>,C,C,C,O,C,<eos>,,,,,,,,,,,,,,,,
CC1CCc2sc(C(=O)NCC(=O)NCc3cccnc3)cc2C1,<bos>,C,<7>,c1cc2c(s1)CCCC2,<0>,C=O,N,C,C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)c1cc(C(=O)Nc2ccccc2S(C)(=O)=O)nn1C,<bos>,C,C,C,(,C,),<4>,c1cn[nH]c1,<1>,<3>,(,C,),C=O,N,<0>,c1ccccc1,<5>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)CN2C(=O)CCSc3ccccc32)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C,N,C=O,C,<11>,O=C1CCSc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)CC(=O)NCCCCc1nc2ccccc2[nH]1,<bos>,C,C,(,C,),(,C,),C,C=O,N,C,C,C,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,
C#CCN1CCC(C(=O)NCCc2nc(-c3cccs3)no2)CC1,<bos>,C#C,<0>,C,<3>,C1CCNCC1,<0>,C=O,N,C,C,<2>,c1ncon1,<0>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)N1CCN(C(=O)c2cccs2)CC1,<bos>,C,O,<1>,c1cn[nH]c1,<0>,<3>,(,C,),C=O,<2>,C1CNCCN1,<5>,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1ccccc1NC(=O)C1CCCc2ccccc21,<bos>,C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<9>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OCC(C)NC(=O)c2ccc(C)nc2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O,C,C,(,C,),N,C=O,<1>,c1ccncc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,
O=C(Cn1nnn(-c2ccccc2)c1=O)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,C,<2>,O=c1[nH]nn[nH]1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCNc1ncnc2c(-c3cccc(Cl)c3)noc12,<bos>,C,O,C,C,N,<2>,c1ncc2oncc2n1,<6>,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCCN(C)C(=O)c1nnc(-c2ccc(NC(C)=O)cc2)o1,<bos>,C,C,C,C,N,(,C,),C=O,<0>,c1nnco1,<3>,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)Cn2nnc(-c3ccccc3F)n2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,C,<3>,c1nn[nH]n1,<0>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,
CN(C)c1cccc(C(=O)Nc2ccc3c(c2)OCCO3)c1,<bos>,C,N,(,C,),<4>,c1ccccc1,<0>,C=O,N,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(C(=O)N=c1[nH]c2ccccc2[nH]1)c1cccc(F)c1,<bos>,C,N,(,C,),C,(,<0>,c1ccccc1,<4>,F,),C=O,<0>,N=c1[nH]c2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1CCNC(=O)c1cccc(C(=O)N(C)C)c1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,F,),C,C,N,C=O,<0>,c1ccccc1,<4>,C=O,N,(,C,),C,<eos>,,,,,,,,,,,,,,
Cc1cccc2c1cnn2CCC(=O)NCc1cccs1,<bos>,C,<8>,c1ccc2[nH]ncc2c1,<4>,C,C,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,Cl,C,(,Cl,),(,Cl,),<1>,c1c[nH]nn1,<0>,<5>,(,<0>,c1ccncc1,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,
COCCNC(=O)C1CCN(c2ccc(C(=O)OC)nn2)CC1,<bos>,C,O,C,C,N,C=O,<0>,C1CCNCC1,<3>,<2>,c1ccnnc1,<5>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
COc1cccc(S(=O)(=O)NCCc2ccncc2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,O=[SH2]=O,N,C,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CN(C(=O)CCc2nc(-c3ccccc3)no2)C2CC2)no1,<bos>,C,<4>,c1cnoc1,<1>,C,N,(,<0>,C1CC1,),C=O,C,C,<2>,c1ncon1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
CCOc1ccc(F)c(NC(=O)Cc2cccc(OC(F)F)c2)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,C,C=O,N,<4>,c1ccccc1,<0>,<3>,(,F,),O,C,C,<eos>,,,,,,,,,,,,,
Cc1csc(NC(=O)C(C)S(=O)(=O)c2ccccc2)n1,<bos>,c1ccccc1,<0>,O=[SH2]=O,C,(,C,),C=O,N,<3>,c1cscn1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CSc1cccc(NC(=O)c2cc(-c3ccco3)on2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,N,C=O,<1>,c1cnoc1,<4>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)CSc2nncs2)ccc1-n1cnnc1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,<4>,c1nnc[nH]1,),N,C=O,C,S,<0>,c1nncs1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccn1)NCC1Cc2ccccc2O1,<bos>,c1ccncc1,<2>,C,C=O,N,C,<7>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1cc(C)on1)C(=O)CCNS(C)(=O)=O,<bos>,C,<4>,c1cnoc1,<1>,C,N,(,C,C,),C=O,C,C,N,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)cc(-c2ccc(-c3nc(C4CC4)no3)c(=O)[nH]2)cc1Cl,<bos>,C,<3>,c1ccccc1,<0>,<2>,(,Cl,),<4>,(,Cl,),<5>,O=c1cccc[nH]1,<2>,<2>,c1ncon1,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1CCC(=O)N(CCC#N)C1CCC(O)CC1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C,C=O,N,(,<0>,C1CCCCC1,<3>,O,),C,C,C#N,<eos>,,,,,,,,,,
COc1cc2c(c(OC)c1)C(c1ccc(OC)c(F)c1)CC(=O)N2,<bos>,C,O,<7>,O=C1CCc2ccccc2N1,<3>,<5>,(,O,C,),<0>,c1ccccc1,<3>,<4>,(,F,),O,C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(OCCC(=O)NC(C)(C)c2ccc3c(c2)OCO3)cc1,<bos>,C,C,(,C,),(,<0>,c1ccc2c(c1)OCO2,),N,C=O,C,C,O,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,
N#Cc1ccccc1CNCCn1cc(-c2ccccc2)nn1,<bos>,c1ccccc1,<0>,<0>,c1c[nH]nn1,<2>,C,C,N,C,<5>,c1ccccc1,<0>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCNc1ccc(S(=O)(=O)NC2CCCC2)cn1,<bos>,C,C,N,<4>,c1ccncc1,<1>,O=[SH2]=O,N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCCN(Cc2coc(-c3ccco3)n2)C1,<bos>,C,C,O,C=O,<1>,C1CCNCC1,<3>,C,<0>,c1cocn1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)c(NC(=O)c2ccc(S(=O)C(C)C)cc2)cc1C,<bos>,C,C,(,C,),O=[SH2],<3>,c1ccccc1,<0>,C=O,N,<5>,c1ccccc1,<2>,<0>,(,C,),<3>,(,C,),O,C,<eos>,,,,,,,,,,,
O=C(Cc1nncn1Cc1ccccc1)OCC1CC=CCC1,<bos>,c1ccccc1,<0>,C,<4>,c1nnc[nH]1,<0>,C,C=O,O,C,<4>,C1=CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)C2CCCN2Cc2cccs2)cc1,<bos>,C,S,<0>,c1ccccc1,<3>,N,C=O,<4>,C1CCNC1,<3>,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(S(=O)(=O)Oc2ccc(-n3cnnn3)cc2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),O=[SH2]=O,O,<0>,c1ccccc1,<3>,<4>,c1nnn[nH]1,<eos>,,,,,,,,,,,,,,,,
COC(=O)c1c(C)c(C=Cc2cc(C)n[nH]2)c[nH]c1=O,<bos>,C,<1>,c1cn[nH]c1,<4>,<0>,C=C,<1>,<4>,O=c1cccc[nH]1,<2>,<3>,(,C,),C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,
CCCOc1cccc(C(=O)Nc2cc(S(C)(=O)=O)ccc2F)c1,<bos>,C,O=[SH2]=O,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,<4>,c1ccccc1,<0>,O,C,C,C,<eos>,,,,,,,,,,,,,,,,,
C=C(C)COc1ccc(S(=O)(=O)Nc2ccn(CC)n2)cc1,<bos>,C,<0>,C=C,<0>,C,O,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<1>,c1cn[nH]c1,<3>,C,C,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)Oc1ccc(NC(=O)CSc2nc(N)cc(=O)[nH]2)cc1,<bos>,C,C,(,C,),O,<0>,c1ccccc1,<3>,N,C=O,C,S,<5>,O=c1ccnc[nH]1,<3>,N,<eos>,,,,,,,,,,,,,,,,,,
O=C(Cn1c(-c2ccccc2)noc1=O)NC(F)(F)F,<bos>,F,C,(,F,),(,F,),N,C=O,C,<2>,O=c1[nH]cno1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nccn1Cc1ccc(CNC(=O)CC2CCCC2)cc1,<bos>,C,<3>,c1c[nH]cn1,<2>,C,<0>,c1ccccc1,<3>,C,N,C=O,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(C)c1ccc(C(=O)NCc2cccc(O)c2)cc1F,<bos>,C,N,(,C,),<3>,c1ccccc1,<0>,<4>,(,F,),C=O,N,C,<0>,c1ccccc1,<4>,O,<eos>,,,,,,,,,,,,,,,,
FC(F)(F)Oc1ccccc1NCc1ccsc1,<bos>,F,C,(,F,),(,F,),O,<5>,c1ccccc1,<0>,N,C,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(F)cc1NC(=O)N1CCN(C(=O)C(C)(C)C)CC1,<bos>,C,C,(,C,),(,C,),C=O,<5>,C1CNCCN1,<2>,C=O,N,<4>,c1ccccc1,<3>,<0>,(,F,),O,C,<eos>,,,,,,,,,,,,
Cc1cnc(NC(=O)CN2C(=O)c3ccccc3CS2(=O)=O)s1,<bos>,C,<1>,c1cscn1,<3>,N,C=O,C,<2>,O=C1NS(=O)(=O)Cc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cccc(C(=O)Nc2ccc3c(c2)sc(=O)n3C)c1,<bos>,C,C,O,<0>,c1ccccc1,<4>,C=O,N,<6>,O=c1[nH]c2ccccc2s1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)N1CCN(C(=O)NC2CCOc3ccccc32)CC1,<bos>,C,C,C=O,<2>,C1CNCCN1,<5>,C=O,N,<6>,c1ccc2c(c1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCc2cccs2)nc(N2CCOCC2)n1,<bos>,C,<5>,c1cncnc1,<1>,<3>,(,<5>,C1COCCN1,),C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Cn1nnc2ccccc21)NCc1nc2ccccc2s1,<bos>,c1ccc2scnc2c1,<5>,C,N,C=O,C,<4>,c1ccc2[nH]nnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCc2ccccc2C1CO)C1(c2ccc(F)cc2)CCC1,<bos>,O,C,<9>,c1ccc2c(c1)CCNC2,<8>,C=O,<0>,C1CCC1,<0>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc2oc(-c3ccccn3)cc(=O)c12,<bos>,C,C=O,N,<9>,O=c1ccoc2ccccc12,<3>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)NCC(=O)Nc1nc2c(s1)CCCCC2,<bos>,C,N,C=O,N,C,C=O,N,<0>,c1nc2c(s1)CCCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(CNc1ccc(S(N)(=O)=O)cc1N)c1ccc(F)cc1,<bos>,N,O=[SH2]=O,<0>,c1ccccc1,<3>,<4>,(,N,),N,C,C,(,C,),<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(CCC(=O)NCCc2nccs2)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),C,C,C=O,N,C,C,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cc(C)ccc1S(=O)(=O)c1ccc(N)cc1C,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),O=[SH2]=O,<3>,c1ccccc1,<4>,<0>,(,C,),O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1ccccc1CC(=O)Nc1cnn(C2CCOC2)c1,<bos>,C,<0>,c1ccccc1,<5>,C,C=O,N,<0>,c1cn[nH]c1,<3>,<0>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)Cc1ccccc1NC(=O)c1ccsc1,<bos>,C,C,C,C,N,C=O,C,<0>,c1ccccc1,<5>,N,C=O,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC1COCCN1C(=O)Nc1ccc(-n2cc(Br)cn2)cc1,<bos>,C,<0>,C1COCCN1,<5>,C=O,N,<0>,c1ccccc1,<3>,<3>,c1cn[nH]c1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(NC(=O)c2cnc3ccc(C)cn23)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),N,C=O,<4>,c1ccn2ccnc2c1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nc2sc(C(=O)Nc3cccn(C)c3=O)c(C)c2c(=O)[nH]1,<bos>,C,<3>,O=c1[nH]cnc2sccc12,<7>,<8>,(,C,),C=O,N,<2>,O=c1cccc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CC1)c1ccccc1NC(=O)C1CCCCC1,<bos>,C1CC1,<0>,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(NCC1(c2ccccc2)CC1)n1nnnc1C,<bos>,C,O,<0>,c1ccccc1,<5>,C,(,<4>,c1nnn[nH]1,<0>,C,),N,C,<0>,C1CC1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
CCN(CCO)C(=O)CCC(O)c1ccc(F)cc1N,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,N,),C,(,O,),C,C,C=O,N,(,C,C,O,),C,C,<eos>,,,,,,,,,,,,
,<bos>,C,<3>,c1c[nH]cn1,<0>,<3>,O=c1ccoc2c3c(ccc12)OCO3,<15>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N(C)CCNC(=O)Cn1ccccc1=O,<bos>,C,C=O,N,(,C,),C,C,N,C=O,C,<6>,O=c1cccc[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCn1nccc1C(=O)NCc1ccccc1OCC1CCCC1,<bos>,C,C,<3>,c1cn[nH]c1,<4>,C=O,N,C,<0>,c1ccccc1,<5>,O,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(C(=O)CNc2cccc(F)c2C#N)C1,<bos>,F,<4>,c1ccccc1,<0>,<5>,(,C#N,),N,C,C=O,<3>,C1CCNCC1,<1>,<5>,(,C,),C,<eos>,,,,,,,,,,,,,,,,
COCc1cccc(C(=O)OCc2ccccc2-n2cccn2)c1,<bos>,C,O,C,<0>,c1ccccc1,<4>,C=O,O,C,<0>,c1ccccc1,<5>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CCNCCc2c(C)nn(C)c2C)cs1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C,N,C,C,<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,
O=C(Nc1cn[nH]c1)NC1c2ccccc2Oc2ccccc21,<bos>,c1cn[nH]c1,<0>,N,C=O,N,<6>,c1ccc2c(c1)Cc1ccccc1O2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1(c2ccccc2Br)CC1)c1cnccn1,<bos>,Br,<4>,c1ccccc1,<3>,<0>,C1CC1,<0>,N,C=O,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
