smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
O=C(CCc1ccco1)Nc1ccc(OCc2ncc[nH]2)cc1,<bos>,c1ccoc1,<4>,C,C,C=O,N,<0>,c1ccccc1,<3>,O,C,<3>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,
CC1Cc2ccccc2N1CCNC(=O)c1scc2c1OCO2,<bos>,C,<7>,c1ccc2c(c1)CCN2,<8>,C,C,N,C=O,<0>,c1scc2c1OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)C1CCCN(C(=O)c2ccn(C)c(=O)c2)C1,<bos>,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,<3>,O=c1cccc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,
O=C(c1ccc[nH]1)N1CCN(C(=O)n2ccnc2)CC1,<bos>,c1c[nH]cn1,<2>,C=O,<2>,C1CNCCN1,<5>,C=O,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1ccc(OC)cc1N,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,N,),N,C=O,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,
CC(C)(C)CCC(=O)NCc1ccc(-c2ccn[nH]2)cc1,<bos>,C,C,(,C,),(,C,),C,C,C=O,N,C,<0>,c1ccccc1,<3>,<4>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,
CC(C)Cc1noc(C2CCCCN2C(=O)Nc2cccnc2)n1,<bos>,C,C,(,C,),C,<0>,c1ncon1,<2>,<2>,C1CCNCC1,<3>,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,
COC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,O=[SH2]=O,<0>,c1ccccc1,<3>,N,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1nc2ccccc2[nH]1)c1cccnc1,<bos>,c1ccncc1,<1>,C=O,N,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(CS(=O)(=O)N(C)Cc2cc(C)on2)c1,<bos>,C,<4>,c1cnoc1,<1>,C,N,(,C,),O=[SH2]=O,C,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,
O=C(CCN1CCOCC1)Nc1ncc(-c2cccnc2)s1,<bos>,C1COCCN1,<5>,C,C,C=O,N,<3>,c1cscn1,<1>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CN1C(=O)c2ccccc2NC1C1Cc2ccccc2O1,<bos>,C,<2>,O=C1NCNc2ccccc21,<3>,<7>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCC1CN(Cc2ccccc2C#N)CCO1,<bos>,C,O,C,C,<1>,C1COCCN1,<5>,C,<0>,c1ccccc1,<5>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCOC1CCCCC1)c1ccc(Br)cc1F,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,Br,),C=O,N,C,C,O,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,
c1cncc(-c2nc3sc4c(n3n2)CCNC4)c1,<bos>,c1ccncc1,<1>,<0>,c1nc2sc3c(n2n1)CCNC3,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(F)cc1NCc1cn2c(C)cc(C)nc2n1,<bos>,C,<8>,c1cnc2nccn2c1,<5>,<1>,(,C,),C,N,<4>,c1ccccc1,<3>,<0>,(,F,),O,C,<eos>,,,,,,,,,,,,,
CCSc1nnc(CN2CCn3c(nnc3C3CC3)C2)s1,<bos>,C,C,S,<0>,c1nncs1,<3>,C,<7>,c1nnc2n1CCNC2,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1cc(F)c(F)c(S(=O)(=O)N2CCOCC2)c1,<bos>,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,<2>,(,F,),<3>,(,F,),O=[SH2]=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,
CC(=O)c1ccc2c(c1)CCCN2C(=O)c1ccc(Cn2cccn2)cc1,<bos>,C,C=O,<0>,c1ccc2c(c1)CCCN2,<9>,C=O,<0>,c1ccccc1,<3>,C,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,
CC1CC(OC(=O)Cc2ccc3c(c2)CCO3)C(=O)O1,<bos>,C,<4>,O=C1CCCO1,<2>,O,C=O,C,<0>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(c1nnc(SCC#N)s1)C1CCC1,<bos>,C,C,(,C,),N,(,<0>,C1CCC1,),<0>,c1nncs1,<3>,S,C,C#N,<eos>,,,,,,,,,,,,,,,,
COC(C)C(=O)N(Cc1ccccc1Cl)c1ccccn1,<bos>,C,O,C,(,C,),C=O,N,(,<2>,c1ccncc1,),C,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,
Cc1ccc(NS(C)(=O)=O)cc1S(=O)(=O)Nc1ccccc1,<bos>,c1ccccc1,<0>,N,O=[SH2]=O,<4>,c1ccccc1,<0>,<3>,(,C,),N,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,
CNC(=O)c1nc2c(s1)CCN(C(=O)N(C)C)CC2,<bos>,C,N,(,C,),C=O,<7>,c1nc2c(s1)CCNCC2,<0>,C=O,N,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nc(CN(C)C(=O)c2sc3ccccc3c2C)ccc1Cl,<bos>,C,<4>,c1ccncc1,<2>,<5>,(,Cl,),C,N,(,C,),C=O,<5>,c1ccc2sccc2c1,<6>,C,<eos>,,,,,,,,,,,,,,
O=C(c1ccncc1F)N1CCOc2cc(F)ccc21,<bos>,F,<5>,c1ccncc1,<0>,C=O,<6>,c1ccc2c(c1)NCCO2,<1>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(NC(=O)Cn2c(C)cc3ccccc32)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,N,C=O,C,<4>,c1ccc2[nH]ccc2c1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,
c1coc(-c2noc(CCn3cncn3)n2)c1,<bos>,c1ccoc1,<4>,<0>,c1ncon1,<2>,C,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCc1ncc(OC2CC2)cc1C(=O)NCc1cccs1,<bos>,C,C,<4>,c1ccncc1,<5>,<1>,(,O,<0>,C1CC1,),C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,
CC(=O)N(C)CCc1noc(CNc2ccc(C)cc2)n1,<bos>,C,C=O,N,(,C,),C,C,<0>,c1ncon1,<2>,C,N,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,
CC(C)CCNC(=O)c1ccccc1NC(=O)c1csnn1,<bos>,C,C,(,C,),C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<0>,c1csnn1,<eos>,,,,,,,,,,,,,,,,
O=C(NCc1ccnc(OC2CCC2)c1)c1ccc2ccccc2n1,<bos>,C1CCC1,<0>,O,<4>,c1ccncc1,<0>,C,N,C=O,<5>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(NC(=O)NCCCN2CCOCC2)cc1,<bos>,N,C=O,<0>,c1ccccc1,<3>,N,C=O,N,C,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccc1)N1CCOCC1Cn1cc(Cl)cn1,<bos>,Cl,<0>,c1cn[nH]c1,<3>,C,<0>,C1COCCN1,<5>,C=O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(F)cn1)C(=O)C1Cc2ccccc2C(=O)O1,<bos>,F,<1>,c1ccncc1,<4>,C,N,(,C,),C=O,<3>,O=C1OCCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(-c2noc(CN3CCCNC3=O)n2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1ncon1,<2>,C,<2>,O=C1NCCCN1,<eos>,,,,,,,,,,,,,,,,
CC(C)CC1(C(=O)NCCN2CCOCC2)CCCC1,<bos>,C,C,(,C,),C,<0>,C1CCCC1,<0>,C=O,N,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,
CCn1ncc(S(=O)(=O)N2CCc3cc(N)ccc32)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),O=[SH2]=O,<8>,c1ccc2c(c1)CCN2,<0>,N,<eos>,,,,,,,,,,,,,,,,,,
CNC(=O)CNC(=O)NCc1ccccc1Cl,<bos>,C,N,C=O,C,N,C=O,N,C,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C(=O)Nc2cnc(N3CCOCC3)nc2)o1,<bos>,C,C,<4>,c1ccoc1,<2>,C=O,N,<0>,c1cncnc1,<3>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC(=O)Nc2ccc3oc(=O)ccc3c2)cc1,<bos>,C,<0>,c1ccccc1,<3>,O,C,C=O,N,<6>,O=c1ccc2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(CCO)N1CCCC(c2ccnc(-c3ccccc3)n2)C1,<bos>,O,C,C,C=O,<3>,C1CCNCC1,<1>,<1>,c1cncnc1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ocnc1CNc1nc2c(s1)c(C)nn2C,<bos>,C,<5>,c1nc2[nH]ncc2s1,<0>,<3>,(,C,),N,C,<0>,c1cocn1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCC4)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,<5>,O=c1c2ccccc2nc2n1CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n(C(C)(C)C(=O)N(C)c2cccc3ncccc23)n1,<bos>,C,N,(,<9>,c1ccc2ncccc2c1,),C=O,C,(,C,),(,C,),<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,
CCCN(CCCC(=O)NC)C(=O)C(C)CC,<bos>,C,C,C,(,C,),C=O,N,(,C,C,C,),C,C,C,C=O,N,C,<eos>,,,,,,,,,,,,,
CC(=O)N(CCCNS(C)(=O)=O)Cc1ccccc1,<bos>,c1ccccc1,<0>,C,N,(,C=O,C,),C,C,C,N,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,
COC(=O)C(C)NC(=O)c1cccc(C)c1N,<bos>,C,<4>,c1ccccc1,<0>,<5>,(,N,),C=O,N,C,(,C,),C=O,O,C,<eos>,,,,,,,,,,,,,,,
CN(CC1(C)CCOCC1)C(=O)c1ccc(N2CCCC2=O)cc1,<bos>,C,<0>,C1CCOCC1,<0>,C,N,(,C,),C=O,<0>,c1ccccc1,<3>,<5>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,
CCCC(CCC)C(=O)Nc1nnc(Cc2ccc(F)cc2)o1,<bos>,C,C,C,C,(,C,C,C,),C=O,N,<0>,c1nnco1,<3>,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,
Cc1ccc(C(NC(=O)c2ccoc2)C2CCCC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,(,<0>,C1CCCC1,),N,C=O,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(CN(C(=O)C(C)C)C2CC2)cc1OC,<bos>,C,C,(,C,),C=O,N,(,<0>,C1CC1,),C,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,
Cc1cccc2c(=O)n(CC(C)Nc3ccc(F)cc3)cnc12,<bos>,F,<3>,c1ccccc1,<0>,N,C,(,C,),C,<2>,O=c1[nH]cnc2ccccc12,<6>,C,<eos>,,,,,,,,,,,,,,,,,,
CN(CC1CC1)C(=O)CCCn1c(=O)[nH]c2ccccc2c1=O,<bos>,C1CC1,<0>,C,N,(,C,),C=O,C,C,C,<2>,O=c1[nH]c(=O)c2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nc(NCC2CCOC2)c2c(-c3ccccc3)csc2n1,<bos>,C,<0>,c1ncc2ccsc2n1,<2>,<4>,(,<0>,c1ccccc1,),N,C,<0>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,
COCCOC1=NS(=O)(=O)C(c2cc(C)ccc2C)=C1C,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,C,),<3>,O=S1(=O)C=CC=N1,<5>,<4>,(,C,),O,C,C,O,C,<eos>,,,,,,,,,,,,
Cc1cc2n(n1)CCCN2CC(=O)N1CCCC1c1noc(C(C)C)n1,<bos>,C,C,(,C,),<2>,c1ncon1,<0>,<4>,C1CCNC1,<3>,C=O,C,<8>,c1cc2n(n1)CCCN2,<0>,C,<eos>,,,,,,,,,,,,,,,
CCn1nc(C)cc1C(=O)N1CCOC(c2ccc(Cl)cc2)C1,<bos>,C,C,<3>,c1cn[nH]c1,<4>,<1>,(,C,),C=O,<5>,C1COCCN1,<1>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,
Cc1ccc(=O)n(CC(=O)Nc2nc[nH]n2)n1,<bos>,C,<4>,O=c1cccn[nH]1,<6>,C,C=O,N,<0>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1c[nH]c(C(=O)N2CCOc3ccc(N)cc32)c1,<bos>,C#N,<0>,c1cc[nH]c1,<2>,C=O,<6>,c1ccc2c(c1)NCCO2,<0>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCOC(Cn2cc(Br)cn2)C1,<bos>,Br,<0>,c1cn[nH]c1,<3>,C,<1>,C1COCCN1,<5>,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)CNc2cccc(Cl)c2)c(OC)c1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,C,),N,C=O,C,N,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,
O=C(Nc1ccc(-n2cnnn2)cc1)c1ccccc1F,<bos>,F,<5>,c1ccccc1,<0>,C=O,N,<0>,c1ccccc1,<3>,<4>,c1nnn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,
C#CCN1CCN(C(=O)NCC(=O)NCC)CC1,<bos>,C,C,N,C=O,C,N,C=O,<5>,C1CNCCN1,<2>,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,
CCc1cccc2nc(CSc3nc(N)cc(N)n3)cn12,<bos>,N,<1>,c1cncnc1,<3>,<5>,(,N,),S,C,<5>,c1ccn2ccnc2c1,<2>,C,C,<eos>,,,,,,,,,,,,,,,,,
COC(c1c(F)cccc1F)n1nnc2ccccc21,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),C,(,<4>,c1ccc2[nH]nnc2c1,),O,C,<eos>,,,,,,,,,,,,,,,,,
CCc1ccc(N2CC(C(=O)Nc3cc(C)cc(C)c3)CC2=O)cc1,<bos>,C,<2>,c1ccccc1,<0>,<4>,(,C,),N,C=O,<3>,O=C1CCCN1,<5>,<3>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,
Fc1cc2c(c(F)c1F)C(C1CCCN1)NCC2,<bos>,F,<0>,c1ccc2c(c1)CCNC2,<9>,<1>,(,F,),<2>,(,F,),<4>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,
Cc1ncc(Cl)c(C(=O)N(C)C(C)c2ccccc2O)n1,<bos>,C,<3>,c1cncnc1,<5>,<0>,(,Cl,),C=O,N,(,C,),C,(,C,),<0>,c1ccccc1,<5>,O,<eos>,,,,,,,,,,,
CCOC(=O)CN(Cc1ccccc1)Cc1cccn1C,<bos>,C,<3>,c1cc[nH]c1,<4>,C,N,(,C,<0>,c1ccccc1,),C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,
CSc1ccc(C(=O)NCCN2CCOCC2)cc1,<bos>,C,S,<0>,c1ccccc1,<3>,C=O,N,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCn1cc(NCc2ccc(C)c(Br)c2)cn1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,Br,),C,N,<0>,c1cn[nH]c1,<3>,C,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(CC(=O)Nc2cccc(CO)c2)cc1C,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,C,),C,C=O,N,<0>,c1ccccc1,<4>,C,O,<eos>,,,,,,,,,,,,,,,
CCC(=O)Nn1ccc2c(nnc3c(C)cnn32)c1=O,<bos>,C,C,C=O,N,<2>,O=c1[nH]ccc2c1nnc1ccnn12,<10>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)CNC(=O)c1ncc(Br)c2c(C(N)=O)cccc12,<bos>,C,C,(,C,),C,N,C=O,<4>,c1ccc2cnccc2c1,<9>,<7>,(,Br,),C=O,N,<eos>,,,,,,,,,,,,,,,
Cc1cc(C(C)NC(=O)NCC(O)c2ccccc2Cl)c(C)o1,<bos>,C,<4>,c1ccoc1,<1>,<2>,(,C,),C,(,C,),N,C=O,N,C,C,(,O,),<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,
CC(C)CC(=O)Nc1ccc(NC(=O)C2CCCO2)cc1,<bos>,C,C,(,C,),C,C=O,N,<0>,c1ccccc1,<3>,N,C=O,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N(CCC(N)=O)c2ccccc2)c2cc(F)c(C)cc2n1,<bos>,C,<5>,c1ccc2ncccc2c1,<7>,<1>,(,C,),<0>,(,F,),C=O,N,(,<0>,c1ccccc1,),C,C,C=O,N,<eos>,,,,,,,,,,
Cc1ccccc1NS(=O)(=O)c1ccc(NC(N)=O)cc1,<bos>,C,<0>,c1ccccc1,<5>,N,O=[SH2]=O,<0>,c1ccccc1,<3>,N,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(COc1ccc2oc3c(c2c1)CCCC3)OCc1cccnc1,<bos>,c1ccncc1,<1>,C,O,C=O,C,O,<1>,c1ccc2c3c(oc2c1)CCCC3,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)C1CC(=O)N(Cc2ccc(F)cc2)C1,<bos>,C,C,C,C,N,C=O,<3>,O=C1CCCN1,<5>,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,
CC1Cc2ccccc2N1CC#CCNC(=O)c1ccco1,<bos>,C,<7>,c1ccc2c(c1)CCN2,<8>,C,<0>,C#C,<1>,C,N,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(C#N)N(C)S(=O)(=O)c2ccccc2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),C,(,C#N,),N,(,C,),O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,
NC1COC(CCc2cccc(Cl)c2)OC1,<bos>,Cl,<4>,c1ccccc1,<0>,C,C,<3>,C1COCOC1,<0>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(N)C(=O)Nc1ccc(CCO)cc1,<bos>,C,C,(,C,),C,(,N,),C=O,N,<0>,c1ccccc1,<3>,C,C,O,<eos>,,,,,,,,,,,,,,,
CC(NCC(C)(C)O)c1ccc(-c2ccco2)o1,<bos>,C,C,(,C,),(,O,),C,N,C,(,C,),<4>,c1ccoc1,<2>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,
COc1ccc(C(C#N)N(C)CCC#N)cc1Br,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,Br,),C,(,C#N,),N,(,C,),C,C,C#N,<eos>,,,,,,,,,,,,
