smiles,0
COc1cc(C(C=O)=CSC)ccc1Oc1ccc(CN[C@@H]2O[CH]C2[C@H](C)O)cc1,[C][S][C][=C][Branch2][Ring2][=N][C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][P][N][C@H1][C][Branch1][=Branch1][C@H1][Branch1][C][C][O][C@@H1][Branch1][Ring2][O][Ring1][#Branch1][C][=O][C][=C][Ring2][Ring1][S]
NN1CCC(CN(Cl)c2c3ccc4[nH]cc(c24)Cc2cccc-3c2)CC1,[C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][NH1][C][=C][Branch2][Ring1][#Branch1][C][Ring1][Branch1][=C][Ring1][=Branch2][N][Branch1][N][C][C][C][C][N][Branch1][C][N][C][C][Ring1][#Branch1][Cl][C][Ring2][Ring1][Branch1]
COc1ccccc1COC1=CCC(SCC(=O)Nc2nccc3[nH]ccc23)=C1,[C][=C][Branch2][Ring1][#Branch1][S][C][C][Branch1][#C][N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][NH1][Ring1][Branch1][=O][C][N][=C][C][=C][Ring2][Ring1][#Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C]
N=C(NCCCCCCN1CCc2ccccc2C1)Nc1ccccc1-c1ccccc1,[C][Branch1][#C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#Branch2][C][C][C][C][C][N][C][=Branch1][C][=N][N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
C1=Cc2cc(c(CCN3CCC4(CC3)Cc3ccccc3C4)o2)C1,[O][C][=Branch1][O][=C][C][=C][Ring1][Branch1][C][=C][C][=Ring1][=Branch1][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O]
Cc1cc(CO)ccc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,[C][=C][C][=Branch2][Ring2][#Branch1][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][Branch2][Ring1][=Branch2][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][C][O][=O][Cl]
N#Cc1ccccc1C1C=[N+]N(NCNC=O)CC1,[C][Branch2][Ring1][=Branch2][N][C][Branch2][Ring1][Branch1][N][N][C][C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][C][=N+1][Ring1][=C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][Ring2][Ring1][Branch2][=O]
CCc1ccccc1NC(=O)Nc1ccc(S2(=O)=NC(N=CN(C)C(C)=O)=CC(=O)Nc3ccc2cc3)cc1,[C][N][Branch2][Branch1][=N][C][=N][C][=C][Branch2][Branch1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][Branch2][Ring1][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][=N][Ring2][Ring1][S][C][=Branch1][C][=O][C]
COC(=O)C(=O)C(=NC1C2CC(OCc3ccccc3)=CC=CCN1C2)N(C)C,[C][Branch2][Ring1][Ring2][N][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][N][Branch1][#Branch1][C][C][Ring2][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
C=C(N(C)C1=CC=CC=CC(=O)C1(F)c1c(NC(C)=O)ccnc1Cl)C(F)(F)F,[C][Branch2][Ring1][P][C][Branch2][Ring1][O][C][=C][C][=C][C][=C][Branch1][P][N][Branch1][C][C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][=O][=C][Branch2][Ring1][Branch1][C][=C][Branch1][C][Cl][N][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][C][F]
NS(=O)(=O)c1cc(C=CCCN2CCC[C@@H]2c2ccccc2)[nH]c(=O)c1,[C][Branch2][Ring1][=Branch2][C][=C][C][NH1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][C][=Ring1][#Branch1][S][Branch1][C][N][=Branch1][C][=O][=O][C][C][N][C][C][C][C@@H1][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cc1cnc(OCO)c(Nc2nc(N3CCc4cccc3c4)n(Cc3ccc(F)cc3)c2C=O)n1,[O][=C][C][=C][Branch2][Ring2][C][N][=C][Branch1][S][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][N][Ring1][=C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][=N][C][=Branch1][=Branch2][=C][N][=C][Ring1][=Branch1][O][C][O][C]
CCc1ccc(CN2CCC(C(=O)N3CCN(c4ccccc4)CC3)C2)nc1,[C][C][C][=C][N][=C][Branch2][Ring1][P][C][N][C][C][C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N][C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch2]
C=CN=CC1OCC[C]2CC1=C(N=CNc1ccc3cc1NC(C)=CO3)C2CC,[C][=C][Branch2][Ring2][=Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=N][C][=C][C][C@@][Branch1][#Branch2][C][Ring1][Branch1][Branch1][Branch1][C][C][Ring1][N][C][C][Branch1][O][O][C][=Ring1][#Branch2][C][=N][C][=C][Ring1][#C][=O][C][=C][Branch1][Ring2][NH1][Ring2][Ring1][#Branch1][C]
CCO[C@@H](C(=O)NCc1ccccc1)C(=O)C(=O)N(C)C,[C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][=Branch1][N][Branch1][C][C][C][=O]
CN1CC=COC(CNC(=O)N2CCC(CS(=O)c3ccc(C(F)(F)F)cc3)CC2)=CC=CCC1,[C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring2][O][C][N][C][=Branch1][C][=O][N][C][C][C@@H1][Branch1][Branch1][C][C][Ring1][=Branch1][C][S][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][#C]
CCN1CCCCN(C(=O)c2cccc(C(C)C)c2C)C2CCCCC2C1,[N][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][Branch2][Ring1][N][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][=Branch2][C][C][C]
Cc1ccc(C(=O)NC(=O)NC(=O)[C@@H]2C[C@@H](O)CN2c2cccc3c(O)cccc23)cn1,[O][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N][C][C@H1][Branch1][C][O][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=O]
CC(C)C(Nc1ccccc1C(=O)[C@@H](C)NC(C)(C)C)(c1ccccc1)c1ccc(F)cc1,[C][=C][C][Branch2][Ring2][S][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][Branch1][=Branch1][C@@H1][Branch1][C][C][C][N][C][=C][C][=Branch2][Ring1][Branch2][=C][C][=C][Ring1][=Branch1][C][Branch1][=C][C@@H1][Branch1][C][C][N][C][Branch1][C][C][Branch1][C][C][C][=O][=O][=C][C][=C][Ring2][Ring2][C]
Cn1cnc(N)c(-c2ccc(NCCc3cccc(C(=O)F)c3)cc2)c1=O,[C][Branch1][C][F][Branch2][Ring2][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][Branch2][Ring1][=C][N][C][=C][C][=Branch2][Ring1][#Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][C][N][N][=C][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=O][Cl][=O]
CC#CCOc1ccccc1C1CCN(C2CC3(O)CCC2c2ccccc2C3)CC1,[C][C][N][Branch2][Ring1][Ring1][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][#C][C][C][C][C][Branch1][C][O][C][C][C][Ring1][#Branch1][C][=C][Branch1][Ring2][C][Ring1][Branch2][C][=C][C][=C][Ring1][#Branch1]
CCOCC1=CC(C)(C)C(=CC(=O)N2CCC(Nc3ccccc3)CC2)C=N1,[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=N][C][Branch1][#Branch1][C][Branch1][Ring2][O][C][C][=C][Ring1][O]
C=C(NCc1cccc(NC(=NC(=N)N)C(F)(F)Br)c1)c1ccccc1N=CCCOCc1ccccc1,[C][=C][Branch2][Ring1][O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][=Branch2][C][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][C][Branch1][C][Br][Branch1][C][F][F][=N][C][Branch1][C][N][=N][Ring1][N]
CNc1snc(C=C2C=CC3CCCCN23)c1C(OC)C(F)(F)F,[C][Branch2][Ring1][=Branch2][C][Branch1][#C][C][=C][C][=C][C][N][Ring1][Branch1][C][C][C][C][Ring1][=Branch1][=N][S][C][=Ring1][S][N][C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C]
CC=CC(=CC=CN(C)C(=O)[C@@H](CC=O)CN(C)C)c1ccc(F)c(Cl)c1,[C][N][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][Ring1][#C][C][C][Branch1][S][C@H1][Branch1][#Branch1][C][N][Branch1][C][C][C][C][C][Ring2][Ring1][Branch2][=O][=O]
COc1cc(Cl)cc(NC=NC=C(S)c2ccc(Cl)cc2)c2ccccc2n(C)c1,[C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Ring1][O][C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch2][N][C][=N][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][O]
CCCCC(=O)N1CCN2C3=NC=C(C=C4CCCN(CCN)C4C=CC2C1)C3=CNc1ccc(F)cc1,[C][=C][Branch1][C][F][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][C][=C][C][Branch2][Ring1][Ring1][N][C][C][N][Branch1][=Branch2][C][Branch1][Branch1][C][C][C][C][=O][C][C][Ring1][N][=N][C][=C][Ring1][P][C][=C][C][C][C][N][Branch1][#Branch2][C][=Ring1][=Branch1][C][=C][Ring1][#Branch2][Ring1][=N][C][C][N]
C=C1CN(c2cc(OC)c(O)cc2CC(=O)O)CC(C)=CC=N1,[C][C][=Branch1][Branch2][=C][C][=N][C][=C][Ring1][=Branch1][C][N][Branch2][Ring1][Branch2][C][=C][Branch1][=C][C][=C][Branch1][=Branch2][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][O][C][C][Branch1][C][O][=O][C][Ring2][Ring1][C]
CCC1CCN1C[C@H]1CC[C@@H](NC(=O)C(C)c2cccc(NS(=O)(=O)C(C)C)c2OC)CC1,[C][C][C][N][Branch2][Branch1][Ring1][C][C@H1][C][C][C@H1][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch2][Ring1][=N][C][=C][Branch2][Ring1][Branch1][C][Branch1][=C][N][S][=Branch1][C][=O][Branch1][=Branch1][C][Branch1][C][C][C][=O][=C][C][=C][Ring1][=N][=O][C][C][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][#C]
Cc1cccc(C(=Cc2ccncc2)N=Cc2ccc(Cl)s2)n1,[N][=C][C][=C][Branch2][Ring1][=C][C][=C][Branch1][N][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][N][=C][Ring1][N][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1]
CC1=CC=C(C(=O)N[C@@H](C)C[CH]CC[CH]CN2C=CC=C(C(=O)O)C=C2)CN1,[C][Branch2][Ring1][N][N][C][C@@H1][C][C][C@H1][C][C@@H1][Branch1][S][N][C][=Branch1][C][=O][C][C][NH1][C][Branch1][C][C][=C][C][=Ring1][#Branch1][C][Ring1][#C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][O]
CC(Cc1cccs1)C(=O)N(CC(N)N)C(=O)N1CCOCC1,[C][C][Branch2][Ring1][O][C][Branch2][Ring1][=Branch1][N][Branch1][#Branch1][C][C@@H1][Branch1][C][N][N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O][=O][C][C][S][C][=C][C][=Ring1][Branch1]
COc1ccccc1C=CC=C(C#CN=NCNCc1ccc(Cl)cc1Cl)CO,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring1][=Branch1][C][#C][N][=N][C][Branch1][#C][N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][=C][Ring1][P][O]
COc1ccc(CNC(=O)C(=O)Nc2ccc(OC)cc2)cc1,[O][=C][Branch1][#C][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][Branch1][=C][N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=O]
Cc1nccc(C2=CC(C=C(N=N)N3CCCC3)=C2)n1,[C][=Branch2][Ring1][Ring1][=C][C][Branch1][N][C][=C][C][=N][C][Branch1][C][C][=N][Ring1][#Branch1][=C][Ring1][N][C][=C][Branch1][Branch1][N][=N][Ring1][#C][N][C][C][C][C][Ring1][Branch1]
C=CC=CC1=C(CC)NCC(=CC=C)C=C(c2ccc3[nH]cnc3c2)C=NC=C1c1nc[nH]n1,[C][=Branch1][N][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][N][Branch2][Ring1][N][C][=N][C][=C][Branch1][Branch2][C][=N][NH1][C][=N][Ring1][Branch1][C][Branch1][#Branch1][C][=C][C][=C][Ring1][O][=C][Ring1][S][C][C][C][=C][C][=C][NH1][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2]
CCc1cc(C(F)(F)F)ccc1N1CCCn2ncc3c(cccc32)C1=O,[C][=C][C][=C][Branch1][#Branch1][C][=N][N][Ring1][Branch1][C][C][=Branch1][Ring2][=C][Ring1][#Branch2][C][Branch2][Ring2][Ring1][N][Branch2][Ring1][#Branch2][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][Branch1][C][C][C][C][Ring2][Ring1][Ring1][=O]
CNC(=O)C1CCN2CS3=CSCC3=CC(Cl)=C2CC12CCC(NCC1CC1)C2,[C][C][C][Ring1][Ring1][C][N][C][C][C][Branch2][Ring2][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][O][C][S][C][Branch1][=Branch1][C][S][C][=Ring1][Branch1][=C][C][=Ring1][#Branch2][Cl][C][C][Ring2][Ring1][Branch2]
CCc1cc(-c2ccccc2)nc(N2Cc3cc(O)ccc32)n1,[C][=C][C][=Branch2][Ring1][P][=C][C][=C][Ring1][=Branch1][N][Branch1][Ring2][C][Ring1][#Branch2][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Branch1][Ring1][C][C][=N][Ring1][=C][O]
Cc1cccc(S)c1N[C@@H](C=O)CC[C@H](C)NC(=O)CCNc1cccnc1,[N][=C][C][Branch2][Ring2][=Branch1][N][C][Branch2][Ring1][P][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][C][C@@H1][Branch1][S][N][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Ring1][#Branch1][C][C][=O][=C][C][=C][Ring2][Ring1][=N]
c1ccc(-c2ccc3c(c2)C[C@H]2CCCCCN2C3)cc1,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch2]
C=C1CC=C(OC)C=CCCC1OC1[CH]C[CH]C2[C@]1(O)CC1OC(CC)=C[C@]12CO,[C][=C][Branch2][Ring2][Branch2][C][Branch2][Ring2][C][O][C][C@H1][C][C@@H1][C][C@@][Ring1][=Branch1][Branch2][Ring1][Branch1][C][C][C@][Ring1][Branch1][Branch1][#Branch2][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][C][C][Branch1][C][O][=O][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2]
COc1ccc(N2CCOC=CC=CC(C(=O)Oc3cccc(C)c3Cl)C3CCC[C@H](C)N3C2=O)cc1,[C][=Branch1][C][=O][Branch1][N][N][C@@H1][Branch1][C][C][C][C][C][C][Ring1][#Branch1][N][Branch1][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][O][C][=C][C][=C][C][Branch2][Ring1][Ring1][C][Branch1][=C][O][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][Cl][=O][=C][Ring2][Ring1][C]
CCCCCc1cc(N2CCC3CC2C=CC=S(=O)(C=CC=C2C=CC(OC)=C2)CC(C)(C)C3)ccc1OC(C)C,[C][C][C][C][C][C][=C][C][=Branch1][N][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][Branch1][=C][C][=C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][=Branch2]
CC(=O)OS(=O)Nc1ccc(OCc2ccccc2)cc1C=O,[O][=S][Branch2][Ring1][#Branch2][N][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][C][=Branch1][C][=O][O][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
N#Cc1ccc(CNC(=O)c2cnccc2-c2cc(-c3csc(N)n3)ccc2F)cc1,[C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][=C][N][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][O][C][N][=C][Branch1][C][N][S][C][=Ring1][=Branch1][=C][C][=C][Ring1][N][F][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2]
Cc1ccccc1COC(=O)N1CCN(C[C@@H](C)[C@@H]2C[C]3[C@H](O)C[C@H](C=O)[C@]3(C)[C@H]2C)CC1,[O][=C][C@H1][C][C@@H1][Branch1][C][O][C@@][Branch1][C][C][C@@][Ring1][#Branch1][Branch1][C][C][C@H1][Branch2][Ring2][=Branch1][C@@H1][Ring1][Branch1][C@H1][Branch1][=Branch1][C][=Ring1][=C][Ring1][P][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C]
